A;191;20011109 09:55;CDIXON;
B;191;1862638;1;20011109 09:55;;;83;COURT ST;MANILLA;2346;967.5;M;20010622;20010713;78000;Z;R;RESIDENCE;;ZC;AC;;7789083;
C;191;1862638;1;20011109 09:55;12//523013;
D;191;1862638;1;20011109 09:55;P;;;;;;
D;191;1862638;1;20011109 09:55;V;;;;;;
B;191;1862786;2;20011109 09:55;;;279;MANILLA ST;MANILLA;2346;1214;M;20010607;20010607;26000;R;R;RESIDENCE;;ZR;AC;;7737895;
C;191;1862786;2;20011109 09:55;2A//365754;
D;191;1862786;2;20011109 09:55;P;;;;;;
D;191;1862786;2;20011109 09:55;V;;;;;;
B;191;1863078;3;20011109 09:55;;;172;NAMOI ST;MANILLA;2346;2023;M;20010615;20010628;77500;Z;R;RESIDENCE;;ZN;AC;;7770062;
C;191;1863078;3;20011109 09:55;6/2/758644;
D;191;1863078;3;20011109 09:55;P;;;;;;
D;191;1863078;3;20011109 09:55;P;;;;;;
D;191;1863078;3;20011109 09:55;V;;;;;;
B;191;1863252;4;20011109 09:55;;;78;ROWAN ST;MANILLA;2346;809.4;M;20010524;20010622;39500;Z;R;RESIDENCE;;ZC;AC;;7738608;
C;191;1863252;4;20011109 09:55;A//300907;
D;191;1863252;4;20011109 09:55;P;;;;;;
D;191;1863252;4;20011109 09:55;P;;;;;;
D;191;1863252;4;20011109 09:55;V;;;;;;
B;191;1863269;5;20011109 09:55;;;118;ROWAN ST;MANILLA;2346;1322;M;20010519;20010608;55000;Z;R;RESIDENCE;;ZF;;;7748359;
C;191;1863269;5;20011109 09:55;A//371182;
D;191;1863269;5;20011109 09:55;P;;;;;;
D;191;1863269;5;20011109 09:55;V;;;;;;
B;191;1863320;6;20011109 09:55;;;;SOUTH ST;MANILLA;2346;3449;M;20010314;20010327;130000;Z;3;FACTORY ;;ZW;IW;;7739121;
C;191;1863320;6;20011109 09:55;1//833924;
D;191;1863320;6;20011109 09:55;P;;;;;;
D;191;1863320;6;20011109 09:55;V;;;;;;
D;191;1863320;6;20011109 09:55;V;;;;;;
Z;29;6;6;15;
