A;192;20110801 02:23;VALNET;
B;192;2975700;1;20110801 02:23;WOOLARINGA;;;TERRY HIE HIE RD;MOREE;2400;80.95;H;20110601;20110713;575000;R;3;RESIDENCE FARM;;RH;;0;AG374567;
C;192;2975700;1;20110801 02:23;1/620046;
D;192;2975700;1;20110801 02:23;P;;;;;;
D;192;2975700;1;20110801 02:23;V;;;;;;
B;192;1864903;2;20110801 02:23;;;2;CALLAILLE AVE;MOREE;2400;1569;M;20110602;20110714;520000;A;R;RESIDENCE;;MG;;0;AG388615;
C;192;1864903;2;20110801 02:23;11/807590;
D;192;1864903;2;20110801 02:23;P;;;;;;
D;192;1864903;2;20110801 02:23;V;;;;;;
D;192;1864903;2;20110801 02:23;V;;;;;;
B;192;1864990;3;20110801 02:23;;;325;CHESTER ST;MOREE;2400;1012;M;20110620;20110715;91000;A;R;RESIDENCE;;MS;;0;AG383089;
C;192;1864990;3;20110801 02:23;7/17/758706;
D;192;1864990;3;20110801 02:23;P;;;;;;
D;192;1864990;3;20110801 02:23;P;;;;;;
D;192;1864990;3;20110801 02:23;P;;;;;;
D;192;1864990;3;20110801 02:23;V;;;;;;
Z;17;3;3;9;
