A;RTSALEDATA;139;20250602 01:16;VALNET;
B;139;2979635;1;20250602 01:16;;;1;NIRRANDA ST;CONCORD WEST;2138;644.5;M;20250412;20250526;2780000;R2;R;RESIDENCE;;ECO;;0;AV92008;
C;139;2979635;1;20250602 01:16;94/C/11996 B/358866;
D;139;2979635;1;20250602 01:16;P;;;;;;
D;139;2979635;1;20250602 01:16;P;;;;;;
D;139;2979635;1;20250602 01:16;P;;;;;;
D;139;2979635;1;20250602 01:16;V;;;;;;
D;139;2979635;1;20250602 01:16;V;;;;;;
B;139;3452399;2;20250602 01:16;BUILDING C;722;89;SHORELINE DR;RHODES;2138;155;M;20250319;20250523;1150000;;R;RESIDENCE;94;;;0;AV86646;
C;139;3452399;2;20250602 01:16;94/SP81965;
D;139;3452399;2;20250602 01:16;P;;;;;;
D;139;3452399;2;20250602 01:16;P;;;;;;
D;139;3452399;2;20250602 01:16;V;;;;;;
B;139;3471982;3;20250602 01:16;;23;28;VILLAGE DR;BREAKFAST POINT;2137;;;20250429;20250527;1265000;;R;RESIDENCE;7;;;0;AV95527;
C;139;3471982;3;20250602 01:16;7/SP82659;
D;139;3471982;3;20250602 01:16;P;;;;;;
D;139;3471982;3;20250602 01:16;P;;;;;;
D;139;3471982;3;20250602 01:16;V;;;;;;
B;139;3460107;4;20250602 01:16;;26;17;ORCHARDS AVE;BREAKFAST POINT;2137;;;20250404;20250523;1480000;;R;RESIDENCE;14;;;0;AV87479;
C;139;3460107;4;20250602 01:16;14/SP82362;
D;139;3460107;4;20250602 01:16;P;;;;;;
D;139;3460107;4;20250602 01:16;P;;;;;;
D;139;3460107;4;20250602 01:16;V;;;;;;
B;139;4185164;5;20250602 01:16;;8;48;EAST ST;FIVE DOCK;2046;;;20250417;20250529;900000;;R;RESIDENCE;8;;;0;AV103963;
C;139;4185164;5;20250602 01:16;8/SP98297;
D;139;4185164;5;20250602 01:16;P;;;;;;
D;139;4185164;5;20250602 01:16;P;;;;;;
D;139;4185164;5;20250602 01:16;V;;;;;;
B;139;4243606;6;20250602 01:16;;508;44;SHORELINE DR;RHODES;2138;128;M;20250414;20250526;1015000;;R;RESIDENCE;25;;;0;AV91975;
C;139;4243606;6;20250602 01:16;25/SP84404;
D;139;4243606;6;20250602 01:16;P;;;;;;
D;139;4243606;6;20250602 01:16;P;;;;;;
D;139;4243606;6;20250602 01:16;V;;;;;;
B;139;4138844;7;20250602 01:16;BUILDING B;105;42 C;FORMOSA ST;DRUMMOYNE;2047;82;M;20250423;20250523;800000;;R;RESIDENCE;55;;;0;AV85426;
C;139;4138844;7;20250602 01:16;55/SP97934;
D;139;4138844;7;20250602 01:16;P;;;;;;
D;139;4138844;7;20250602 01:16;V;;;;;;
D;139;4138844;7;20250602 01:16;V;;;;;;
B;139;4178284;8;20250602 01:16;;105;50;EAST ST;FIVE DOCK;2046;137;M;20250317;20250526;1260000;;R;RESIDENCE;9;;;0;AV92430;
C;139;4178284;8;20250602 01:16;9/SP98298;
D;139;4178284;8;20250602 01:16;P;;;;;;
D;139;4178284;8;20250602 01:16;V;;;;;;
B;139;3517691;9;20250602 01:16;;205 J;27;GEORGE ST;NORTH STRATHFIELD;2137;;;20250408;20250528;780000;;R;RESIDENCE;76;;;0;AV98526;
C;139;3517691;9;20250602 01:16;76/SP83638;
D;139;3517691;9;20250602 01:16;P;;;;;;
D;139;3517691;9;20250602 01:16;V;;;;;;
B;139;4610803;10;20250602 01:16;;;13 B;RICKARD ST;CONCORD;2137;248.1;M;20250308;20250529;2740000;R2;R;RESIDENCE;;EKK;;0;AV102978;
C;139;4610803;10;20250602 01:16;31/1308287;
D;139;4610803;10;20250602 01:16;P;;;;;;
D;139;4610803;10;20250602 01:16;P;;;;;;
D;139;4610803;10;20250602 01:16;V;;;;;;
B;139;4587350;11;20250602 01:16;;401;35;MARQUET ST;RHODES;2138;139;M;20250509;20250523;990000;;R;RESIDENCE;1;;;0;AV87139;
C;139;4587350;11;20250602 01:16;1/SP108635;
D;139;4587350;11;20250602 01:16;P;;;;;;
D;139;4587350;11;20250602 01:16;V;;;;;;
B;139;1457559;12;20250602 01:16;;;31;WELLBANK ST;CONCORD;2137;584.54;M;20250228;20250529;2620000;R2;R;RESIDENCE;;ESS;;0;AV103666;
C;139;1457559;12;20250602 01:16;3/A/6806;
D;139;1457559;12;20250602 01:16;P;;;;;;
D;139;1457559;12;20250602 01:16;P;;;;;;
D;139;1457559;12;20250602 01:16;V;;;;;;
D;139;1457559;12;20250602 01:16;V;;;;;;
B;139;1447727;13;20250602 01:16;;;18;ALEXANDRA ST;CONCORD;2137;613.08;M;20250306;20250528;3235000;R2;R;RESIDENCE;;ESK;;0;AV100976;
C;139;1447727;13;20250602 01:16;21/8664;
D;139;1447727;13;20250602 01:16;P;;;;;;
D;139;1447727;13;20250602 01:16;V;;;;;;
D;139;1447727;13;20250602 01:16;V;;;;;;
B;139;1450926;14;20250602 01:16;;3;2;CORBY AVE;CONCORD;2137;;;20250412;20250527;763000;;R;RESIDENCE;3;;;0;AV94137;
C;139;1450926;14;20250602 01:16;3/SP8175;
D;139;1450926;14;20250602 01:16;P;;;;;;
D;139;1450926;14;20250602 01:16;P;;;;;;
D;139;1450926;14;20250602 01:16;V;;;;;;
B;139;3113351;15;20250602 01:16;GARLAND MEWS;402;2;VILLAGE DR;BREAKFAST POINT;2137;;;20250410;20250529;2732500;;R;RESIDENCE;36;;;0;AV103892;
C;139;3113351;15;20250602 01:16;36/SP73339;
D;139;3113351;15;20250602 01:16;P;;;;;;
D;139;3113351;15;20250602 01:16;P;;;;;;
D;139;3113351;15;20250602 01:16;V;;;;;;
D;139;3113351;15;20250602 01:16;V;;;;;;
B;139;3655303;16;20250602 01:16;;507;2;PENINSULA DR;BREAKFAST POINT;2137;;;20250414;20250529;1930000;;R;RESIDENCE;47;;;0;AV103891;
C;139;3655303;16;20250602 01:16;47/SP83974;
D;139;3655303;16;20250602 01:16;P;;;;;;
D;139;3655303;16;20250602 01:16;P;;;;;;
D;139;3655303;16;20250602 01:16;V;;;;;;
