A;656;20020102 13:37;PTHIRLWELL;
B;656;2717888;1;20020102 13:37;;;59;RYANS RD;WAUCHOPE;2446;14.16;H;20011112;20011129;400000;R;R;RESIDENCE;;MS;RR;;8169795;
C;656;2717888;1;20020102 13:37;7//628031;
D;656;2717888;1;20020102 13:37;P;;;;;;
D;656;2717888;1;20020102 13:37;P;;;;;;
D;656;2717888;1;20020102 13:37;V;;;;;;
B;656;2718097;2;20020102 13:37;;;901;ROLLANDS PLAINS RD;BALLENGARRA;2441;2.961;H;20011108;20011205;160000;R;R;RESIDENCE;;MX;;;8195872;
C;656;2718097;2;20020102 13:37;1//633915 2, 5//722573;
D;656;2718097;2;20020102 13:37;P;;;;;;
D;656;2718097;2;20020102 13:37;P;;;;;;
D;656;2718097;2;20020102 13:37;V;;;;;;
B;656;2718120;3;20020102 13:37;;;;MOORSIDE DR;TELEGRAPH POINT;2441;3.25;H;20011029;20011212;292500;R;R;RESIDENCE;;MX;;;8207760;
C;656;2718120;3;20020102 13:37;1//823783 2//837568;
D;656;2718120;3;20020102 13:37;P;;;;;;
D;656;2718120;3;20020102 13:37;P;;;;;;
D;656;2718120;3;20020102 13:37;V;;;;;;
B;656;2718184;4;20020102 13:37;;;;PH CAMDEN HAVEN PH PORS;CAMDEN HAVEN;2443;4.35;H;20011015;20011130;200000;P;V;VACANT LAND;;PE;;;8175595;
C;656;2718184;4;20020102 13:37;6//114360 1//408757;
D;656;2718184;4;20020102 13:37;P;;;;;;
D;656;2718184;4;20020102 13:37;P;;;;;;
D;656;2718184;4;20020102 13:37;V;;;;;;
D;656;2718184;4;20020102 13:37;V;;;;;;
B;656;2718685;5;20020102 13:37;;;7;RELIANCE CRES;WEST HAVEN;2443;660.1;M;20011116;20011205;284000;A;3;;;DF;;;8189001;
C;656;2718685;5;20020102 13:37;503//1017660;
D;656;2718685;5;20020102 13:37;P;;;;;;
D;656;2718685;5;20020102 13:37;V;;;;;;
B;656;2718776;6;20020102 13:37;;;19;BERGALIA CRES;DUNBOGAN;2443;644.9;M;20011011;20011115;210000;A;R;RESIDENCE;;DM;AC;;8142349;
C;656;2718776;6;20020102 13:37;35//239717;
D;656;2718776;6;20020102 13:37;P;;;;;;
D;656;2718776;6;20020102 13:37;P;;;;;;
D;656;2718776;6;20020102 13:37;V;;;;;;
B;656;2718861;7;20020102 13:37;;8;102;CAMDEN HEAD RD;DUNBOGAN;2443;;;20011029;20011126;130000;;R;RESIDENCE;8;;XA;;8165512;
C;656;2718861;7;20020102 13:37;8//18117;
D;656;2718861;7;20020102 13:37;P;;;;;;
D;656;2718861;7;20020102 13:37;P;;;;;;
