A;RTSALEDATA;101;20250414 01:15;VALNET;
B;101;2931992;1;20250414 01:15;;;7;BALL CL;SANCTUARY POINT;2540;685.9;M;20250220;20250403;855000;R2;R;RESIDENCE;;NNS;;0;AU949807;
C;101;2931992;1;20250414 01:15;722/1044373;
D;101;2931992;1;20250414 01:15;P;;;;;;
D;101;2931992;1;20250414 01:15;V;;;;;;
B;101;3490882;2;20250414 01:15;;;13;MEYER PL;BOMADERRY;2541;678;M;20250304;20250408;800000;R2;R;RESIDENCE;;EWS;;0;AU961328;
C;101;3490882;2;20250414 01:15;6/1145451;
D;101;3490882;2;20250414 01:15;P;;;;;;
D;101;3490882;2;20250414 01:15;P;;;;;;
D;101;3490882;2;20250414 01:15;V;;;;;;
B;101;4152559;3;20250414 01:15;;2;24;NEW ST;ULLADULLA;2539;225;M;20241125;20250404;880000;;R;RESIDENCE;2;;;0;AU953872;
C;101;4152559;3;20250414 01:15;2/SP98203;
D;101;4152559;3;20250414 01:15;P;;;;;;
D;101;4152559;3;20250414 01:15;V;;;;;;
B;101;4200366;4;20250414 01:15;;;39;BRUSHBOX DR;ULLADULLA;2539;1506;M;20250306;20250403;1190000;R1;R;RESIDENCE;;WXS;;0;AU948532;
C;101;4200366;4;20250414 01:15;609/1249606;
D;101;4200366;4;20250414 01:15;P;;;;;;
D;101;4200366;4;20250414 01:15;P;;;;;;
D;101;4200366;4;20250414 01:15;V;;;;;;
B;101;3068341;5;20250414 01:15;;2;31;OCEAN ST;MOLLYMOOK;2539;237.5;M;20250305;20250407;820000;R3;R;RESIDENCE;;YVS;;0;AU958378;
C;101;3068341;5;20250414 01:15;2/285840;
D;101;3068341;5;20250414 01:15;P;;;;;;
D;101;3068341;5;20250414 01:15;V;;;;;;
D;101;3068341;5;20250414 01:15;V;;;;;;
B;101;3076542;6;20250414 01:15;;;1 A;MORTON ST;CALLALA BAY;2540;1307;M;20250220;20250403;1335000;R2;R;RESIDENCE;;LWS;;0;AU948158;
C;101;3076542;6;20250414 01:15;4/1066086;
D;101;3076542;6;20250414 01:15;P;;;;;;
D;101;3076542;6;20250414 01:15;P;;;;;;
D;101;3076542;6;20250414 01:15;V;;;;;;
B;101;3549369;7;20250414 01:15;;;32;RIVEROAK RD;WORRIGEE;2540;596;M;20250220;20250403;810000;R1;R;RESIDENCE;;FTS;;0;AU948280;
C;101;3549369;7;20250414 01:15;448/1156234;
D;101;3549369;7;20250414 01:15;P;;;;;;
D;101;3549369;7;20250414 01:15;P;;;;;;
D;101;3549369;7;20250414 01:15;V;;;;;;
D;101;3549369;7;20250414 01:15;V;;;;;;
B;101;3564725;8;20250414 01:15;;;967;YALWAL RD;BAMARANG;2540;117.5;H;20250217;20250404;1600000;RU2;R;RESIDENCE;;LTS;;0;AU953986;
C;101;3564725;8;20250414 01:15;6/1161782;
D;101;3564725;8;20250414 01:15;P;;;;;;
D;101;3564725;8;20250414 01:15;P;;;;;;
D;101;3564725;8;20250414 01:15;V;;;;;;
D;101;3564725;8;20250414 01:15;V;;;;;;
