A;108;20030501 12:43;PBARBER;
B;108;1200854;1;20030501 12:43;;;54;ALCHERINGA RD;KELSO;2795;874.6;M;20030114;20030314;165000;A;R;RESIDENCE;;AK;;;9523152;
C;108;1200854;1;20030501 12:43;242//245591;
D;108;1200854;1;20030501 12:43;P;;;;;;
D;108;1200854;1;20030501 12:43;P;;;;;;
D;108;1200854;1;20030501 12:43;V;;;;;;
B;108;1201548;2;20030501 12:43;;;42;BIILMANN PL;WINDRADYNE;2795;666.4;M;20030206;20030320;100000;A;R;RESIDENCE;;AE;AC;;9473272;
C;108;1201548;2;20030501 12:43;188//249576;
D;108;1201548;2;20030501 12:43;P;;;;;;
D;108;1201548;2;20030501 12:43;P;;;;;;
D;108;1201548;2;20030501 12:43;V;;;;;;
D;108;1201548;2;20030501 12:43;V;;;;;;
B;108;1201606;3;20030501 12:43;;;78;BONNOR ST;KELSO;2795;702;M;20030225;20030409;40000;A;V;VACANT LAND;;AV;;;9534203;
C;108;1201606;3;20030501 12:43;6//882165;
D;108;1201606;3;20030501 12:43;P;;;;;;
D;108;1201606;3;20030501 12:43;V;;;;;;
B;108;1201787;4;20030501 12:43;;;17;BRADWARDINE RD;ROBIN HILL;2795;1997;M;20020228;20030411;65000;B;V;VACANT LAND;;BT;;;9537862;
C;108;1201787;4;20030501 12:43;3//1009563;
D;108;1201787;4;20030501 12:43;P;;;;;;
D;108;1201787;4;20030501 12:43;P;;;;;;
D;108;1201787;4;20030501 12:43;V;;;;;;
D;108;1201787;4;20030501 12:43;V;;;;;;
B;108;1202030;5;20030501 12:43;;;10;CALLAGHAN CL;WEST BATHURST;2795;733.6;M;20030109;20030221;115000;A;R;RESIDENCE;;AA;AC;;9420457;
C;108;1202030;5;20030501 12:43;79//249485;
D;108;1202030;5;20030501 12:43;P;;;;;;
D;108;1202030;5;20030501 12:43;V;;;;;;
D;108;1202030;5;20030501 12:43;V;;;;;;
B;108;1202135;6;20030501 12:43;;;53;CARLINGFORD ST;BATHURST;2795;411.9;M;20030305;20030409;72000;I;R;RESIDENCE;;FV;;;9539075;
C;108;1202135;6;20030501 12:43;6//249862;
D;108;1202135;6;20030501 12:43;P;;;;;;
D;108;1202135;6;20030501 12:43;P;;;;;;
D;108;1202135;6;20030501 12:43;V;;;;;;
B;108;1202184;7;20030501 12:43;;;9;CEDAR DR;LLANARTH;2795;1010;M;20030219;20030317;373000;A;R;RESIDENCE;;AL;;;9516197;
C;108;1202184;7;20030501 12:43;20//838044;
D;108;1202184;7;20030501 12:43;P;;;;;;
D;108;1202184;7;20030501 12:43;P;;;;;;
D;108;1202184;7;20030501 12:43;V;;;;;;
D;108;1202184;7;20030501 12:43;V;;;;;;
B;108;1202467;8;20030501 12:43;;;73;COLVILLE ST;WINDRADYNE;2795;785.7;M;20030120;20030303;153000;A;R;RESIDENCE;;AW;AC;;9447466;
C;108;1202467;8;20030501 12:43;20//264297;
D;108;1202467;8;20030501 12:43;P;;;;;;
D;108;1202467;8;20030501 12:43;P;;;;;;
D;108;1202467;8;20030501 12:43;V;;;;;;
B;108;1202902;9;20030501 12:43;;;3;CYPRESS CRES;KELSO;2795;883.4;M;20030303;20030407;62500;A;V;VACANT LAND;;AK;;;9533373;
C;108;1202902;9;20030501 12:43;48//1010434;
D;108;1202902;9;20030501 12:43;P;;;;;;
D;108;1202902;9;20030501 12:43;V;;;;;;
B;108;1202928;10;20030501 12:43;;;3;DARCY PL;WINDRADYNE;2795;1131;M;20030121;20030314;229000;A;R;RESIDENCE;;AW;;;9551717;
C;108;1202928;10;20030501 12:43;1//790240;
D;108;1202928;10;20030501 12:43;P;;;;;;
D;108;1202928;10;20030501 12:43;V;;;;;;
D;108;1202928;10;20030501 12:43;V;;;;;;
B;108;1203020;11;20030501 12:43;;;8;DENIEHY PL;WINDRADYNE;2795;742.3;M;20030129;20030328;186500;A;R;RESIDENCE;;AW;;;9537218;
C;108;1203020;11;20030501 12:43;408//252484;
D;108;1203020;11;20030501 12:43;P;;;;;;
D;108;1203020;11;20030501 12:43;P;;;;;;
D;108;1203020;11;20030501 12:43;V;;;;;;
D;108;1203020;11;20030501 12:43;V;;;;;;
B;108;1203084;12;20030501 12:43;;;26;DURACK CL;WEST BATHURST;2795;782.5;M;20030204;20030318;160000;A;R;RESIDENCE;;AA;AC;;9470435;
C;108;1203084;12;20030501 12:43;75//249485;
D;108;1203084;12;20030501 12:43;P;;;;;;
D;108;1203084;12;20030501 12:43;V;;;;;;
D;108;1203084;12;20030501 12:43;V;;;;;;
B;108;1203237;13;20030501 12:43;;;283;DURHAM ST;WEST BATHURST;2795;;;20030206;20030321;150000;A;R;RESIDENCE;;AE;;;9533458;
C;108;1203237;13;20030501 12:43;1//33118;
D;108;1203237;13;20030501 12:43;P;;;;;;
D;108;1203237;13;20030501 12:43;P;;;;;;
D;108;1203237;13;20030501 12:43;V;;;;;;
B;108;1203660;14;20030501 12:43;;;53;FONTANA CL;WEST BATHURST;2795;935.2;M;20030124;20030307;195000;A;R;RESIDENCE;;AD;;;9528561;
C;108;1203660;14;20030501 12:43;222//790682;
D;108;1203660;14;20030501 12:43;P;;;;;;
D;108;1203660;14;20030501 12:43;P;;;;;;
D;108;1203660;14;20030501 12:43;V;;;;;;
B;108;1203735;15;20030501 12:43;;3;299 A;GEORGE ST;BATHURST;2795;;;20020307;20030404;206000;;R;RESIDENCE;3;;;;9522695;
C;108;1203735;15;20030501 12:43;3//SP 64063;
D;108;1203735;15;20030501 12:43;P;;;;;;
D;108;1203735;15;20030501 12:43;V;;;;;;
B;108;1203876;16;20030501 12:43;;;24;GEORGE ST;BATHURST;2795;714.5;M;20030204;20030311;185000;A;R;RESIDENCE;;AC;;;9523330;
C;108;1203876;16;20030501 12:43;13/72/758065;
D;108;1203876;16;20030501 12:43;P;;;;;;
D;108;1203876;16;20030501 12:43;V;;;;;;
B;108;1204008;17;20030501 12:43;;;200;GILMOUR ST;KELSO;2795;4.578;H;20010927;20020527;205000;R;R;RESIDENCE;;RB;RR;;9467701;
C;108;1204008;17;20030501 12:43;1//882849;
D;108;1204008;17;20030501 12:43;P;;;;;;
D;108;1204008;17;20030501 12:43;V;;;;;;
B;108;1204409;18;20030501 12:43;;;7;HARRIS ST;BATHURST;2795;569.1;M;20021219;20030123;139990;A;R;RESIDENCE;;AC;AC;;4382449;
C;108;1204409;18;20030501 12:43;PT B//154193;
D;108;1204409;18;20030501 12:43;P;;;;;;
D;108;1204409;18;20030501 12:43;P;;;;;;
D;108;1204409;18;20030501 12:43;V;;;;;;
D;108;1204409;18;20030501 12:43;V;;;;;;
B;108;1204521;19;20030501 12:43;;;103;HAVANNAH ST;BATHURST;2795;220.7;M;20030221;20030328;195000;A;R;RESIDENCE;;AC;;;9512567;
C;108;1204521;19;20030501 12:43;1//734173;
D;108;1204521;19;20030501 12:43;P;;;;;;
D;108;1204521;19;20030501 12:43;V;;;;;;
D;108;1204521;19;20030501 12:43;V;;;;;;
B;108;1205435;20;20030501 12:43;;;52;KELLOSHIEL CL;WEST BATHURST;2795;856.1;M;20030120;20030224;135500;A;R;RESIDENCE;;AA;AC;;9414393;
C;108;1205435;20;20030501 12:43;33//249485;
D;108;1205435;20;20030501 12:43;P;;;;;;
D;108;1205435;20;20030501 12:43;P;;;;;;
D;108;1205435;20;20030501 12:43;V;;;;;;
B;108;1205859;21;20030501 12:43;;;33;KURUMBEN PL;WEST BATHURST;2795;966;M;20030220;20030328;100000;A;R;RESIDENCE;;AD;;;9548820;
C;108;1205859;21;20030501 12:43;54//848393;
D;108;1205859;21;20030501 12:43;P;;;;;;
D;108;1205859;21;20030501 12:43;P;;;;;;
D;108;1205859;21;20030501 12:43;V;;;;;;
B;108;1205977;22;20030501 12:43;;;126;LAMBERT ST;BATHURST;2795;554.3;M;20030225;20030411;280000;A;R;RESIDENCE;;AC;;;9538923;
C;108;1205977;22;20030501 12:43;22//1011383;
D;108;1205977;22;20030501 12:43;P;;;;;;
D;108;1205977;22;20030501 12:43;V;;;;;;
B;108;1206013;23;20030501 12:43;;6;192;LAMBERT ST;BATHURST;2795;208.8;M;20030211;20030211;130000;;R;RESIDENCE;6;;;;9543590;
C;108;1206013;23;20030501 12:43;6//SP 22129;
D;108;1206013;23;20030501 12:43;P;;;;;;
D;108;1206013;23;20030501 12:43;V;;;;;;
D;108;1206013;23;20030501 12:43;V;;;;;;
B;108;1206143;24;20030501 12:43;;5;151;LAMBERT ST;BATHURST;2795;;;20030203;20030314;205000;;R;RESIDENCE;5;;;;9542893;
C;108;1206143;24;20030501 12:43;5//SP 61416;
D;108;1206143;24;20030501 12:43;P;;;;;;
D;108;1206143;24;20030501 12:43;V;;;;;;
B;108;1206469;25;20030501 12:43;;;19;LLOYDS RD;SOUTH BATHURST;2795;714.5;M;20030228;20030401;144500;A;R;RESIDENCE;;AS;;;9534287;
C;108;1206469;25;20030501 12:43;371//559024;
D;108;1206469;25;20030501 12:43;P;;;;;;
D;108;1206469;25;20030501 12:43;V;;;;;;
D;108;1206469;25;20030501 12:43;V;;;;;;
B;108;1206535;26;20030501 12:43;;;11;LORIMER ST;LLANARTH;2795;1082;M;20030212;20030311;259000;A;R;RESIDENCE;;AL;AC;;9477936;
C;108;1206535;26;20030501 12:43;13//262858;
D;108;1206535;26;20030501 12:43;P;;;;;;
D;108;1206535;26;20030501 12:43;P;;;;;;
D;108;1206535;26;20030501 12:43;V;;;;;;
D;108;1206535;26;20030501 12:43;V;;;;;;
B;108;1206627;27;20030501 12:43;;;26;MCBRIEN DR;KELSO;2795;2261;M;20030114;20030218;80000;A;V;VACANT LAND;;AK;;;9533034;
C;108;1206627;27;20030501 12:43;1031//1007767;
D;108;1206627;27;20030501 12:43;P;;;;;;
D;108;1206627;27;20030501 12:43;P;;;;;;
D;108;1206627;27;20030501 12:43;V;;;;;;
D;108;1206627;27;20030501 12:43;V;;;;;;
B;108;1206644;28;20030501 12:43;;;8;MCCARTHY CL;EGLINTON;2795;911;M;20030306;20030404;261000;Z;R;RESIDENCE;;ZE;;;9537692;
C;108;1206644;28;20030501 12:43;10//1000222;
D;108;1206644;28;20030501 12:43;P;;;;;;
D;108;1206644;28;20030501 12:43;P;;;;;;
D;108;1206644;28;20030501 12:43;V;;;;;;
D;108;1206644;28;20030501 12:43;V;;;;;;
B;108;1206910;29;20030501 12:43;;7;2;MIDDLEMISS PL;WINDRADYNE;2795;;;20030304;20030408;65000;;R;RESIDENCE;7;;;;9537337;
C;108;1206910;29;20030501 12:43;7//SP 41945;
D;108;1206910;29;20030501 12:43;P;;;;;;
D;108;1206910;29;20030501 12:43;V;;;;;;
B;108;1207048;30;20030501 12:43;;;7;MINNA PL;SOUTH BATHURST;2795;1003;M;20030221;20030401;130000;A;R;RESIDENCE;;AS;;;9543358;
C;108;1207048;30;20030501 12:43;29//702344;
D;108;1207048;30;20030501 12:43;P;;;;;;
D;108;1207048;30;20030501 12:43;P;;;;;;
D;108;1207048;30;20030501 12:43;V;;;;;;
B;108;1207616;31;20030501 12:43;;;50;OSBORNE AVE;WEST BATHURST;2795;760;M;20030218;20030325;182500;A;R;RESIDENCE;;AB;;;9536425;
C;108;1207616;31;20030501 12:43;106//247145;
D;108;1207616;31;20030501 12:43;P;;;;;;
D;108;1207616;31;20030501 12:43;V;;;;;;
