A;164;20030619 09:12;PDANN;
B;164;1793394;1;20030619 09:12;;;;PH CONGARINNI;MACKSVILLE;2447;4.046;H;20021206;20030221;225000;R;R;RESIDENCE;;TC;RR;0;9454312;
C;164;1793394;1;20030619 09:12;22//630605;
D;164;1793394;1;20030619 09:12;P;;;;;;
D;164;1793394;1;20030619 09:12;P;;;;;;
D;164;1793394;1;20030619 09:12;V;;;;;;
B;164;1793651;2;20030619 09:12;;;;AINSWORTH CL;MACKSVILLE;2447;5000;M;20030205;20030213;236000;R;R;RESIDENCE;;SF;RR;0;9455966;
C;164;1793651;2;20030619 09:12;28//815080;
D;164;1793651;2;20030619 09:12;P;;;;;;
D;164;1793651;2;20030619 09:12;V;;;;;;
D;164;1793651;2;20030619 09:12;V;;;;;;
B;164;1793729;3;20030619 09:12;;;8;BOUNDARY ST;MACKSVILLE;2447;619.7;M;20021126;20030117;148000;A;R;RESIDENCE;;AD;AC;0;9452841;
C;164;1793729;3;20030619 09:12;1//227814;
D;164;1793729;3;20030619 09:12;P;;;;;;
D;164;1793729;3;20030619 09:12;V;;;;;;
B;164;1794024;4;20030619 09:12;;;62;JELLICOE ST;MACKSVILLE;2447;682.9;M;20030122;20030307;170000;A;R;RESIDENCE;;AD;AC;0;9449571;
C;164;1794024;4;20030619 09:12;E//22029;
D;164;1794024;4;20030619 09:12;P;;;;;;
D;164;1794024;4;20030619 09:12;P;;;;;;
D;164;1794024;4;20030619 09:12;V;;;;;;
B;164;1794162;5;20030619 09:12;;;;MCKAY ST;MACKSVILLE;2447;533.1;M;20030226;20030319;180000;B;R;RESIDENCE;;CB;AC;0;9473227;
C;164;1794162;5;20030619 09:12;10/F/7982 9//665479;
D;164;1794162;5;20030619 09:12;P;;;;;;
D;164;1794162;5;20030619 09:12;P;;;;;;
D;164;1794162;5;20030619 09:12;V;;;;;;
D;164;1794162;5;20030619 09:12;V;;;;;;
B;164;1794403;6;20030619 09:12;;;24;STURDEE ST;MACKSVILLE;2447;809.4;M;20030206;20030308;164000;A;R;RESIDENCE;;AD;AC;0;9462193;
C;164;1794403;6;20030619 09:12;12/F/8624;
D;164;1794403;6;20030619 09:12;P;;;;;;
D;164;1794403;6;20030619 09:12;P;;;;;;
D;164;1794403;6;20030619 09:12;V;;;;;;
D;164;1794403;6;20030619 09:12;V;;;;;;
B;164;1794545;7;20030619 09:12;;;;WALLACE ST;MACKSVILLE;2447;728;M;20030207;20030214;164000;A;R;RESIDENCE;;AE;AC;0;9467042;
C;164;1794545;7;20030619 09:12;15//248624;
D;164;1794545;7;20030619 09:12;P;;;;;;
D;164;1794545;7;20030619 09:12;P;;;;;;
D;164;1794545;7;20030619 09:12;V;;;;;;
B;164;1794823;8;20030619 09:12;;;;TAYLORS ARM RD;TAYLORS ARM;2447;47.23;H;20030311;20030313;250000;R;R;RESIDENCE;;RB;RF;0;9468008;
C;164;1794823;8;20030619 09:12;8//755544;
D;164;1794823;8;20030619 09:12;P;;;;;;
D;164;1794823;8;20030619 09:12;P;;;;;;
D;164;1794823;8;20030619 09:12;V;;;;;;
B;164;1795657;9;20030619 09:12;;;3;GEORGE CL;MACKSVILLE;2447;564.8;M;20021219;20030113;150000;A;R;RESIDENCE;;AF;AC;0;9469318;
C;164;1795657;9;20030619 09:12;84//261645;
D;164;1795657;9;20030619 09:12;P;;;;;;
D;164;1795657;9;20030619 09:12;P;;;;;;
D;164;1795657;9;20030619 09:12;V;;;;;;
B;164;1795794;10;20030619 09:12;;;;ALEXANDRA DR;NAMBUCCA HEADS;2448;874.1;M;20030204;20030318;350000;A;R;RESIDENCE;;AB;AC;0;9476903;
C;164;1795794;10;20030619 09:12;2//867138;
D;164;1795794;10;20030619 09:12;P;;;;;;
D;164;1795794;10;20030619 09:12;P;;;;;;
D;164;1795794;10;20030619 09:12;V;;;;;;
D;164;1795794;10;20030619 09:12;V;;;;;;
D;164;1795794;10;20030619 09:12;V;;;;;;
D;164;1795794;10;20030619 09:12;V;;;;;;
B;164;1796085;11;20030619 09:12;;;24;BELLWOOD DR;NAMBUCCA HEADS;2448;809.4;M;20030207;20030304;258000;A;R;RESIDENCE;;AA;AC;0;9465215;
C;164;1796085;11;20030619 09:12;12/3/24802;
D;164;1796085;11;20030619 09:12;P;;;;;;
D;164;1796085;11;20030619 09:12;V;;;;;;
D;164;1796085;11;20030619 09:12;V;;;;;;
B;164;1796227;12;20030619 09:12;;;;BLUE GUM ST;NAMBUCCA HEADS;2448;622.1;M;20021209;20030204;230000;A;R;RESIDENCE;;AA;AC;0;9453792;
C;164;1796227;12;20030619 09:12;86//263680;
D;164;1796227;12;20030619 09:12;P;;;;;;
D;164;1796227;12;20030619 09:12;P;;;;;;
D;164;1796227;12;20030619 09:12;V;;;;;;
D;164;1796227;12;20030619 09:12;V;;;;;;
B;164;1796457;13;20030619 09:12;;;;CURLEW ST;NAMBUCCA HEADS;2448;792;M;20030123;20030305;250000;A;R;RESIDENCE;;AA;AC;0;9462289;
C;164;1796457;13;20030619 09:12;85//248782;
D;164;1796457;13;20030619 09:12;P;;;;;;
D;164;1796457;13;20030619 09:12;P;;;;;;
D;164;1796457;13;20030619 09:12;V;;;;;;
D;164;1796457;13;20030619 09:12;V;;;;;;
B;164;1796566;14;20030619 09:12;;;;FLORENCE WILMONT DR;NAMBUCCA HEADS;2448;5001;M;20030204;20030219;279000;R;R;RESIDENCE;;RH;RR;0;9459696;
C;164;1796566;14;20030619 09:12;12//816018;
D;164;1796566;14;20030619 09:12;P;;;;;;
D;164;1796566;14;20030619 09:12;P;;;;;;
D;164;1796566;14;20030619 09:12;V;;;;;;
B;164;1796735;15;20030619 09:12;;;;JOHN AVE;NAMBUCCA HEADS;2448;972.6;M;20021206;20030131;70000;A;V;VACANT LAND;;AB;AV;0;9453839;
C;164;1796735;15;20030619 09:12;31//248911;
D;164;1796735;15;20030619 09:12;P;;;;;;
D;164;1796735;15;20030619 09:12;P;;;;;;
D;164;1796735;15;20030619 09:12;V;;;;;;
B;164;1796742;16;20030619 09:12;;;10;JOHN AVE;NAMBUCCA HEADS;2448;3565;M;20021231;20030225;248000;A;R;RESIDENCE;;AB;AC;0;9459075;
C;164;1796742;16;20030619 09:12;4//834306;
D;164;1796742;16;20030619 09:12;P;;;;;;
D;164;1796742;16;20030619 09:12;V;;;;;;
B;164;1796792;17;20030619 09:12;;;;KIMBERLEY GR;NAMBUCCA HEADS;2448;5244;M;20021211;20030115;405000;R;R;RESIDENCE;;RH;RR;0;9450218;
C;164;1796792;17;20030619 09:12;24//816018;
D;164;1796792;17;20030619 09:12;P;;;;;;
D;164;1796792;17;20030619 09:12;P;;;;;;
D;164;1796792;17;20030619 09:12;V;;;;;;
D;164;1796792;17;20030619 09:12;V;;;;;;
B;164;1797087;18;20030619 09:12;;5;1;MANN ST;NAMBUCCA HEADS;2448;;;20030226;20030319;83500;;3;UNIT;5;;;0;9476892;
C;164;1797087;18;20030619 09:12;5//SP 18706;
D;164;1797087;18;20030619 09:12;P;;;;;;
D;164;1797087;18;20030619 09:12;V;;;;;;
B;164;1797293;19;20030619 09:12;;;;MARSHALL WAY;NAMBUCCA HEADS;2448;650.7;M;20030131;20030312;136250;A;R;RESIDENCE;;AA;AC;0;9485249;
C;164;1797293;19;20030619 09:12;20//791609;
D;164;1797293;19;20030619 09:12;P;;;;;;
D;164;1797293;19;20030619 09:12;P;;;;;;
D;164;1797293;19;20030619 09:12;V;;;;;;
B;164;1797558;20;20030619 09:12;;;;OLD COAST RD;NAMBUCCA HEADS;2448;8094;M;20030129;20030312;160000;A;R;RESIDENCE;;AA;AC;0;9456158;
C;164;1797558;20;20030619 09:12;37//386715;
