A;053;20020603 09:53;PTHIRLWELL;
B;053;510799;1;20020603 09:53;;;;PINE HILLS;CONARGO;2710;259;H;20011207;20020426;530000;R;3;FARM;;RW;;;8564189;
C;053;510799;1;20020603 09:53;125//756305;
D;053;510799;1;20020603 09:53;P;;;;;;
D;053;510799;1;20020603 09:53;P;;;;;;
D;053;510799;1;20020603 09:53;V;;;;;;
B;053;510847;2;20020603 09:53;;;;PH NARRAMA;CONARGO;2710;1.667;H;20020205;20020318;154000;Z;R;RESIDENCE;;VB;;;8521342;
C;053;510847;2;20020603 09:53;216//703040;
D;053;510847;2;20020603 09:53;P;;;;;;
D;053;510847;2;20020603 09:53;P;;;;;;
D;053;510847;2;20020603 09:53;V;;;;;;
B;053;510897;3;20020603 09:53;AVENEL;;;TOCUMWAL RD;FINLEY;2713;255.9;H;20011025;20020202;950000;R;3;FARM;;RW;;;8451640;
C;053;510897;3;20020603 09:53;23//756319 12//827459;
D;053;510897;3;20020603 09:53;P;;;;;;
D;053;510897;3;20020603 09:53;P;;;;;;
D;053;510897;3;20020603 09:53;V;;;;;;
B;053;510898;4;20020603 09:53;;;;PH PUNGULGUI;CONARGO;2710;2.166;H;20020404;20020409;120000;R;R;RESIDENCE;;EX;;;8614350;
C;053;510898;4;20020603 09:53;11//827459;
D;053;510898;4;20020603 09:53;P;;;;;;
D;053;510898;4;20020603 09:53;P;;;;;;
D;053;510898;4;20020603 09:53;V;;;;;;
B;053;510906;5;20020603 09:53;AVENEL;;;TOCUMWAL RD;FINLEY;2713;125.9;H;20011025;20020202;950000;R;3;FARM;;RW;;;8451640;
C;053;510906;5;20020603 09:53;1, 2//543196;
D;053;510906;5;20020603 09:53;P;;;;;;
D;053;510906;5;20020603 09:53;P;;;;;;
D;053;510906;5;20020603 09:53;V;;;;;;
B;053;510918;6;20020603 09:53;;;;PH PUNGULGUI;CONARGO;2710;208.2;H;20010302;20010607;440000;R;3;FARM;;RW;;;8446471;
C;053;510918;6;20020603 09:53;68//756319 .;
D;053;510918;6;20020603 09:53;P;;;;;;
D;053;510918;6;20020603 09:53;P;;;;;;
D;053;510918;6;20020603 09:53;V;;;;;;
B;053;510922;7;20020603 09:53;;;;PH PUNGULGUI;CONARGO;2710;193.9;H;20020108;20020320;395280;R;R;RESIDENCE;;RW;;;8553960;
C;053;510922;7;20020603 09:53;32//749847;
D;053;510922;7;20020603 09:53;P;;;;;;
D;053;510922;7;20020603 09:53;V;;;;;;
B;053;510997;8;20020603 09:53;;;;PH THURGOON;CONARGO;2710;1389.84;H;20011112;20011204;900000;R;3;FARM;;EX;RW;;8193724;
C;053;510997;8;20020603 09:53;4, 5, 6//134209 A//381638 1//522282 1//728937 10, 63, 64, 65, 66, 67, ;
C;053;510997;8;20020603 09:53;68, 69, 7, 70, 8, 9//756331 1//820158 Road Permit 48/1 LEASE OVER PROP;
C;053;510997;8;20020603 09:53;ERTY;
D;053;510997;8;20020603 09:53;P;;;;;;
D;053;510997;8;20020603 09:53;P;;;;;;
D;053;510997;8;20020603 09:53;V;;;;;;
Z;43;8;10;23;
