A;084;20030501 12:40;PBARBER;
B;084;683469;1;20030501 12:40;;;6;ALBANY CRES;EAST KILLARA;2071;973.8;M;20030227;20030417;1870000;A;R;RESIDENCE;;GL;;;9552273;
C;084;683469;1;20030501 12:40;23/89/241746;
D;084;683469;1;20030501 12:40;P;;;;;;
D;084;683469;1;20030501 12:40;P;;;;;;
D;084;683469;1;20030501 12:40;V;;;;;;
D;084;683469;1;20030501 12:40;V;;;;;;
B;084;684633;2;20030501 12:40;;;21;AWATEA RD;ST IVES CHASE;2075;997.6;M;20030311;20030411;685000;A;R;RESIDENCE;;GZ;;;9551086;
C;084;684633;2;20030501 12:40;4//562301;
D;084;684633;2;20030501 12:40;P;;;;;;
D;084;684633;2;20030501 12:40;P;;;;;;
D;084;684633;2;20030501 12:40;V;;;;;;
D;084;684633;2;20030501 12:40;V;;;;;;
B;084;685231;3;20030501 12:40;;;83;BANNOCKBURN RD;TURRAMURRA;2074;691.4;M;20030219;20030410;850000;A;R;RESIDENCE;;GT;;;9542825;
C;084;685231;3;20030501 12:40;14//14477;
D;084;685231;3;20030501 12:40;P;;;;;;
D;084;685231;3;20030501 12:40;P;;;;;;
D;084;685231;3;20030501 12:40;V;;;;;;
B;084;685393;4;20030501 12:40;;;3;BARRA BRUI CRES;ST IVES;2075;942.2;M;20030314;20030417;670000;A;R;RESIDENCE;;GN;;;9545323;
C;084;685393;4;20030501 12:40;2/8/758058;
D;084;685393;4;20030501 12:40;P;;;;;;
D;084;685393;4;20030501 12:40;P;;;;;;
D;084;685393;4;20030501 12:40;V;;;;;;
D;084;685393;4;20030501 12:40;V;;;;;;
B;084;685396;5;20030501 12:40;;;9;BARRA BRUI CRES;ST IVES;2075;1069;M;20030220;20030414;710000;A;R;RESIDENCE;;GN;;;9545071;
C;084;685396;5;20030501 12:40;5/8/758058;
D;084;685396;5;20030501 12:40;P;;;;;;
D;084;685396;5;20030501 12:40;P;;;;;;
D;084;685396;5;20030501 12:40;V;;;;;;
D;084;685396;5;20030501 12:40;V;;;;;;
B;084;685447;6;20030501 12:40;;;20;BARRIE ST;KILLARA;2071;834.7;M;20030225;20030415;885000;A;R;RESIDENCE;;GL;;;9548365;
C;084;685447;6;20030501 12:40;46//244646;
D;084;685447;6;20030501 12:40;P;;;;;;
D;084;685447;6;20030501 12:40;V;;;;;;
D;084;685447;6;20030501 12:40;V;;;;;;
D;084;685447;6;20030501 12:40;V;;;;;;
B;084;686301;7;20030501 12:40;;;31;BIMBURRA AVE;ST IVES;2075;836.2;M;20030219;20030410;750000;A;R;RESIDENCE;;GY;;;9526838;
C;084;686301;7;20030501 12:40;88//15578;
D;084;686301;7;20030501 12:40;P;;;;;;
D;084;686301;7;20030501 12:40;V;;;;;;
D;084;686301;7;20030501 12:40;V;;;;;;
B;084;686473;8;20030501 12:40;;;26;BLAXLAND RD;KILLARA;2071;935.8;M;20030303;20030407;765000;A;R;RESIDENCE;;GA;;;9543524;
C;084;686473;8;20030501 12:40;2//25676;
D;084;686473;8;20030501 12:40;P;;;;;;
D;084;686473;8;20030501 12:40;V;;;;;;
B;084;686798;9;20030501 12:40;;;382;BOBBIN HEAD RD;TURRAMURRA;2074;1012;M;20030318;20030408;780000;A;R;RESIDENCE;;MH;;;9529212;
C;084;686798;9;20030501 12:40;5//217777;
D;084;686798;9;20030501 12:40;P;;;;;;
D;084;686798;9;20030501 12:40;P;;;;;;
D;084;686798;9;20030501 12:40;V;;;;;;
