A;RTSALEDATA;528;20250623 01:12;VALNET;
B;528;427733;1;20250623 01:12;;;44;CASTOR ST;YASS;2582;619.7;M;20250516;20250619;490500;R1;R;RESIDENCE;;RY3;;;AV162737;
C;528;427733;1;20250623 01:12;J/36400;
D;528;427733;1;20250623 01:12;P;;;;;;
D;528;427733;1;20250623 01:12;V;;;;;;
D;528;427733;1;20250623 01:12;V;;;;;;
B;528;427855;2;20250623 01:12;;;37;COBHAM ST;YASS;2582;977;M;20250502;20250613;82682;R1;R;RESIDENCE;;RY4;;;AV148038;
C;528;427855;2;20250623 01:12;201/702850;
D;528;427855;2;20250623 01:12;P;;;;;;
D;528;427855;2;20250623 01:12;V;;;;;;
D;528;427855;2;20250623 01:12;V;;;;;;
B;528;428118;3;20250623 01:12;;;33;DUTTON ST;YASS;2582;1062;M;20250513;20250612;790000;R1;R;RESIDENCE;;RY2;;;AV141864;
C;528;428118;3;20250623 01:12;B/160011;
D;528;428118;3;20250623 01:12;P;;;;;;
D;528;428118;3;20250623 01:12;P;;;;;;
D;528;428118;3;20250623 01:12;V;;;;;;
B;528;428622;4;20250623 01:12;;;14;MCBEAN PDE;YASS;2582;700;M;20250521;20250611;625000;R1;R;RESIDENCE;;RY2;;;AV136801;
C;528;428622;4;20250623 01:12;37/248285;
D;528;428622;4;20250623 01:12;P;;;;;;
D;528;428622;4;20250623 01:12;P;;;;;;
D;528;428622;4;20250623 01:12;V;;;;;;
D;528;428622;4;20250623 01:12;V;;;;;;
B;528;426673;5;20250623 01:12;;;3;ELRINGTON CL;MURRUMBATEMAN;2582;1.148;H;20250520;20250616;890000;R5;R;RESIDENCE;;RM1;;;AV149901;
C;528;426673;5;20250623 01:12;40/285050;
D;528;426673;5;20250623 01:12;P;;;;;;
D;528;426673;5;20250623 01:12;P;;;;;;
D;528;426673;5;20250623 01:12;V;;;;;;
B;528;429595;6;20250623 01:12;;;4;SHEARSBY CRES;YASS;2582;1.4;H;20250220;20250618;970000;R5;R;RESIDENCE;;RRY;;;AV160660;
C;528;429595;6;20250623 01:12;2/839802;
D;528;429595;6;20250623 01:12;P;;;;;;
D;528;429595;6;20250623 01:12;P;;;;;;
D;528;429595;6;20250623 01:12;V;;;;;;
D;528;429595;6;20250623 01:12;V;;;;;;
B;528;429629;7;20250623 01:12;;;12;SHORT ST;YASS;2582;1131;M;20250430;20250611;845000;R1;R;RESIDENCE;;RY2;;;AV137803;
C;528;429629;7;20250623 01:12;1/263781;
D;528;429629;7;20250623 01:12;P;;;;;;
D;528;429629;7;20250623 01:12;P;;;;;;
D;528;429629;7;20250623 01:12;V;;;;;;
B;528;4613367;8;20250623 01:12;;;11;WATSON ST;YASS;2582;750;M;20241220;20250611;375000;R1;R;RESIDENCE;;RY1;;;AV138087;
C;528;4613367;8;20250623 01:12;32/1279696;
D;528;4613367;8;20250623 01:12;P;;;;;;
D;528;4613367;8;20250623 01:12;P;;;;;;
D;528;4613367;8;20250623 01:12;V;;;;;;
B;528;4347169;9;20250623 01:12;;;326;CAVAN RD;CAVAN;2582;40.46;H;20250509;20250606;790000;RU1;R;RESIDENCE;;RWG;;;AV129192;
C;528;4347169;9;20250623 01:12;3/560999;
D;528;4347169;9;20250623 01:12;P;;;;;;
D;528;4347169;9;20250623 01:12;P;;;;;;
D;528;4347169;9;20250623 01:12;V;;;;;;
Z;49;9;9;29;
