A;087;20030619 09:00;PDANN;
B;087;754386;1;20030619 09:00;;6;38 A;AWABA ST;MOSMAN;2088;;;20030114;20030226;440000;;R;RESIDENCE;6;;;0;9460612;
C;087;754386;1;20030619 09:00;6//SP 48;
D;087;754386;1;20030619 09:00;P;;;;;;
D;087;754386;1;20030619 09:00;V;;;;;;
B;087;754386;2;20030619 09:00;;7;38 A;AWABA ST;MOSMAN;2088;;;20030117;20030228;335000;;R;RESIDENCE;7;;;0;9451999;
C;087;754386;2;20030619 09:00;7//SP 48;
D;087;754386;2;20030619 09:00;P;;;;;;
D;087;754386;2;20030619 09:00;V;;;;;;
B;087;754990;3;20030619 09:00;;2;1;BELMONT RD;MOSMAN;2088;;;20020711;20020903;1000000;;R;RESIDENCE;2;;;0;9481586;
C;087;754990;3;20030619 09:00;2//SP 13655;
D;087;754990;3;20030619 09:00;P;;;;;;
D;087;754990;3;20030619 09:00;P;;;;;;
D;087;754990;3;20030619 09:00;V;;;;;;
B;087;754990;4;20030619 09:00;;3;1;BELMONT RD;MOSMAN;2088;;;20020711;20020903;890000;;R;RESIDENCE;3;;;0;9481588;
C;087;754990;4;20030619 09:00;3//SP 13655;
D;087;754990;4;20030619 09:00;P;;;;;;
D;087;754990;4;20030619 09:00;P;;;;;;
D;087;754990;4;20030619 09:00;V;;;;;;
B;087;754990;5;20030619 09:00;;1;1;BELMONT RD;MOSMAN;2088;;;20020711;20020903;895000;;R;RESIDENCE;1;;;0;9481584;
C;087;754990;5;20030619 09:00;1//SP 13655;
D;087;754990;5;20030619 09:00;P;;;;;;
D;087;754990;5;20030619 09:00;P;;;;;;
D;087;754990;5;20030619 09:00;V;;;;;;
D;087;754990;5;20030619 09:00;V;;;;;;
B;087;756015;6;20030619 09:00;;;6;BURRAWONG AVE;CLIFTON GARDENS;2088;1011.8;M;20020829;20021009;4650000;A;R;RESIDENCE;;AF;;0;9079937;
C;087;756015;6;20030619 09:00;1//307193 A//313543;
D;087;756015;6;20030619 09:00;P;;;;;;
D;087;756015;6;20030619 09:00;V;;;;;;
B;087;756484;7;20030619 09:00;;;30;CLANALPINE ST;MOSMAN;2088;815.7;M;20020829;20021128;2555000;A;R;RESIDENCE;;AG;;0;9190709;
C;087;756484;7;20030619 09:00;1//224881;
D;087;756484;7;20030619 09:00;P;;;;;;
D;087;756484;7;20030619 09:00;P;;;;;;
D;087;756484;7;20030619 09:00;V;;;;;;
B;087;756687;8;20030619 09:00;;22;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20030131;20030307;378000;;R;RESIDENCE;22;;;0;9455627;
C;087;756687;8;20030619 09:00;22//SP 1059;
D;087;756687;8;20030619 09:00;P;;;;;;
D;087;756687;8;20030619 09:00;V;;;;;;
B;087;758082;9;20030619 09:00;;10;33;HEYDON ST;SPIT JUNCTION;2088;;;20030107;20030318;508500;;R;RESIDENCE;10;;;0;9485579;
C;087;758082;9;20030619 09:00;10//SP 1356;
D;087;758082;9;20030619 09:00;P;;;;;;
D;087;758082;9;20030619 09:00;V;;;;;;
D;087;758082;9;20030619 09:00;V;;;;;;
B;087;758082;10;20030619 09:00;;15;33;HEYDON ST;SPIT JUNCTION;2088;;;20030107;20030318;508500;;R;RESIDENCE;15;;;0;9485579;
C;087;758082;10;20030619 09:00;15//SP 1356;
D;087;758082;10;20030619 09:00;P;;;;;;
D;087;758082;10;20030619 09:00;V;;;;;;
D;087;758082;10;20030619 09:00;V;;;;;;
B;087;758210;11;20030619 09:00;;;37;HOLT AVE;MOSMAN;2088;;;20021108;20030130;1630000;A;R;RESIDENCE;;AJ;;0;9474651;
C;087;758210;11;20030619 09:00;78/2/3909;
D;087;758210;11;20030619 09:00;P;;;;;;
D;087;758210;11;20030619 09:00;P;;;;;;
D;087;758210;11;20030619 09:00;V;;;;;;
B;087;758276;12;20030619 09:00;;;78;HOLT AVE;MOSMAN;2088;;;20030214;20030314;1075000;A;R;RESIDENCE;;AJ;;0;9458603;
C;087;758276;12;20030619 09:00;B//442392;
D;087;758276;12;20030619 09:00;P;;;;;;
D;087;758276;12;20030619 09:00;P;;;;;;
D;087;758276;12;20030619 09:00;V;;;;;;
D;087;758276;12;20030619 09:00;V;;;;;;
B;087;758397;13;20030619 09:00;;;5;IDA AVE;BEAUTY POINT;2088;;;20030124;20030307;1180000;A;R;RESIDENCE;;AB;;0;9488289;
C;087;758397;13;20030619 09:00;B//336909;
D;087;758397;13;20030619 09:00;P;;;;;;
D;087;758397;13;20030619 09:00;P;;;;;;
D;087;758397;13;20030619 09:00;V;;;;;;
B;087;758946;14;20030619 09:00;;6;6;MCLEOD ST;MOSMAN;2088;;;20030129;20030307;380000;;R;RESIDENCE;6;;;0;9458781;
C;087;758946;14;20030619 09:00;6//SP 6375;
D;087;758946;14;20030619 09:00;P;;;;;;
D;087;758946;14;20030619 09:00;V;;;;;;
B;087;759125;15;20030619 09:00;;16;4;MANDOLONG RD;MOSMAN;2088;;;20021217;20021217;240000;;R;RESIDENCE;16;;;0;9482071;
C;087;759125;15;20030619 09:00;16//SP 4895;
D;087;759125;15;20030619 09:00;P;;;;;;
D;087;759125;15;20030619 09:00;V;;;;;;
D;087;759125;15;20030619 09:00;V;;;;;;
B;087;759903;16;20030619 09:00;;1;914;MILITARY RD;MOSMAN;2088;;;20021127;20030131;4125000;;3;SHOP;1;;;0;9480041;
C;087;759903;16;20030619 09:00;1//SP 56343;
D;087;759903;16;20030619 09:00;P;;;;;;
D;087;759903;16;20030619 09:00;P;;;;;;
D;087;759903;16;20030619 09:00;P;;;;;;
D;087;759903;16;20030619 09:00;P;;;;;;
D;087;759903;16;20030619 09:00;P;;;;;;
D;087;759903;16;20030619 09:00;P;;;;;;
D;087;759903;16;20030619 09:00;V;;;;;;
