A;247;20030619 09:38;PDANN;
B;247;2653715;1;20030619 09:38;;;;PH BLAKE;NARRABRI;2390;327;H;20020606;20030320;90000;R;3;FARM;;SB;RG;0;9478466;
C;247;2653715;1;20030619 09:38;24//757083;
D;247;2653715;1;20030619 09:38;P;;;;;;
D;247;2653715;1;20030619 09:38;V;;;;;;
D;247;2653715;1;20030619 09:38;V;;;;;;
B;247;2655605;2;20030619 09:38;;;;PH NARRABRI;NARRABRI;2390;3.297;H;20030121;20030221;450000;R;3;PROCESSING PL;;RR;RF;0;9453533;
C;247;2655605;2;20030619 09:38;21//583819;
D;247;2655605;2;20030619 09:38;P;;;;;;
D;247;2655605;2;20030619 09:38;V;;;;;;
B;247;2655960;3;20030619 09:38;;;;DANGAR ST;PILLIGA;2388;6070;M;20030106;20030106;20000;Z;R;RESIDENCE;;ZP;AC;0;9470380;
C;247;2655960;3;20030619 09:38;2, 3, 4/11/758844;
D;247;2655960;3;20030619 09:38;P;;;;;;
D;247;2655960;3;20030619 09:38;V;;;;;;
B;247;2657168;4;20030619 09:38;;;;OLD PILLIGA RD;WEE WAA;2388;8094;M;20021220;20030131;148000;R;R;RESIDENCE;;RS;RR;0;9452868;
C;247;2657168;4;20030619 09:38;1//501848;
D;247;2657168;4;20030619 09:38;P;;;;;;
D;247;2657168;4;20030619 09:38;V;;;;;;
B;247;2657503;5;20030619 09:38;;;28;BALONNE ST;NARRABRI;2390;505.9;M;20030130;20030224;80000;A;R;RESIDENCE;;NC;AC;0;9481390;
C;247;2657503;5;20030619 09:38;1//398546;
D;247;2657503;5;20030619 09:38;P;;;;;;
D;247;2657503;5;20030619 09:38;P;;;;;;
D;247;2657503;5;20030619 09:38;V;;;;;;
B;247;2657680;6;20030619 09:38;;;116;BARWAN ST;NARRABRI;2390;1012;M;20030109;20030220;60000;B;V;VACANT LAND;;BD;BV;0;4379 316;
C;247;2657680;6;20030619 09:38;9/13/758755;
D;247;2657680;6;20030619 09:38;P;;;;;;
D;247;2657680;6;20030619 09:38;V;;;;;;
B;247;2657800;7;20030619 09:38;;;15;BLANCHE PEADON DR;NARRABRI;2390;682.9;M;20030122;20030220;155000;A;R;RESIDENCE;;NE;AC;0;9481284;
C;247;2657800;7;20030619 09:38;20//235885;
D;247;2657800;7;20030619 09:38;P;;;;;;
D;247;2657800;7;20030619 09:38;P;;;;;;
D;247;2657800;7;20030619 09:38;V;;;;;;
B;247;2657833;8;20030619 09:38;;;8;BOWEN ST;NARRABRI;2390;385.7;M;20030218;20030318;43000;A;R;RESIDENCE;;NC;AC;0;9468083;
C;247;2657833;8;20030619 09:38;14C//380338;
D;247;2657833;8;20030619 09:38;P;;;;;;
D;247;2657833;8;20030619 09:38;P;;;;;;
D;247;2657833;8;20030619 09:38;V;;;;;;
B;247;2657871;9;20030619 09:38;;2;5;BURIGAL ST;NARRABRI;2390;;;20030203;20030310;155000;;3;HOME UNIT;2;;;0;9452081;
C;247;2657871;9;20030619 09:38;2//SP 64101;
D;247;2657871;9;20030619 09:38;P;;;;;;
D;247;2657871;9;20030619 09:38;V;;;;;;
D;247;2657871;9;20030619 09:38;V;;;;;;
B;247;2658279;10;20030619 09:38;;;32;ELEANOR ST;NARRABRI;2390;695.6;M;20030130;20030227;102500;I;R;RESIDENCE;;YC;AC;0;9471707;
