A;052;20030501 12:39;PBARBER;
B;052;508795;1;20030501 12:39;;;43;MOIRA STREET;GOOLGOWI;2652;1210;M;20021214;20030121;45000;Z;R;RESIDENCE;;HC;;;9533941;
C;052;508795;1;20030501 12:39;10/12/758461;
D;052;508795;1;20030501 12:39;P;;;;;;
D;052;508795;1;20030501 12:39;V;;;;;;
B;052;509533;2;20030501 12:39;;;;PH PARKER;CARRATHOOL;2711;2335;H;20020529;20030131;981070;R;3;FARM;;RG;;;9415629;
C;052;509533;2;20030501 12:39;9, 10, 13, 14, 15, 16, 21//755188 . Enclosure Permit 37442;
D;052;509533;2;20030501 12:39;P;;;;;;
D;052;509533;2;20030501 12:39;V;;;;;;
B;052;2947888;3;20030501 12:39;;;;MCGREGOR ST;HILLSTON;2675;1012;M;20030307;20030404;170000;Z;R;RESIDENCE;;HH;;;9553396;
C;052;2947888;3;20030501 12:39;5/17/257;
D;052;2947888;3;20030501 12:39;P;;;;;;
D;052;2947888;3;20030501 12:39;P;;;;;;
Z;14;3;3;6;
