A;158;20030501 12:46;PBARBER;
B;158;1740604;1;20030501 12:46;;;;COLIN ST;KYOGLE;2474;1012;M;20030314;20030408;65000;Z;V;VACANT LAND;;AA;;;9526695;
C;158;1740604;1;20030501 12:46;54//6317;
D;158;1740604;1;20030501 12:46;P;;;;;;
D;158;1740604;1;20030501 12:46;V;;;;;;
D;158;1740604;1;20030501 12:46;V;;;;;;
B;158;1740694;2;20030501 12:46;;;;ETTRICK ST;KYOGLE;2474;436.3;M;20030228;20030411;79000;Z;R;RESIDENCE;;AA;;;9538192;
C;158;1740694;2;20030501 12:46;11//388781;
D;158;1740694;2;20030501 12:46;P;;;;;;
D;158;1740694;2;20030501 12:46;V;;;;;;
B;158;1741209;3;20030501 12:46;;;;ROSEBERRY ST;KYOGLE;2474;699.8;M;20030321;20030404;261000;Z;R;RESIDENCE;;AA;;;9522685;
C;158;1741209;3;20030501 12:46;1//839697;
D;158;1741209;3;20030501 12:46;P;;;;;;
D;158;1741209;3;20030501 12:46;P;;;;;;
D;158;1741209;3;20030501 12:46;V;;;;;;
B;158;1741683;4;20030501 12:46;;;96;GENEVA RD;GENEVA;2474;1230;M;20030311;20030408;70000;Z;R;RESIDENCE;;AB;;;9526366;
C;158;1741683;4;20030501 12:46;33//31724;
D;158;1741683;4;20030501 12:46;P;;;;;;
D;158;1741683;4;20030501 12:46;V;;;;;;
B;158;1742170;5;20030501 12:46;;;5730;KYOGLE RD;CAWONGLA;2474;10.09;H;20030204;20030228;183000;R;3;FARM/RURAL;;RA;;;9539105;
C;158;1742170;5;20030501 12:46;155//755713;
D;158;1742170;5;20030501 12:46;P;;;;;;
D;158;1742170;5;20030501 12:46;P;;;;;;
D;158;1742170;5;20030501 12:46;V;;;;;;
D;158;1742170;5;20030501 12:46;V;;;;;;
D;158;1742170;5;20030501 12:46;V;;;;;;
B;158;1743422;6;20030501 12:46;;;;BRUXNER HWY;TABULAM;2469;45.45;H;20030204;20030225;42500;R;V;VACANT LAND;;RU;;;9525018;
C;158;1743422;6;20030501 12:46;7//263690;
D;158;1743422;6;20030501 12:46;P;;;;;;
D;158;1743422;6;20030501 12:46;V;;;;;;
D;158;1743422;6;20030501 12:46;V;;;;;;
D;158;1743422;6;20030501 12:46;V;;;;;;
B;158;1743913;7;20030501 12:46;;;91;WYNDHAM CREEK RD;EDEN CREEK;2474;1.82;H;20030307;20030407;150000;R;R;RESIDENCE;;RB;;;9521665;
C;158;1743913;7;20030501 12:46;1//519081;
D;158;1743913;7;20030501 12:46;P;;;;;;
D;158;1743913;7;20030501 12:46;V;;;;;;
D;158;1743913;7;20030501 12:46;V;;;;;;
B;158;2969957;8;20030501 12:46;;;;IRON POT CREEK RD;IRON POT CREEK;2474;36.69;H;20030210;20030328;300000;R;3;FARM;;RD;;;9543099;
C;158;2969957;8;20030501 12:46;1//1049685;
D;158;2969957;8;20030501 12:46;P;;;;;;
D;158;2969957;8;20030501 12:46;P;;;;;;
D;158;2969957;8;20030501 12:46;V;;;;;;
Z;43;8;8;25;
