A;252;20030501 13:04;PBARBER;
B;252;2676219;1;20030501 13:04;;;;PH COOLCUMBA MISC;WALCHA;2354;859.2;H;20030205;20030319;380000;R;3;FARM;;UB;;;9530130;
C;252;2676219;1;20030501 13:04;33, 88, 89, 90, 96//753691 8, 9, 10, 11, 13, 15, 18, 45//753699;
D;252;2676219;1;20030501 13:04;P;;;;;;
D;252;2676219;1;20030501 13:04;P;;;;;;
D;252;2676219;1;20030501 13:04;V;;;;;;
D;252;2676219;1;20030501 13:04;V;;;;;;
B;252;2676323;2;20030501 13:04;;;;PH ENFIELD PORS;WALCHA;2354;220.7;H;20030107;20030317;850000;R;3;FARM;;TD;;;9520547;
C;252;2676323;2;20030501 13:04;122//756475;
D;252;2676323;2;20030501 13:04;P;;;;;;
D;252;2676323;2;20030501 13:04;P;;;;;;
D;252;2676323;2;20030501 13:04;P;;;;;;
D;252;2676323;2;20030501 13:04;V;;;;;;
B;252;2676426;3;20030501 13:04;;;;PH HALLORAN PORS;WALCHA;2354;24.25;H;20030224;20030407;150000;R;3;SMALL ACREAGE;;RR;;;9536694;
C;252;2676426;3;20030501 13:04;1//191610 70//756482;
D;252;2676426;3;20030501 13:04;P;;;;;;
D;252;2676426;3;20030501 13:04;P;;;;;;
D;252;2676426;3;20030501 13:04;V;;;;;;
B;252;2676575;4;20030501 13:04;;;;PH MYALL PORS;WALCHA;2354;396.6;H;20030204;20030301;350000;R;V;VACANT LAND;;UB;;;9520644;
C;252;2676575;4;20030501 13:04;13, 14, 16//753705;
D;252;2676575;4;20030501 13:04;P;;;;;;
D;252;2676575;4;20030501 13:04;P;;;;;;
D;252;2676575;4;20030501 13:04;V;;;;;;
B;252;2677044;5;20030501 13:04;;;113 E;CROUDACE ST;WALCHA;2354;1012;M;20030313;20030404;68000;Z;R;RESIDENCE;;AA;;;9547488;
C;252;2677044;5;20030501 13:04;1//517469;
D;252;2677044;5;20030501 13:04;P;;;;;;
D;252;2677044;5;20030501 13:04;P;;;;;;
D;252;2677044;5;20030501 13:04;V;;;;;;
D;252;2677044;5;20030501 13:04;V;;;;;;
B;252;2677216;6;20030501 13:04;;;107 E;FITZROY ST;WALCHA;2354;809.4;M;20030226;20030328;70000;Z;R;RESIDENCE;;AA;;;9532341;
C;252;2677216;6;20030501 13:04;C//159627;
D;252;2677216;6;20030501 13:04;P;;;;;;
D;252;2677216;6;20030501 13:04;P;;;;;;
D;252;2677216;6;20030501 13:04;V;;;;;;
B;252;2677340;7;20030501 13:04;;;125 E;HILL ST;WALCHA;2354;815.7;M;20030304;20030407;90000;Z;R;RESIDENCE;;AA;;;9529819;
C;252;2677340;7;20030501 13:04;3//519245;
D;252;2677340;7;20030501 13:04;P;;;;;;
D;252;2677340;7;20030501 13:04;V;;;;;;
D;252;2677340;7;20030501 13:04;V;;;;;;
B;252;2677361;8;20030501 13:04;;;8 W;HILL ST;WALCHA;2354;1069;M;20030306;20030325;105000;Z;R;RESIDENCE;;AA;;;9550037;
C;252;2677361;8;20030501 13:04;7//225451;
D;252;2677361;8;20030501 13:04;P;;;;;;
D;252;2677361;8;20030501 13:04;P;;;;;;
D;252;2677361;8;20030501 13:04;V;;;;;;
D;252;2677361;8;20030501 13:04;V;;;;;;
B;252;2677599;9;20030501 13:04;;;189 W;NORTH ST;WALCHA;2354;1.65;H;20021218;20030411;60000;Z;3;IRON SHED;;AC;;;9541635;
C;252;2677599;9;20030501 13:04;17//264037 567//728632 452, 453, 454//756502 1, 2//820231;
D;252;2677599;9;20030501 13:04;P;;;;;;
D;252;2677599;9;20030501 13:04;P;;;;;;
D;252;2677599;9;20030501 13:04;V;;;;;;
D;252;2677599;9;20030501 13:04;V;;;;;;
D;252;2677599;9;20030501 13:04;V;;;;;;
D;252;2677599;9;20030501 13:04;V;;;;;;
D;252;2677599;9;20030501 13:04;V;;;;;;
D;252;2677599;9;20030501 13:04;V;;;;;;
B;252;2824392;10;20030501 13:04;;;;PH CONGI;WALCHA;2354;121.4;H;20030201;20030329;240000;R;3;GRAZING LAND;;SA;;;9526650;
C;252;2824392;10;20030501 13:04;1//1021926;
D;252;2824392;10;20030501 13:04;P;;;;;;
D;252;2824392;10;20030501 13:04;P;;;;;;
D;252;2824392;10;20030501 13:04;V;;;;;;
D;252;2824392;10;20030501 13:04;V;;;;;;
B;252;2982513;11;20030501 13:04;;;;'MOONEBAR';NIANGALA;2340;;;20021205;20030217;2200000;;3;FARM;;;RG;;9396375;
C;252;2982513;11;20030501 13:04;1//133240 1, 2, 5, 6//756483;
D;252;2982513;11;20030501 13:04;P;;;;;;
D;252;2982513;11;20030501 13:04;P;;;;;;
D;252;2982513;11;20030501 13:04;V;;;;;;
Z;67;11;11;43;
