A;153;20020201 11:30;CDIXON;
B;153;1715742;1;20020201 11:30;;;3805;SUMMERLAND WAY;BANYABBA;2460;40.88;H;20011113;20011210;48000;R;R;RESIDENCE;;RD;RR;;8218417;
C;153;1715742;1;20020201 11:30;93//714830;
D;153;1715742;1;20020201 11:30;P;;;;;;
D;153;1715742;1;20020201 11:30;P;;;;;;
D;153;1715742;1;20020201 11:30;V;;;;;;
B;153;1715777;2;20020201 11:30;;;115;OLD TENTERFIELD RD;WHIPORIE;2469;135.3;H;20011009;20011109;105000;R;V;VACANT LAND;;RF;RG;;8182296;
C;153;1715777;2;20020201 11:30;;
D;153;1715777;2;20020201 11:30;P;;;;;;
D;153;1715777;2;20020201 11:30;V;;;;;;
D;153;1715777;2;20020201 11:30;V;;;;;;
B;153;1715869;3;20020201 11:30;;;21;ZIETSCH CL;WARRAGAI CREEK;2460;6;H;20011211;20020116;230000;R;R;RESIDENCE;;RX;;;8293258;
C;153;1715869;3;20020201 11:30;7//843206;
D;153;1715869;3;20020201 11:30;P;;;;;;
D;153;1715869;3;20020201 11:30;P;;;;;;
D;153;1715869;3;20020201 11:30;P;;;;;;
D;153;1715869;3;20020201 11:30;V;;;;;;
B;153;1716126;4;20020201 11:30;;;2510;CLARENCE WAY;UPPER COPMANHURST;2460;32.23;H;20011121;20011221;140000;R;R;RESIDENCE;;CF;RG;;8232000;
C;153;1716126;4;20020201 11:30;422//810336;
D;153;1716126;4;20020201 11:30;P;;;;;;
D;153;1716126;4;20020201 11:30;V;;;;;;
B;153;1716148;5;20020201 11:30;;;1725;CLARENCE WAY;COPMANHURST;2460;4.264;H;20011024;20011212;110000;R;R;RESIDENCE;;CE;RR;;8217757;
C;153;1716148;5;20020201 11:30;3//810931;
D;153;1716148;5;20020201 11:30;P;;;;;;
D;153;1716148;5;20020201 11:30;V;;;;;;
B;153;1716215;6;20020201 11:30;;;99;CAMBRIDGE ST;COPMANHURST;2460;1543;M;20011112;20011210;32000;Z;R;RESIDENCE;;KC;AC;;8233885;
C;153;1716215;6;20020201 11:30;5/15/758290;
D;153;1716215;6;20020201 11:30;P;;;;;;
D;153;1716215;6;20020201 11:30;P;;;;;;
D;153;1716215;6;20020201 11:30;V;;;;;;
B;153;1716244;7;20020201 11:30;;;69;GRAFTON ST;COPMANHURST;2460;1012;M;20011217;20020114;60000;Z;R;RESIDENCE;;KC;;;8296313;
C;153;1716244;7;20020201 11:30;5/25/758290;
D;153;1716244;7;20020201 11:30;P;;;;;;
D;153;1716244;7;20020201 11:30;V;;;;;;
D;153;1716244;7;20020201 11:30;V;;;;;;
B;153;1716269;8;20020201 11:30;;;58;EATON ST;COPMANHURST;2460;4427;M;20011106;20011130;85000;Z;R;RESIDENCE;;KK;AC;;8232372;
C;153;1716269;8;20020201 11:30;401//840417;
D;153;1716269;8;20020201 11:30;P;;;;;;
D;153;1716269;8;20020201 11:30;P;;;;;;
D;153;1716269;8;20020201 11:30;V;;;;;;
D;153;1716269;8;20020201 11:30;V;;;;;;
B;153;1716456;9;20020201 11:30;;;141;NORTH EWINGAR RD;EWINGAR;2469;26.46;H;20011015;20011207;50000;R;3;FARM;;CP;RF;;8254747;
C;153;1716456;9;20020201 11:30;101//263527;
D;153;1716456;9;20020201 11:30;P;;;;;;
D;153;1716456;9;20020201 11:30;V;;;;;;
