A;RTSALEDATA;117;20250512 01:20;VALNET;
B;117;1248892;1;20250512 01:20;;;17;PRINCE ST;FORBES;2871;628.2;M;20250328;20250502;625000;R1;R;RESIDENCE;;AAA;;0;AV28000;
C;117;1248892;1;20250512 01:20;7/605639;
D;117;1248892;1;20250512 01:20;P;;;;;;
D;117;1248892;1;20250512 01:20;P;;;;;;
D;117;1248892;1;20250512 01:20;V;;;;;;
D;117;1248892;1;20250512 01:20;V;;;;;;
B;117;4610703;2;20250512 01:20;;;;NEWELL HWY;FORBES;2871;16.19;H;20250212;20250331;850000;;R;RESIDENCE;;;;0;AU934881;
C;117;4610703;2;20250512 01:20;1282/750158;
D;117;4610703;2;20250512 01:20;P;;;;;;
D;117;4610703;2;20250512 01:20;V;;;;;;
Z;12;2;2;6;
