A;116;20011109 09:39;CDIXON;
B;116;1238168;1;20011109 09:39;;;;STATION ST;BOGAN GATE;2876;1012;M;20010510;20010625;866;Z;V;VACANT LAND;;ZB;;;7731829;
C;116;1238168;1;20011109 09:39;16/9/758125;
D;116;1238168;1;20011109 09:39;P;;;;;;
D;116;1238168;1;20011109 09:39;P;;;;;;
D;116;1238168;1;20011109 09:39;V;;;;;;
B;116;1238621;2;20011109 09:39;;;;;PARKES;2870;4047;M;20010605;20010703;67000;Z;R;RESIDENCE;;ZP;;;7803463;
C;116;1238621;2;20011109 09:39;206//755113;
D;116;1238621;2;20011109 09:39;P;;;;;;
D;116;1238621;2;20011109 09:39;P;;;;;;
D;116;1238621;2;20011109 09:39;V;;;;;;
B;116;1238800;3;20011109 09:39;;;162;CASWELL ST;PEAK HILL;2869;;;20010525;20010706;70000;Z;R;RESIDENCE;;ZP;;;7764289;
C;116;1238800;3;20011109 09:39;9/22/758832;
D;116;1238800;3;20011109 09:39;P;;;;;;
D;116;1238800;3;20011109 09:39;P;;;;;;
D;116;1238800;3;20011109 09:39;V;;;;;;
D;116;1238800;3;20011109 09:39;V;;;;;;
B;116;1239945;4;20011109 09:39;;;13;HUTTON ST;TRUNDLE;2875;1012;M;20010426;20010504;16500;Z;V;VACANT LAND;;ZF;;;7812023;
C;116;1239945;4;20011109 09:39;1//940692;
D;116;1239945;4;20011109 09:39;P;;;;;;
D;116;1239945;4;20011109 09:39;P;;;;;;
D;116;1239945;4;20011109 09:39;V;;;;;;
D;116;1239945;4;20011109 09:39;V;;;;;;
B;116;1240031;5;20011109 09:39;;;29;WEST ST;TRUNDLE;2875;2023;M;20010426;20010504;16500;Z;V;VACANT LAND;;ZF;;;7812023;
C;116;1240031;5;20011109 09:39;4/10/758996;
D;116;1240031;5;20011109 09:39;P;;;;;;
D;116;1240031;5;20011109 09:39;P;;;;;;
D;116;1240031;5;20011109 09:39;V;;;;;;
D;116;1240031;5;20011109 09:39;V;;;;;;
B;116;1240061;6;20011109 09:39;;;;;PARKES;2870;391.4;H;20001031;20010215;660000;R;3;FARM;;RF;RMO;;7449469;
C;116;1240061;6;20011109 09:39;4, 5//6869;
D;116;1240061;6;20011109 09:39;P;;;;;;
D;116;1240061;6;20011109 09:39;P;;;;;;
D;116;1240061;6;20011109 09:39;V;;;;;;
