A;013;20030501 12:37;PBARBER;
B;013;305135;1;20030501 12:37;;;7;LARPENT ST;ALLWORTH;2425;2398;M;20030304;20030407;58000;Z;V;VACANT LAND;;ZE;;;9521844;
C;013;305135;1;20030501 12:37;2, 3//615197;
D;013;305135;1;20030501 12:37;P;;;;;;
D;013;305135;1;20030501 12:37;V;;;;;;
B;013;305251;2;20030501 12:37;;;27;MEADE ST;BULAHDELAH;2423;790.4;M;20030106;20030210;160000;Z;R;RESIDENCE;;ZA;AC;;9369857;
C;013;305251;2;20030501 12:37;19/57/758177;
D;013;305251;2;20030501 12:37;P;;;;;;
D;013;305251;2;20030501 12:37;V;;;;;;
B;013;305286;3;20030501 12:37;;;14;CHURCH ST;BULAHDELAH;2423;1638;M;20021218;20030115;140000;Z;R;RESIDENCE;;ZA;AC;;9339416;
C;013;305286;3;20030501 12:37;5/38/758177;
D;013;305286;3;20030501 12:37;P;;;;;;
D;013;305286;3;20030501 12:37;P;;;;;;
D;013;305286;3;20030501 12:37;V;;;;;;
B;013;305759;4;20030501 12:37;;;27;AKALA AVE;FORSTER;2428;589.1;M;20030130;20030325;300000;A;R;RESIDENCE;;AN;;;9548981;
C;013;305759;4;20030501 12:37;29//846824;
D;013;305759;4;20030501 12:37;P;;;;;;
D;013;305759;4;20030501 12:37;P;;;;;;
D;013;305759;4;20030501 12:37;V;;;;;;
B;013;306547;5;20030501 12:37;;3;60;BRECKENRIDGE ST;FORSTER;2428;;;20030226;20030416;237000;;R;RESIDENCE;3;;;;9546306;
C;013;306547;5;20030501 12:37;3//SP 37636;
D;013;306547;5;20030501 12:37;P;;;;;;
D;013;306547;5;20030501 12:37;P;;;;;;
D;013;306547;5;20030501 12:37;V;;;;;;
B;013;306718;6;20030501 12:37;;;9;BURGESS RD;FORSTER;2428;701.9;M;20030110;20030228;635000;A;R;RESIDENCE;;ER;;;9538030;
C;013;306718;6;20030501 12:37;5//31849;
D;013;306718;6;20030501 12:37;P;;;;;;
D;013;306718;6;20030501 12:37;P;;;;;;
D;013;306718;6;20030501 12:37;V;;;;;;
D;013;306718;6;20030501 12:37;V;;;;;;
B;013;306867;7;20030501 12:37;;;161;CAPE HAWKE DR;FORSTER;2428;9121;M;20030120;20030410;530000;R;R;RESIDENCE;;AR;;;9536471;
C;013;306867;7;20030501 12:37;11//826661;
D;013;306867;7;20030501 12:37;P;;;;;;
D;013;306867;7;20030501 12:37;P;;;;;;
D;013;306867;7;20030501 12:37;V;;;;;;
D;013;306867;7;20030501 12:37;V;;;;;;
B;013;306971;8;20030501 12:37;;;9;CARRIBEAN AVE;FORSTER;2428;1088;M;20021009;20021115;237000;A;R;RESIDENCE;;DL;AC;;9287096;
C;013;306971;8;20030501 12:37;141//201145;
D;013;306971;8;20030501 12:37;P;;;;;;
D;013;306971;8;20030501 12:37;P;;;;;;
D;013;306971;8;20030501 12:37;V;;;;;;
B;013;307307;9;20030501 12:37;;1;6;CROSS ST;FORSTER;2428;;;20030226;20030409;275000;;R;RESIDENCE;1;;;;9535069;
C;013;307307;9;20030501 12:37;1//SP 42446;
D;013;307307;9;20030501 12:37;P;;;;;;
D;013;307307;9;20030501 12:37;V;;;;;;
B;013;307586;10;20030501 12:37;;;74;ELIZABETH PDE;FORSTER;2428;572.1;M;20030225;20030408;382500;A;R;RESIDENCE;;DK;;;9525003;
C;013;307586;10;20030501 12:37;183//261608;
D;013;307586;10;20030501 12:37;P;;;;;;
D;013;307586;10;20030501 12:37;V;;;;;;
D;013;307586;10;20030501 12:37;V;;;;;;
B;013;307772;11;20030501 12:37;;1;5;FAIRWAY CRES;FORSTER;2428;;;20030327;20030416;229000;;R;RESIDENCE;1;;;;9544244;
C;013;307772;11;20030501 12:37;1//SP 13175;
D;013;307772;11;20030501 12:37;P;;;;;;
D;013;307772;11;20030501 12:37;V;;;;;;
D;013;307772;11;20030501 12:37;V;;;;;;
B;013;307839;12;20030501 12:37;;;11;GLEESON AVE;FORSTER;2428;556.4;M;20030422;20030422;87330;A;R;RESIDENCE;;ER;;;9546300;
C;013;307839;12;20030501 12:37;156//229919;
D;013;307839;12;20030501 12:37;P;;;;;;
D;013;307839;12;20030501 12:37;P;;;;;;
D;013;307839;12;20030501 12:37;V;;;;;;
D;013;307839;12;20030501 12:37;V;;;;;;
B;013;308061;13;20030501 12:37;;1;24;GOLDENS RD;FORSTER;2428;;;20030313;20030411;199000;;R;RESIDENCE;1;;;;9534469;
C;013;308061;13;20030501 12:37;1//SP 40772;
D;013;308061;13;20030501 12:37;P;;;;;;
D;013;308061;13;20030501 12:37;P;;;;;;
D;013;308061;13;20030501 12:37;V;;;;;;
B;013;308219;14;20030501 12:37;;;26;HADLEY ST;FORSTER;2428;474.2;M;20021221;20030221;295000;A;R;RESIDENCE;;AG;AC;;9429537;
C;013;308219;14;20030501 12:37;13/7/21258 LOT 13 SEC 7 DP 21258 TOWN OF FORSTER;
D;013;308219;14;20030501 12:37;P;;;;;;
D;013;308219;14;20030501 12:37;P;;;;;;
D;013;308219;14;20030501 12:37;V;;;;;;
D;013;308219;14;20030501 12:37;V;;;;;;
B;013;308359;15;20030501 12:37;;17;35;HEAD ST;FORSTER;2428;;;20030401;20030401;90000;;R;RESIDENCE;17;;;;9545025;
C;013;308359;15;20030501 12:37;17//SP 18288;
D;013;308359;15;20030501 12:37;P;;;;;;
D;013;308359;15;20030501 12:37;P;;;;;;
D;013;308359;15;20030501 12:37;P;;;;;;
D;013;308359;15;20030501 12:37;V;;;;;;
B;013;308632;16;20030501 12:37;;;34;HIND AVE;FORSTER;2428;848.9;M;20021220;20030131;310000;A;R;RESIDENCE;;AE;AC;;9347511;
C;013;308632;16;20030501 12:37;102//777441;
