A;RTSALEDATA;187;20250210 01:02;VALNET;
B;187;1850412;1;20250210 01:02;;;17;HINTON DR;GUNNEDAH;2380;711.3;M;20241216;20250130;545000;R2;R;RESIDENCE;;AAS;;0;AU790329;
C;187;1850412;1;20250210 01:02;101/816406;
D;187;1850412;1;20250210 01:02;P;;;;;;
D;187;1850412;1;20250210 01:02;V;;;;;;
B;187;1850955;2;20250210 01:02;;;164;LITTLE BARBER ST;GUNNEDAH;2380;951;M;20241220;20250131;175000;R2;R;RESIDENCE;;AAR;;0;AU792786;
C;187;1850955;2;20250210 01:02;11/22403;
D;187;1850955;2;20250210 01:02;P;;;;;;
D;187;1850955;2;20250210 01:02;P;;;;;;
D;187;1850955;2;20250210 01:02;V;;;;;;
D;187;1850955;2;20250210 01:02;V;;;;;;
B;187;1851031;3;20250210 01:02;;;2;LITTLE BEULAH ST;GUNNEDAH;2380;2245;M;20241220;20250131;1500000;R3;R;RESIDENCE;;AAF;;0;AU797860;
C;187;1851031;3;20250210 01:02;7/513983;
D;187;1851031;3;20250210 01:02;P;;;;;;
D;187;1851031;3;20250210 01:02;V;;;;;;
B;187;1852079;4;20250210 01:02;;;103;VIEW ST;GUNNEDAH;2380;916.9;M;20250109;20250131;425000;R2;R;RESIDENCE;;AAA;;0;AU796379;
C;187;1852079;4;20250210 01:02;Q/31790;
D;187;1852079;4;20250210 01:02;P;;;;;;
D;187;1852079;4;20250210 01:02;P;;;;;;
D;187;1852079;4;20250210 01:02;V;;;;;;
B;187;1850162;5;20250210 01:02;;;149;GEORGE ST;GUNNEDAH;2380;904.2;M;20241217;20250203;545000;R2;R;RESIDENCE;;AAS;;0;AU801271;
C;187;1850162;5;20250210 01:02;1/214423;
D;187;1850162;5;20250210 01:02;P;;;;;;
D;187;1850162;5;20250210 01:02;P;;;;;;
D;187;1850162;5;20250210 01:02;V;;;;;;
B;187;1850385;6;20250210 01:02;;;7;HILLCREST RD;GUNNEDAH;2380;961.7;M;20250124;20250205;660000;R2;R;RESIDENCE;;AAS;;0;AU805617;
C;187;1850385;6;20250210 01:02;30/805472;
D;187;1850385;6;20250210 01:02;P;;;;;;
D;187;1850385;6;20250210 01:02;V;;;;;;
B;187;1852989;7;20250210 01:02;;;62;PHILLIP ST;CARROLL;2340;1012;M;20241219;20250130;185000;RU1;R;RESIDENCE;;RFL;;0;AU792095;
C;187;1852989;7;20250210 01:02;A/412590;
D;187;1852989;7;20250210 01:02;P;;;;;;
D;187;1852989;7;20250210 01:02;V;;;;;;
D;187;1852989;7;20250210 01:02;V;;;;;;
B;187;1853862;8;20250210 01:02;;;8465;OXLEY HWY;GUNNEDAH;2380;20.4;H;20241219;20250130;865000;RU4;R;RESIDENCE;;RHF;;0;AU792225;
C;187;1853862;8;20250210 01:02;2/837809;
D;187;1853862;8;20250210 01:02;P;;;;;;
D;187;1853862;8;20250210 01:02;V;;;;;;
D;187;1853862;8;20250210 01:02;V;;;;;;
B;187;1854081;9;20250210 01:02;;;1204;PRAIRIES RD;KELVIN;2380;264.44;H;20241212;20250123;1325000;RU1;R;RESIDENCE;;RMC;;0;AU773780;
C;187;1854081;9;20250210 01:02;2/730957 16/752193 Enclosure Permit 654992;
D;187;1854081;9;20250210 01:02;P;;;;;;
D;187;1854081;9;20250210 01:02;P;;;;;;
D;187;1854081;9;20250210 01:02;V;;;;;;
D;187;1854081;9;20250210 01:02;V;;;;;;
B;187;1854384;10;20250210 01:02;;;62;TAMBA ST;TAMBAR SPRINGS;2381;2023;M;20241220;20250131;85000;RU5;R;RESIDENCE;;AAT;;0;AU793326;
C;187;1854384;10;20250210 01:02;8/15/758949;
D;187;1854384;10;20250210 01:02;P;;;;;;
D;187;1854384;10;20250210 01:02;V;;;;;;
B;187;3285815;11;20250210 01:02;;;49;GROVER ST;MULLALEY;2379;4047;M;20241003;20250131;250000;RU5;R;RESIDENCE;;AAT;;0;AU793242;
C;187;3285815;11;20250210 01:02;2, 3/10/758723;
D;187;3285815;11;20250210 01:02;P;;;;;;
D;187;3285815;11;20250210 01:02;V;;;;;;
B;187;3857818;12;20250210 01:02;;;39;TALLOWWOOD DR;GUNNEDAH;2380;720;M;20250117;20250131;700000;R2;R;RESIDENCE;;AAS;;0;AU794286;
C;187;3857818;12;20250210 01:02;259/1209041;
D;187;3857818;12;20250210 01:02;P;;;;;;
D;187;3857818;12;20250210 01:02;P;;;;;;
D;187;3857818;12;20250210 01:02;V;;;;;;
B;187;3999936;13;20250210 01:02;;;4;SAFFRON CL;GUNNEDAH;2380;1.2;H;20241231;20250205;900000;R5;R;RESIDENCE;;RFA;;0;AU805056;
C;187;3999936;13;20250210 01:02;17/1228521;
D;187;3999936;13;20250210 01:02;P;;;;;;
D;187;3999936;13;20250210 01:02;V;;;;;;
D;187;3999936;13;20250210 01:02;V;;;;;;
Z;64;13;13;36;
