A;056;20030501 12:39;PBARBER;
B;056;519374;1;20030501 12:39;;;9;KEIRATH ST;HENTY;2658;1012;M;20030113;20030331;70000;Z;R;RESIDENCE;;AM;;;9533817;
C;056;519374;1;20030501 12:39;7/B/3990;
D;056;519374;1;20030501 12:39;P;;;;;;
D;056;519374;1;20030501 12:39;V;;;;;;
B;056;520081;2;20030501 12:39;;;16;DOUGLAS ST;CULCAIRN;2660;;;20030222;20030408;42000;Z;R;RESIDENCE;;AD;;;9527983;
C;056;520081;2;20030501 12:39;6//35354;
D;056;520081;2;20030501 12:39;P;;;;;;
D;056;520081;2;20030501 12:39;P;;;;;;
D;056;520081;2;20030501 12:39;V;;;;;;
B;056;521068;3;20030501 12:39;;;2;QUEEN ST;WALLA WALLA;2659;2947;M;20030324;20030408;4000;Z;V;VACANT LAND;;AT;;;9533474;
C;056;521068;3;20030501 12:39;20, 21//2741;
D;056;521068;3;20030501 12:39;P;;;;;;
D;056;521068;3;20030501 12:39;V;;;;;;
Z;15;3;3;7;
