A;044;20020603 09:50;PTHIRLWELL;
B;044;479963;1;20020603 09:50;;;244;FOXLOW ST;CAPTAINS FLAT;2623;1733;M;20020314;20020315;85000;Z;R;RESIDENCE;;VF;;;8605914;
C;044;479963;1;20020603 09:50;10, 5/8/758223;
D;044;479963;1;20020603 09:50;P;;;;;;
D;044;479963;1;20020603 09:50;V;;;;;;
D;044;479963;1;20020603 09:50;V;;;;;;
B;044;480040;2;20020603 09:50;;;111;FOXLOW ST;CAPTAINS FLAT;2623;1012;M;20020326;20020503;15000;Z;V;VACANT LAND;;VF;;;8585048;
C;044;480040;2;20020603 09:50;5/3/758223;
D;044;480040;2;20020603 09:50;P;;;;;;
D;044;480040;2;20020603 09:50;P;;;;;;
D;044;480040;2;20020603 09:50;V;;;;;;
B;044;480088;3;20020603 09:50;;;24;KURRAJONG ST;CAPTAINS FLAT;2623;518.5;M;20020312;20020405;72000;Z;R;RESIDENCE;;VF;;;8550174;
C;044;480088;3;20020603 09:50;9/5/18452;
D;044;480088;3;20020603 09:50;P;;;;;;
D;044;480088;3;20020603 09:50;P;;;;;;
D;044;480088;3;20020603 09:50;V;;;;;;
B;044;480112;4;20020603 09:50;;;1;MULGA ST;CAPTAINS FLAT;2623;581.7;M;20020429;20020510;76500;Z;R;RESIDENCE;;VF;;;8628941;
C;044;480112;4;20020603 09:50;56//216396;
D;044;480112;4;20020603 09:50;P;;;;;;
D;044;480112;4;20020603 09:50;V;;;;;;
B;044;480490;5;20020603 09:50;;;;SHEARER DR;ROYALLA;2620;3.287;H;20020503;20020520;205000;R;V;VACANT LAND;;RW;;;8630272;
C;044;480490;5;20020603 09:50;41//1017324;
D;044;480490;5;20020603 09:50;P;;;;;;
D;044;480490;5;20020603 09:50;P;;;;;;
D;044;480490;5;20020603 09:50;V;;;;;;
D;044;480490;5;20020603 09:50;V;;;;;;
B;044;481135;6;20020603 09:50;;;;BOWEN ST;QUEANBEYAN;2620;15.32;H;20020321;20020501;170000;R;V;VACANT LAND;;RR;;;8606706;
C;044;481135;6;20020603 09:50;161//808823;
D;044;481135;6;20020603 09:50;P;;;;;;
D;044;481135;6;20020603 09:50;P;;;;;;
D;044;481135;6;20020603 09:50;V;;;;;;
B;044;481570;7;20020603 09:50;;;;MCDONNELL DR;BUNGENDORE;2621;8000;M;20020412;20020510;115000;R;V;VACANT LAND;;RZ;;;8609083;
C;044;481570;7;20020603 09:50;53//270053;
D;044;481570;7;20020603 09:50;P;;;;;;
D;044;481570;7;20020603 09:50;V;;;;;;
D;044;481570;7;20020603 09:50;V;;;;;;
B;044;481909;8;20020603 09:50;;;;TALPA HEIGHTS ESTATE;QUEANBEYAN;2620;886.2;M;20011211;20020213;102000;R;V;VACANT LAND;;TH;;;8580511;
C;044;481909;8;20020603 09:50;5//285061;
D;044;481909;8;20020603 09:50;P;;;;;;
D;044;481909;8;20020603 09:50;P;;;;;;
D;044;481909;8;20020603 09:50;V;;;;;;
D;044;481909;8;20020603 09:50;V;;;;;;
B;044;482068;9;20020603 09:50;;;;CAMPBELL PL;WAMBOIN;2620;2.173;H;20020321;20020419;380000;R;R;RESIDENCE;;RY;;;8545294;
C;044;482068;9;20020603 09:50;12//244439;
D;044;482068;9;20020603 09:50;P;;;;;;
D;044;482068;9;20020603 09:50;P;;;;;;
D;044;482068;9;20020603 09:50;V;;;;;;
B;044;482398;10;20020603 09:50;;;142;CARTWRIGHT AVE;SUTTON;2620;3.946;H;20020506;20020507;65000;R;V;VACANT LAND;;RY;;;8611365;
C;044;482398;10;20020603 09:50;21//1012710;
D;044;482398;10;20020603 09:50;P;;;;;;
D;044;482398;10;20020603 09:50;V;;;;;;
D;044;482398;10;20020603 09:50;V;;;;;;
D;044;482398;10;20020603 09:50;V;;;;;;
B;044;482399;11;20020603 09:50;;;120;CARTWRIGHT AVE;SUTTON;2620;4.63;H;20020506;20020507;44000;R;R;RESIDENCE;;RY;;;8611371;
C;044;482399;11;20020603 09:50;20//1012710;
D;044;482399;11;20020603 09:50;P;;;;;;
D;044;482399;11;20020603 09:50;P;;;;;;
D;044;482399;11;20020603 09:50;V;;;;;;
D;044;482399;11;20020603 09:50;V;;;;;;
D;044;482399;11;20020603 09:50;V;;;;;;
D;044;482399;11;20020603 09:50;V;;;;;;
B;044;482775;12;20020603 09:50;;;;CAPTAIN'S FLAT RD;HOSKINSTOWN;2621;7.821;H;20020417;20020430;380000;R;3;FARM;;RM;;;8621916;
C;044;482775;12;20020603 09:50;34//775522;
D;044;482775;12;20020603 09:50;P;;;;;;
D;044;482775;12;20020603 09:50;P;;;;;;
D;044;482775;12;20020603 09:50;V;;;;;;
D;044;482775;12;20020603 09:50;V;;;;;;
B;044;483493;13;20020603 09:50;;;;PH WAMBOIN PH PORS;WAMBOIN;2620;2;H;20020314;20020412;480000;R;R;RESIDENCE;;RY;;;8550842;
C;044;483493;13;20020603 09:50;40//818916;
D;044;483493;13;20020603 09:50;P;;;;;;
D;044;483493;13;20020603 09:50;P;;;;;;
D;044;483493;13;20020603 09:50;V;;;;;;
B;044;483792;14;20020603 09:50;;;;BUTMAROO ST;BUNGENDORE;2621;1000;M;20020208;20020225;282000;Z;R;RESIDENCE;;EE;;;8553977;
C;044;483792;14;20020603 09:50;14//1011276;
D;044;483792;14;20020603 09:50;P;;;;;;
D;044;483792;14;20020603 09:50;P;;;;;;
D;044;483792;14;20020603 09:50;V;;;;;;
D;044;483792;14;20020603 09:50;V;;;;;;
B;044;483844;15;20020603 09:50;;;11;BUTMAROO ST;BUNGENDORE;2621;1016;M;20020212;20020312;167000;Z;R;RESIDENCE;;VC;;;8551926;
C;044;483844;15;20020603 09:50;1//749828;
D;044;483844;15;20020603 09:50;P;;;;;;
D;044;483844;15;20020603 09:50;V;;;;;;
