A;253;20020102 13:59;PTHIRLWELL;
B;253;2678233;1;20020102 13:59;;;;FOX ST;WALGETT;2832;9177;M;20011013;20011121;85000;Z;R;RESIDENCE;;FA;;;8199041;
C;253;2678233;1;20020102 13:59;4//803866;
D;253;2678233;1;20020102 13:59;P;;;;;;
D;253;2678233;1;20020102 13:59;V;;;;;;
B;253;2678529;2;20020102 13:59;;;9;SUTHERLAND ST;WALGETT;2832;1089;M;20011022;20011130;30000;Z;R;RESIDENCE;;AC;;;8172965;
C;253;2678529;2;20020102 13:59;3/47/759036;
D;253;2678529;2;20020102 13:59;P;;;;;;
D;253;2678529;2;20020102 13:59;P;;;;;;
D;253;2678529;2;20020102 13:59;V;;;;;;
B;253;2678774;3;20020102 13:59;;;;HASTINGS ST;BURREN JUNCTION;2386;2023;M;20010615;20010831;30000;Z;R;RESIDENCE;;ZB;AC;;7928816;
C;253;2678774;3;20020102 13:59;9/1/758199;
D;253;2678774;3;20020102 13:59;P;;;;;;
D;253;2678774;3;20020102 13:59;P;;;;;;
D;253;2678774;3;20020102 13:59;V;;;;;;
B;253;2678775;4;20020102 13:59;;;;HASTINGS ST;BURREN JUNCTION;2386;1012;M;20010615;20010831;30000;Z;R;RESIDENCE;;ZB;AC;;7928816;
C;253;2678775;4;20020102 13:59;10A//340322;
D;253;2678775;4;20020102 13:59;P;;;;;;
D;253;2678775;4;20020102 13:59;P;;;;;;
D;253;2678775;4;20020102 13:59;V;;;;;;
B;253;2679518;5;20020102 13:59;;;;GEM ST;LIGHTNING RIDGE;2834;1012;M;20010824;20011019;49000;Z;R;RESIDENCE;;AG;;;8165527;
C;253;2679518;5;20020102 13:59;4/22/758612;
D;253;2679518;5;20020102 13:59;P;;;;;;
D;253;2679518;5;20020102 13:59;V;;;;;;
B;253;2680544;6;20020102 13:59;;;;;WALGETT;2832;7.72;H;20011108;20011207;157051;R;V;VACANT LAND;;NT;;;8199768;
C;253;2680544;6;20020102 13:59;1//617102 53//750291;
D;253;2680544;6;20020102 13:59;P;;;;;;
D;253;2680544;6;20020102 13:59;V;;;;;;
B;253;2681013;7;20020102 13:59;;;;"MULKERRI";COLLARENEBRI;2833;3785;H;20010406;20010710;855000;R;3;FARM;;TB;;;7854268;
C;253;2681013;7;20020102 13:59;3587//765939 4487//767534 Western Land Lease 6512 Western Land Lease 1;
C;253;2681013;7;20020102 13:59;1334   (SUBJ TO NPWA)  (MULKIRRIWILDLIFE REFUGE NO 227);
D;253;2681013;7;20020102 13:59;P;;;;;;
D;253;2681013;7;20020102 13:59;P;;;;;;
D;253;2681013;7;20020102 13:59;V;;;;;;
B;253;2681081;8;20020102 13:59;;;;"MOONGULLA";COLLARENEBRI;2833;6108;H;20010406;20010710;855000;R;3;FARM;;TB;;;7854268;
C;253;2681081;8;20020102 13:59;2711//764792 Western Land Lease 10486;
D;253;2681081;8;20020102 13:59;P;;;;;;
D;253;2681081;8;20020102 13:59;P;;;;;;
D;253;2681081;8;20020102 13:59;V;;;;;;
Z;40;8;9;21;
