A;114;20030501 12:43;PBARBER;
B;114;1222225;1;20030501 12:43;;;23;ALFRED ST;DUBBO;2830;569.3;M;20021121;20030226;87500;A;3;;;AU;;;9537701;
C;114;1222225;1;20030501 12:43;5//249178;
D;114;1222225;1;20030501 12:43;P;;;;;;
D;114;1222225;1;20030501 12:43;P;;;;;;
D;114;1222225;1;20030501 12:43;V;;;;;;
B;114;1223876;2;20030501 12:43;;;139;BOURKE ST;DUBBO;2830;607;M;20021206;20030122;168000;A;R;RESIDENCE;;AG;;;9550234;
C;114;1223876;2;20030501 12:43;Y//155200;
D;114;1223876;2;20030501 12:43;P;;;;;;
D;114;1223876;2;20030501 12:43;P;;;;;;
D;114;1223876;2;20030501 12:43;V;;;;;;
D;114;1223876;2;20030501 12:43;V;;;;;;
B;114;1224143;3;20030501 12:43;;5;227;BRISBANE ST;DUBBO;2830;;;20020530;20020628;82000;;3;HOME UNIT;5;;;;9530353;
C;114;1224143;3;20030501 12:43;5//SP 9354;
D;114;1224143;3;20030501 12:43;P;;;;;;
D;114;1224143;3;20030501 12:43;P;;;;;;
D;114;1224143;3;20030501 12:43;V;;;;;;
B;114;1224297;4;20030501 12:43;;;139;BULTJE ST;DUBBO;2830;739.8;M;20030310;20030410;123000;A;R;RESIDENCE;;AG;;;9533085;
C;114;1224297;4;20030501 12:43;2/52/758361;
D;114;1224297;4;20030501 12:43;P;;;;;;
D;114;1224297;4;20030501 12:43;V;;;;;;
D;114;1224297;4;20030501 12:43;V;;;;;;
B;114;1224826;5;20030501 12:43;;;55;CASTLEREAGH AVE;DUBBO;2830;939.2;M;20030212;20030303;245000;A;R;RESIDENCE;;EC;;;9534971;
C;114;1224826;5;20030501 12:43;153//1009694;
D;114;1224826;5;20030501 12:43;P;;;;;;
D;114;1224826;5;20030501 12:43;V;;;;;;
D;114;1224826;5;20030501 12:43;V;;;;;;
B;114;1225015;6;20030501 12:43;;;13;CHELMSFORD ST;DUBBO;2830;733.5;M;20030204;20030314;130000;A;R;RESIDENCE;;AG;;;9536434;
C;114;1225015;6;20030501 12:43;13/48/758361;
D;114;1225015;6;20030501 12:43;P;;;;;;
D;114;1225015;6;20030501 12:43;P;;;;;;
D;114;1225015;6;20030501 12:43;V;;;;;;
D;114;1225015;6;20030501 12:43;V;;;;;;
B;114;1225049;7;20030501 12:43;;;22;CHIFLEY DR;DUBBO;2830;636.3;M;20030220;20030324;100000;A;R;RESIDENCE;;AS;;;9525950;
C;114;1225049;7;20030501 12:43;58//261382;
D;114;1225049;7;20030501 12:43;P;;;;;;
D;114;1225049;7;20030501 12:43;V;;;;;;
B;114;1225330;8;20030501 12:43;;;142;COBRA ST;DUBBO;2830;670.3;M;20030117;20030228;178000;A;R;RESIDENCE;;DF;;;9536769;
C;114;1225330;8;20030501 12:43;B//337543;
D;114;1225330;8;20030501 12:43;P;;;;;;
D;114;1225330;8;20030501 12:43;V;;;;;;
B;114;1225593;9;20030501 12:43;;;19;CORAL CRES;DUBBO;2830;675;M;20030130;20030227;150000;A;R;RESIDENCE;;AH;;;9520262;
C;114;1225593;9;20030501 12:43;2/65/758361;
D;114;1225593;9;20030501 12:43;P;;;;;;
D;114;1225593;9;20030501 12:43;V;;;;;;
B;114;1226397;10;20030501 12:43;;;5;DAWSON ST;DUBBO;2830;1100;M;20030130;20030313;160000;A;R;RESIDENCE;;AD;;;9532960;
C;114;1226397;10;20030501 12:43;E//28435;
D;114;1226397;10;20030501 12:43;P;;;;;;
D;114;1226397;10;20030501 12:43;P;;;;;;
D;114;1226397;10;20030501 12:43;V;;;;;;
D;114;1226397;10;20030501 12:43;V;;;;;;
B;114;1226515;11;20030501 12:43;;;12;DEPOT RD;DUBBO;2830;2509;M;20030130;20030305;510000;I;R;RESIDENCE;;QK;;;9525436;
C;114;1226515;11;20030501 12:43;12, 13//244999 60//601706;
D;114;1226515;11;20030501 12:43;P;;;;;;
D;114;1226515;11;20030501 12:43;V;;;;;;
D;114;1226515;11;20030501 12:43;V;;;;;;
B;114;1226865;12;20030501 12:43;;;24;EDWIN ST;DUBBO;2830;803;M;20021025;20030321;90000;A;R;RESIDENCE;;AR;;;9543037;
C;114;1226865;12;20030501 12:43;2//519846;
D;114;1226865;12;20030501 12:43;P;;;;;;
D;114;1226865;12;20030501 12:43;V;;;;;;
B;114;1227330;13;20030501 12:43;;;236;FITZROY ST;DUBBO;2830;708.2;M;20030108;20030307;85000;A;R;RESIDENCE;;AE;;;9550237;
C;114;1227330;13;20030501 12:43;3//15557;
D;114;1227330;13;20030501 12:43;P;;;;;;
D;114;1227330;13;20030501 12:43;V;;;;;;
B;114;1227725;14;20030501 12:43;;;21;GARNET ST;DUBBO;2830;662.4;M;20021224;20030310;220000;A;R;RESIDENCE;;AA;;;9543513;
C;114;1227725;14;20030501 12:43;54//247824;
D;114;1227725;14;20030501 12:43;P;;;;;;
D;114;1227725;14;20030501 12:43;P;;;;;;
D;114;1227725;14;20030501 12:43;V;;;;;;
D;114;1227725;14;20030501 12:43;V;;;;;;
B;114;1227866;15;20030501 12:43;;;15 R;WANDARRA RD;DUBBO;2830;40.11;H;20030306;20030326;240000;R;R;RESIDENCE;;FE;;;9530851;
C;114;1227866;15;20030501 12:43;8//827629;
D;114;1227866;15;20030501 12:43;P;;;;;;
D;114;1227866;15;20030501 12:43;P;;;;;;
D;114;1227866;15;20030501 12:43;V;;;;;;
D;114;1227866;15;20030501 12:43;V;;;;;;
