A;RTSALEDATA;263;20250120 01:09;VALNET;
B;263;4196267;1;20250120 01:09;CLEARVIEW;;185;COREEN SCHOOL RD;COREEN;2646;271.36;H;20241011;20250115;4641573;RU1;3;FARM;;RRB;;0;AU748799;
C;263;4196267;1;20250120 01:09;32, 33/753723 129, 130/753746;
D;263;4196267;1;20250120 01:09;P;;;;;;
D;263;4196267;1;20250120 01:09;V;;;;;;
B;263;516703;2;20250120 01:09;;;17;TOWER ST;COROWA;2646;809.4;M;20241217;20250115;618000;R2;R;RESIDENCE;;LCW;;0;AU747153;
C;263;516703;2;20250120 01:09;5/318501;
D;263;516703;2;20250120 01:09;P;;;;;;
D;263;516703;2;20250120 01:09;V;;;;;;
B;263;4068169;3;20250120 01:09;;;;MAHONGA RD;URANA;2645;149.5;H;20241126;20250110;1550913;RU1;3;FARM;;RRX;;0;AU736794;
C;263;4068169;3;20250120 01:09;31/1234375;
D;263;4068169;3;20250120 01:09;P;;;;;;
D;263;4068169;3;20250120 01:09;V;;;;;;
D;263;4068169;3;20250120 01:09;V;;;;;;
D;263;4068169;3;20250120 01:09;V;;;;;;
B;263;4511303;4;20250120 01:09;;9;103;PEARCE ST;HOWLONG;2643;450.8;M;20241216;20250115;165000;R1;V;VACANT LAND;;AHA;;0;AU747158;
C;263;4511303;4;20250120 01:09;9/285998;
D;263;4511303;4;20250120 01:09;P;;;;;;
D;263;4511303;4;20250120 01:09;V;;;;;;
D;263;4511303;4;20250120 01:09;V;;;;;;
B;263;530648;5;20250120 01:09;;;15;PELL ST;HOWLONG;2643;2023;M;20241021;20250115;580000;R1;R;RESIDENCE;;AHC;;0;AU748389;
C;263;530648;5;20250120 01:09;7/62/758528;
D;263;530648;5;20250120 01:09;P;;;;;;
D;263;530648;5;20250120 01:09;P;;;;;;
D;263;530648;5;20250120 01:09;V;;;;;;
D;263;530648;5;20250120 01:09;V;;;;;;
B;263;530884;6;20250120 01:09;;1;121;VICTORIA ST;HOWLONG;2643;;;20241220;20250113;330000;;R;RESIDENCE;1;;;0;AU740117;
C;263;530884;6;20250120 01:09;1/SP54111;
D;263;530884;6;20250120 01:09;P;;;;;;
D;263;530884;6;20250120 01:09;V;;;;;;
D;263;530884;6;20250120 01:09;V;;;;;;
B;263;560511;7;20250120 01:09;;;54;BULLER ST;OAKLANDS;2646;1770;M;20241205;20241216;45000;RU5;R;RESIDENCE;;VAK;;0;AU683870;
C;263;560511;7;20250120 01:09;6/B/3728;
D;263;560511;7;20250120 01:09;P;;;;;;
D;263;560511;7;20250120 01:09;V;;;;;;
D;263;560511;7;20250120 01:09;V;;;;;;
B;263;4283243;8;20250120 01:09;;;216;BORAL CT;COROWA;2646;3762;M;20241022;20250113;1500000;E4;3;WAREHOUSE;;CIW;;0;AU740013;
C;263;4283243;8;20250120 01:09;126, 127, 128/788777;
D;263;4283243;8;20250120 01:09;P;;;;;;
D;263;4283243;8;20250120 01:09;V;;;;;;
Z;41;8;8;23;
