A;066;20031216 12:03;PDANN;
B;066;541555;1;20031216 12:03;;;13;PIPER ST;THE ROCK;2655;4047;M;20030909;20031030;32000;Z;R;RESIDENCE;;RA;;0;AA194453;
C;066;541555;1;20031216 12:03;1, 2/3/977904;
D;066;541555;1;20031216 12:03;P;;;;;;
D;066;541555;1;20031216 12:03;P;;;;;;
D;066;541555;1;20031216 12:03;V;;;;;;
B;066;541817;2;20031216 12:03;;;;PH COX;LOCKHART;2656;466.1;H;20031204;20031204;535000;R;3;;;MG;;0;AA243872;
C;066;541817;2;20031216 12:03;2//223959;
D;066;541817;2;20031216 12:03;P;;;;;;
D;066;541817;2;20031216 12:03;P;;;;;;
D;066;541817;2;20031216 12:03;V;;;;;;
D;066;541817;2;20031216 12:03;V;;;;;;
D;066;541817;2;20031216 12:03;V;;;;;;
Z;14;2;2;8;
