A;656;20110801 02:39;VALNET;
B;656;2926092;1;20110801 02:39;;;24;ANNABELLA DR;PORT MACQUARIE;2444;618;M;20110531;20110628;400000;R1;R;RESIDENCE;;ABD;;0;AG379947;
C;656;2926092;1;20110801 02:39;426/1041951;
D;656;2926092;1;20110801 02:39;P;;;;;;
D;656;2926092;1;20110801 02:39;P;;;;;;
D;656;2926092;1;20110801 02:39;V;;;;;;
B;656;3377328;2;20110801 02:39;;;971;OCEAN DR;BONNY HILLS;2445;564.1;M;20090318;20090429;518500;R1;R;RESIDENCE;;ABV;;0;AG374039;
C;656;3377328;2;20110801 02:39;1/866825;
D;656;3377328;2;20110801 02:39;P;;;;;;
D;656;3377328;2;20110801 02:39;P;;;;;;
D;656;3377328;2;20110801 02:39;V;;;;;;
D;656;3377328;2;20110801 02:39;V;;;;;;
B;656;3437626;3;20110801 02:39;;;21;BLUE WREN CL;PORT MACQUARIE;2444;702.7;M;20110519;20110718;447000;R1;R;RESIDENCE;;ABD;;0;AG371720;
C;656;3437626;3;20110801 02:39;331/1135094;
D;656;3437626;3;20110801 02:39;P;;;;;;
D;656;3437626;3;20110801 02:39;V;;;;;;
B;656;3431547;4;20110801 02:39;;;18;PEAD ST;WAUCHOPE;2446;626.9;M;20110216;20110330;345000;R1;R;RESIDENCE;;AGA;;0;AG389733;
C;656;3431547;4;20110801 02:39;60/1133182;
D;656;3431547;4;20110801 02:39;P;;;;;;
D;656;3431547;4;20110801 02:39;V;;;;;;
D;656;3431547;4;20110801 02:39;V;;;;;;
B;656;3131681;5;20110801 02:39;;9;25;FLYNN ST;PORT MACQUARIE;2444;;;20110516;20110720;342000;;R;RESIDENCE;9;;;0;AG390507;
C;656;3131681;5;20110801 02:39;9/SP73782;
D;656;3131681;5;20110801 02:39;P;;;;;;
D;656;3131681;5;20110801 02:39;P;;;;;;
D;656;3131681;5;20110801 02:39;V;;;;;;
B;656;3537371;6;20110801 02:39;;;;REGAL BRAE;KING CREEK;2446;5980;M;20110531;20110630;210000;R5;V;VACANT LAND;;RMQ;;0;AG375108;
C;656;3537371;6;20110801 02:39;5/1155679;
D;656;3537371;6;20110801 02:39;P;;;;;;
D;656;3537371;6;20110801 02:39;P;;;;;;
D;656;3537371;6;20110801 02:39;V;;;;;;
B;656;3562906;7;20110801 02:39;;;23;DIAMOND DR;PORT MACQUARIE;2444;742.2;M;20110228;20110712;350000;R1;V;VACANT LAND;;AAB;;0;AG371332;
C;656;3562906;7;20110801 02:39;1428/1160113;
D;656;3562906;7;20110801 02:39;P;;;;;;
D;656;3562906;7;20110801 02:39;P;;;;;;
D;656;3562906;7;20110801 02:39;V;;;;;;
B;656;3575623;8;20110801 02:39;;;17;CAPITAL DR;THRUMSTER;2444;576;M;20110429;20110715;149500;R1;V;VACANT LAND;;ABD;;0;AG378782;
C;656;3575623;8;20110801 02:39;17/1158318;
D;656;3575623;8;20110801 02:39;P;;;;;;
D;656;3575623;8;20110801 02:39;V;;;;;;
B;656;3592323;9;20110801 02:39;;;;PACIFIC HWY;COOPERABUNG;2441;1559;M;20110610;20110610;623;;V;VACANT LAND;;;;0;AG363556;
C;656;3592323;9;20110801 02:39;;
D;656;3592323;9;20110801 02:39;P;;;;;;
D;656;3592323;9;20110801 02:39;V;;;;;;
B;656;3582255;10;20110801 02:39;;;14 B;JOHN ST;PORT MACQUARIE;2444;173;M;20101029;20110715;459000;R1;3;TOWNHOUSE;;AAJ;;0;AG383580;
C;656;3582255;10;20110801 02:39;3/1165424;
D;656;3582255;10;20110801 02:39;P;;;;;;
D;656;3582255;10;20110801 02:39;V;;;;;;
B;656;3589688;11;20110801 02:39;;2;20;ROBIN DR;PORT MACQUARIE;2444;;;20110420;20110718;339500;;R;RESIDENCE;2;;;0;AG391267;
C;656;3589688;11;20110801 02:39;2/SP85598;
D;656;3589688;11;20110801 02:39;P;;;;;;
D;656;3589688;11;20110801 02:39;P;;;;;;
D;656;3589688;11;20110801 02:39;V;;;;;;
