A;511;20110801 02:36;VALNET;
B;511;3566767;1;20110801 02:36;;;18 A;SATUR RD;SCONE;2337;1000;M;20100409;20110331;82500;A;V;VACANT LAND;;AS;;0;AG331876;
C;511;3566767;1;20110801 02:36;3/1154550;
D;511;3566767;1;20110801 02:36;P;;;;;;
D;511;3566767;1;20110801 02:36;V;;;;;;
D;511;3566767;1;20110801 02:36;V;;;;;;
B;511;2652571;2;20110801 02:36;;;84;BOYD ST;MURRURUNDI;2338;3802;M;20110602;20110704;292500;Z;R;RESIDENCE;;ZM;;0;AG363077;
C;511;2652571;2;20110801 02:36;19, 20/10/758738;
D;511;2652571;2;20110801 02:36;P;;;;;;
D;511;2652571;2;20110801 02:36;P;;;;;;
D;511;2652571;2;20110801 02:36;V;;;;;;
D;511;2652571;2;20110801 02:36;V;;;;;;
B;511;3226201;3;20110801 02:36;;;;NEW ENGLAND HWY;SCONE;2337;11.67;H;20110302;20110601;469700;R;V;VACANT LAND;;SB;;0;AG379221;
C;511;3226201;3;20110801 02:36;342/605113;
D;511;3226201;3;20110801 02:36;P;;;;;;
D;511;3226201;3;20110801 02:36;V;;;;;;
B;511;295054;4;20110801 02:36;;;6;SMITH ST;SCONE;2337;661.7;M;20110519;20110708;230000;A;R;RESIDENCE;;AE;;0;AG392147;
C;511;295054;4;20110801 02:36;100/854587;
D;511;295054;4;20110801 02:36;P;;;;;;
D;511;295054;4;20110801 02:36;V;;;;;;
D;511;295054;4;20110801 02:36;V;;;;;;
D;511;295054;4;20110801 02:36;V;;;;;;
B;511;293030;5;20110801 02:36;;;117;MACQUEEN ST;ABERDEEN;2336;3267;M;20110510;20110624;115000;A;V;VACANT LAND;;AA;;0;AG373935;
C;511;293030;5;20110801 02:36;35/738079;
D;511;293030;5;20110801 02:36;P;;;;;;
D;511;293030;5;20110801 02:36;V;;;;;;
D;511;293030;5;20110801 02:36;V;;;;;;
B;511;293429;6;20110801 02:36;;;60;BARTON ST;SCONE;2337;1133;M;20110504;20110615;336000;A;R;RESIDENCE;;AD;;0;AG382836;
C;511;293429;6;20110801 02:36;204/574538;
D;511;293429;6;20110801 02:36;P;;;;;;
D;511;293429;6;20110801 02:36;V;;;;;;
B;511;293878;7;20110801 02:36;;;61;GUNDY RD;SCONE;2337;900;M;20110606;20110718;345000;A;R;RESIDENCE;;AE;;0;AG380841;
C;511;293878;7;20110801 02:36;6/813932;
D;511;293878;7;20110801 02:36;P;;;;;;
D;511;293878;7;20110801 02:36;V;;;;;;
B;511;293993;8;20110801 02:36;;;11;JOAN ST;SCONE;2337;1403;M;20110604;20110708;437000;A;3;FLATS;;AE;;0;AG377491;
C;511;293993;8;20110801 02:36;2/788406;
D;511;293993;8;20110801 02:36;P;;;;;;
D;511;293993;8;20110801 02:36;V;;;;;;
B;511;294379;9;20110801 02:36;;;12;MOUNT ST;SCONE;2337;3035;M;20110630;20110715;218000;A;R;RESIDENCE;;AW;;0;AG381863;
C;511;294379;9;20110801 02:36;1/749514;
D;511;294379;9;20110801 02:36;P;;;;;;
D;511;294379;9;20110801 02:36;V;;;;;;
D;511;294379;9;20110801 02:36;V;;;;;;
B;511;3313576;10;20110801 02:36;;;1138;ROMA RD;MERRIWA;2329;661.899;H;20110530;20110711;600000;R;R;RESIDENCE;;TM;;0;AG371477;
C;511;3313576;10;20110801 02:36;1/120428 1/226617 1/405443 26, 109, 139, 148, 151, 154, 165, 167, 171,;
C;511;3313576;10;20110801 02:36; 187, 191, 197, 198, 221, 231, 232, 233, 234/750754;
D;511;3313576;10;20110801 02:36;P;;;;;;
D;511;3313576;10;20110801 02:36;V;;;;;;
D;511;3313576;10;20110801 02:36;V;;;;;;
Z;51;10;11;28;
