A;102;20030619 09:04;PDANN;
B;102;1105847;1;20030619 09:04;;;15;ALCORN ST;BOWRAL;2576;528.2;M;20030212;20030314;300000;A;R;RESIDENCE;;NC;AC;0;9462196;
C;102;1105847;1;20030619 09:04;3//826169;
D;102;1105847;1;20030619 09:04;P;;;;;;
D;102;1105847;1;20030619 09:04;V;;;;;;
B;102;1106367;2;20030619 09:04;;;587;ARGYLE ST;MOSS VALE;2577;708.2;M;20021108;20030115;410000;A;R;RESIDENCE;;EC;AC;0;9454781;
C;102;1106367;2;20030619 09:04;2//209719;
D;102;1106367;2;20030619 09:04;P;;;;;;
D;102;1106367;2;20030619 09:04;P;;;;;;
D;102;1106367;2;20030619 09:04;V;;;;;;
D;102;1106367;2;20030619 09:04;V;;;;;;
B;102;1106368;3;20030619 09:04;;;587 A;ARGYLE ST;MOSS VALE;2577;663.9;M;20021108;20030115;410000;A;R;RESIDENCE;;EC;AC;0;9454781;
C;102;1106368;3;20030619 09:04;1//209719;
D;102;1106368;3;20030619 09:04;P;;;;;;
D;102;1106368;3;20030619 09:04;P;;;;;;
D;102;1106368;3;20030619 09:04;V;;;;;;
D;102;1106368;3;20030619 09:04;V;;;;;;
B;102;1106727;4;20030619 09:04;;;11;ARTHUR ST;MOSS VALE;2577;891.6;M;20030206;20030310;470000;A;R;RESIDENCE;;EC;AC;0;9454598;
C;102;1106727;4;20030619 09:04;32//543270;
D;102;1106727;4;20030619 09:04;P;;;;;;
D;102;1106727;4;20030619 09:04;V;;;;;;
B;102;1106816;5;20030619 09:04;;;53;ASCOT RD;BOWRAL;2576;916.9;M;20021209;20030310;318000;A;R;RESIDENCE;;NC;AC;0;9472574;
C;102;1106816;5;20030619 09:04;2//505985;
D;102;1106816;5;20030619 09:04;P;;;;;;
D;102;1106816;5;20030619 09:04;P;;;;;;
D;102;1106816;5;20030619 09:04;V;;;;;;
B;102;1107091;6;20030619 09:04;;;36;BANKSIA ST;COLO VALE;2575;;;20030219;20030326;275000;Z;R;RESIDENCE;;CA;AC;0;9485497;
C;102;1107091;6;20030619 09:04;6/5/2389;
D;102;1107091;6;20030619 09:04;P;;;;;;
D;102;1107091;6;20030619 09:04;P;;;;;;
D;102;1107091;6;20030619 09:04;P;;;;;;
D;102;1107091;6;20030619 09:04;V;;;;;;
D;102;1107091;6;20030619 09:04;V;;;;;;
B;102;1107292;7;20030619 09:04;SILKWOOD;;;BELANGLO RD;BELANGLO;2577;49.78;H;20021220;20030321;600000;R;R;RESIDENCE;;KY;RG;0;9476528;
C;102;1107292;7;20030619 09:04;2//711048;
D;102;1107292;7;20030619 09:04;P;;;;;;
D;102;1107292;7;20030619 09:04;P;;;;;;
D;102;1107292;7;20030619 09:04;V;;;;;;
B;102;1108389;8;20030619 09:04;;;31;BORONIA AVE;HILL TOP;2575;;;20030206;20030306;235000;Z;R;RESIDENCE;;CG;AC;0;9481717;
C;102;1108389;8;20030619 09:04;19/4/6221;
D;102;1108389;8;20030619 09:04;P;;;;;;
D;102;1108389;8;20030619 09:04;P;;;;;;
D;102;1108389;8;20030619 09:04;V;;;;;;
D;102;1108389;8;20030619 09:04;V;;;;;;
B;102;1108487;9;20030619 09:04;;;189;BOWRAL ST;BOWRAL;2576;840.7;M;20030206;20030313;330000;A;R;RESIDENCE;;NC;AC;0;9479219;
C;102;1108487;9;20030619 09:04;28//748539;
D;102;1108487;9;20030619 09:04;P;;;;;;
D;102;1108487;9;20030619 09:04;V;;;;;;
B;102;1108679;10;20030619 09:04;;;73;BOWRAL ST;WELBY;2575;1011;M;20030131;20030307;260000;A;R;RESIDENCE;;DN;AC;0;9459121;
C;102;1108679;10;20030619 09:04;11//611531;
