A;194;20030619 09:13;PDANN;
B;194;1870780;1;20030619 09:13;;;;'PINEVALE';WOOLOMIN;2340;422.5;H;20030109;20030220;417500;R;3;FARM;;MF;RG;0;9451417;
C;194;1870780;1;20030619 09:13;1001//1016402;
D;194;1870780;1;20030619 09:13;P;;;;;;
D;194;1870780;1;20030619 09:13;P;;;;;;
D;194;1870780;1;20030619 09:13;V;;;;;;
D;194;1870780;1;20030619 09:13;V;;;;;;
B;194;1871059;2;20030619 09:13;;;54;JENKINS ST;NUNDLE;2340;2023;M;20030225;20030311;96000;Z;R;RESIDENCE;;ZN;AC;0;9451040;
C;194;1871059;2;20030619 09:13;11//630964;
D;194;1871059;2;20030619 09:13;P;;;;;;
D;194;1871059;2;20030619 09:13;P;;;;;;
D;194;1871059;2;20030619 09:13;V;;;;;;
B;194;1871424;3;20030619 09:13;;;;PH WOOLOMIN;NUNDLE;2340;5.789;H;20030116;20030228;285000;R;R;RESIDENCE;;HS;RR;0;9454666;
C;194;1871424;3;20030619 09:13;201//807809;
D;194;1871424;3;20030619 09:13;P;;;;;;
D;194;1871424;3;20030619 09:13;P;;;;;;
D;194;1871424;3;20030619 09:13;V;;;;;;
B;194;2934307;4;20030619 09:13;"SHA-LEIGH";;;GAROO-NUNDLE RD;NUNDLE;2340;2.207;H;20030131;20030314;190000;R;R;RESIDENCE;;HS;;0;9464505;
C;194;2934307;4;20030619 09:13;41//1043874;
D;194;2934307;4;20030619 09:13;P;;;;;;
D;194;2934307;4;20030619 09:13;P;;;;;;
D;194;2934307;4;20030619 09:13;V;;;;;;
Z;23;4;4;13;
