A;222;20020102 12:33;PTHIRLWELL;
B;222;2463833;1;20020102 12:33;;;32;BAYONET ST;LITHGOW;2790;607;M;20011107;20011128;98000;A;R;RESIDENCE;;AB;;;8205919;
C;222;2463833;1;20020102 12:33;9//228778;
D;222;2463833;1;20020102 12:33;P;;;;;;
D;222;2463833;1;20020102 12:33;P;;;;;;
D;222;2463833;1;20020102 12:33;V;;;;;;
D;222;2463833;1;20020102 12:33;V;;;;;;
B;222;2464203;2;20020102 12:33;;;15;BROOK ST;LITHGOW;2790;;;20011018;20011205;103000;A;R;RESIDENCE;;FP;;;8208908;
C;222;2464203;2;20020102 12:33;30/50/4014;
D;222;2464203;2;20020102 12:33;P;;;;;;
D;222;2464203;2;20020102 12:33;P;;;;;;
D;222;2464203;2;20020102 12:33;V;;;;;;
D;222;2464203;2;20020102 12:33;V;;;;;;
B;222;2464248;3;20020102 12:33;;;91;CALERO ST;LITHGOW;2790;;;20011102;20011213;180000;A;R;RESIDENCE;;AA;;;8209609;
C;222;2464248;3;20020102 12:33;234//5255;
D;222;2464248;3;20020102 12:33;P;;;;;;
D;222;2464248;3;20020102 12:33;V;;;;;;
D;222;2464248;3;20020102 12:33;V;;;;;;
B;222;2464614;4;20020102 12:33;;;;CLWYDD ST;LITHGOW;2790;1102;M;20011008;20011119;140000;A;R;RESIDENCE;;AF;;;8164584;
C;222;2464614;4;20020102 12:33;21//602927;
D;222;2464614;4;20020102 12:33;P;;;;;;
D;222;2464614;4;20020102 12:33;P;;;;;;
D;222;2464614;4;20020102 12:33;V;;;;;;
B;222;2464668;5;20020102 12:33;;;38;COALBROOK ST;LITHGOW;2790;;;20011109;20011205;93000;A;R;RESIDENCE;;FP;;;8191959;
C;222;2464668;5;20020102 12:33;1//612767;
D;222;2464668;5;20020102 12:33;P;;;;;;
D;222;2464668;5;20020102 12:33;V;;;;;;
D;222;2464668;5;20020102 12:33;V;;;;;;
B;222;2464992;6;20020102 12:33;;;48;ENFIELD AVE;LITHGOW;2790;;;20011017;20011122;120000;A;R;RESIDENCE;;AB;;;8198846;
C;222;2464992;6;20020102 12:33;292, 293//9370;
D;222;2464992;6;20020102 12:33;P;;;;;;
D;222;2464992;6;20020102 12:33;P;;;;;;
D;222;2464992;6;20020102 12:33;V;;;;;;
B;222;2465187;7;20020102 12:33;;;21;FULLAGAR AVE;LITHGOW;2790;573.5;M;20011015;20011106;150000;A;R;RESIDENCE;;AC;;;8157784;
C;222;2465187;7;20020102 12:33;12//258078;
D;222;2465187;7;20020102 12:33;P;;;;;;
D;222;2465187;7;20020102 12:33;P;;;;;;
D;222;2465187;7;20020102 12:33;V;;;;;;
D;222;2465187;7;20020102 12:33;V;;;;;;
B;222;2465196;8;20020102 12:33;;;;GELL ST;LITHGOW;2790;1322;M;20011210;20011211;15000;A;V;VACANT LAND;;AF;;;8195418;
C;222;2465196;8;20020102 12:33;29//12254;
D;222;2465196;8;20020102 12:33;P;;;;;;
D;222;2465196;8;20020102 12:33;V;;;;;;
B;222;2465460;9;20020102 12:33;;;92;HARTLEY VALLEY RD;LITHGOW;2790;505.9;M;20011015;20011130;78000;A;R;RESIDENCE;;AF;;;8201452;
C;222;2465460;9;20020102 12:33;11/3/416;
D;222;2465460;9;20020102 12:33;P;;;;;;
D;222;2465460;9;20020102 12:33;V;;;;;;
