A;RTSALEDATA;051;20250428 01:15;VALNET;
B;051;504843;1;20250428 01:15;;1;84;VERMONT ST;BAROOGA;3644;411;M;20250408;20250423;375000;RU5;R;RESIDENCE;;VB1;;0;AV1504;
C;051;504843;1;20250428 01:15;2/854501;
D;051;504843;1;20250428 01:15;P;;;;;;
D;051;504843;1;20250428 01:15;V;;;;;;
B;051;507601;2;20250428 01:15;;;49;DEAN ST;TOCUMWAL;2714;2125;M;20250402;20250417;395000;RU5;3;COMMERCIAL;;TC1;;0;AU988973;
C;051;507601;2;20250428 01:15;20/3/6464;
D;051;507601;2;20250428 01:15;P;;;;;;
D;051;507601;2;20250428 01:15;V;;;;;;
B;051;507987;3;20250428 01:15;;;12;JERILDERIE ST N;TOCUMWAL;2714;1140;M;20250331;20250422;355000;RU5;R;RESIDENCE;;TR1;;0;AU999562;
C;051;507987;3;20250428 01:15;31/739727;
D;051;507987;3;20250428 01:15;P;;;;;;
D;051;507987;3;20250428 01:15;P;;;;;;
D;051;507987;3;20250428 01:15;V;;;;;;
D;051;507987;3;20250428 01:15;V;;;;;;
B;051;506343;4;20250428 01:15;;;147;CRONULLA RD;BERRIGAN;2712;22.64;H;20250218;20250422;730000;RU1;R;RESIDENCE;;BH1;;0;AU996948;
C;051;506343;4;20250428 01:15;10/261030;
D;051;506343;4;20250428 01:15;P;;;;;;
D;051;506343;4;20250428 01:15;V;;;;;;
D;051;506343;4;20250428 01:15;V;;;;;;
B;051;507479;5;20250428 01:15;;;7;BEASLEY CT;TOCUMWAL;2714;795.2;M;20200402;20250417;490000;RU5;R;RESIDENCE;;TR1;;0;AU988823;
C;051;507479;5;20250428 01:15;46/732543;
D;051;507479;5;20250428 01:15;P;;;;;;
D;051;507479;5;20250428 01:15;P;;;;;;
D;051;507479;5;20250428 01:15;V;;;;;;
B;051;2849661;6;20250428 01:15;;;3;BALL CT;TOCUMWAL;2714;876.7;M;20250206;20250417;400000;RU5;R;RESIDENCE;;TR1;;0;AU988731;
C;051;2849661;6;20250428 01:15;61/1032034;
D;051;2849661;6;20250428 01:15;P;;;;;;
D;051;2849661;6;20250428 01:15;V;;;;;;
D;051;2849661;6;20250428 01:15;V;;;;;;
B;051;3309563;7;20250428 01:15;;;12;ISABEL AVE;BAROOGA;3644;783.9;M;20250124;20250417;595000;RU5;R;RESIDENCE;;VB1;;0;AU989006;
C;051;3309563;7;20250428 01:15;56/1110847;
D;051;3309563;7;20250428 01:15;P;;;;;;
D;051;3309563;7;20250428 01:15;P;;;;;;
D;051;3309563;7;20250428 01:15;V;;;;;;
D;051;3309563;7;20250428 01:15;V;;;;;;
B;051;4391976;8;20250428 01:15;;;28;HUTSONS RD;TOCUMWAL;2714;810;M;20250318;20250422;615000;RU5;R;RESIDENCE;;TR1;;0;AU996947;
C;051;4391976;8;20250428 01:15;2/1263147;
D;051;4391976;8;20250428 01:15;P;;;;;;
D;051;4391976;8;20250428 01:15;P;;;;;;
D;051;4391976;8;20250428 01:15;V;;;;;;
D;051;4391976;8;20250428 01:15;V;;;;;;
Z;43;8;8;25;
