A;071;20110801 02:00;VALNET;
B;071;552767;1;20110801 02:00;;;1;BLACKBURN PL;KHANCOBAN;2642;923.1;M;20110629;20110708;22000;RU5;V;VACANT LAND;;VKH;;0;AG370259;
C;071;552767;1;20110801 02:00;26/226654;
D;071;552767;1;20110801 02:00;P;;;;;;
D;071;552767;1;20110801 02:00;V;;;;;;
B;071;553167;2;20110801 02:00;;;1884;WAGGA RD;ROSEWOOD;2652;17.6;H;20110524;20110630;365000;RU1;3;FARM;;HPA;;0;AG371840;
C;071;553167;2;20110801 02:00;PT 92/755880;
D;071;553167;2;20110801 02:00;P;;;;;;
D;071;553167;2;20110801 02:00;P;;;;;;
D;071;553167;2;20110801 02:00;V;;;;;;
D;071;553167;2;20110801 02:00;V;;;;;;
B;071;553734;3;20110801 02:00;;;12;BRIDGE ST;TUMBARUMBA;2653;607;M;20110705;20110721;100000;B2;R;RESIDENCE;;LCT;;0;AG391077;
C;071;553734;3;20110801 02:00;A/404389;
D;071;553734;3;20110801 02:00;P;;;;;;
D;071;553734;3;20110801 02:00;P;;;;;;
D;071;553734;3;20110801 02:00;V;;;;;;
B;071;3282343;4;20110801 02:00;;;710;TARADALE RD;COURABYRA;2653;3.981;H;20110606;20110628;400000;RU1;R;RESIDENCE;;HPC;;0;AG369254;
C;071;3282343;4;20110801 02:00;14/1103826;
D;071;3282343;4;20110801 02:00;P;;;;;;
D;071;3282343;4;20110801 02:00;P;;;;;;
D;071;3282343;4;20110801 02:00;V;;;;;;
Z;22;4;4;12;
