A;RTSALEDATA;656;20250303 01:09;VALNET;
B;656;4170525;1;20250303 01:09;;;14;MEARES CCT;THRUMSTER;2444;466.1;M;20241211;20250224;852000;R1;R;RESIDENCE;;ABD;;0;AU845250;
C;656;4170525;1;20250303 01:09;369/1241368;
D;656;4170525;1;20250303 01:09;P;;;;;;
D;656;4170525;1;20250303 01:09;P;;;;;;
D;656;4170525;1;20250303 01:09;V;;;;;;
D;656;4170525;1;20250303 01:09;V;;;;;;
B;656;4596454;2;20250303 01:09;;;9;FISHBURN PL;DUNBOGAN;2443;634.2;M;20250129;20250221;510000;R1;V;VACANT LAND;;ADK;;0;AU840890;
C;656;4596454;2;20250303 01:09;704/1309397;
D;656;4596454;2;20250303 01:09;P;;;;;;
D;656;4596454;2;20250303 01:09;V;;;;;;
B;656;4596603;3;20250303 01:09;;;13;RAILWAY ST;KENDALL;2439;552.1;M;20240802;20250221;275000;;V;VACANT LAND;;;;0;AU842005;
C;656;4596603;3;20250303 01:09;1/1313212;
D;656;4596603;3;20250303 01:09;P;;;;;;
D;656;4596603;3;20250303 01:09;V;;;;;;
D;656;4596603;3;20250303 01:09;V;;;;;;
B;656;4517531;4;20250303 01:09;;;15;MACKELLAR WAY;THRUMSTER;2444;541.8;M;20250120;20250224;889000;R1;R;RESIDENCE;;ABD;;0;AU845631;
C;656;4517531;4;20250303 01:09;2/1298370;
D;656;4517531;4;20250303 01:09;P;;;;;;
D;656;4517531;4;20250303 01:09;V;;;;;;
B;656;2736143;5;20250303 01:09;;;82;MORUYA DR;PORT MACQUARIE;2444;647;M;20250207;20250221;20000;R1;R;RESIDENCE;;AAL;;0;AU842152;
C;656;2736143;5;20250303 01:09;43/701337;
D;656;2736143;5;20250303 01:09;P;;;;;;
D;656;2736143;5;20250303 01:09;V;;;;;;
D;656;2736143;5;20250303 01:09;V;;;;;;
B;656;2725857;6;20250303 01:09;;;2;ARAWA CL;PORT MACQUARIE;2444;727.2;M;20250209;20250225;330000;R1;R;RESIDENCE;;AAL;;0;AU849268;
C;656;2725857;6;20250303 01:09;29/239598;
D;656;2725857;6;20250303 01:09;P;;;;;;
D;656;2725857;6;20250303 01:09;V;;;;;;
D;656;2725857;6;20250303 01:09;V;;;;;;
D;656;2725857;6;20250303 01:09;V;;;;;;
B;656;2725917;7;20250303 01:09;;1;2;ARNCLIFFE AVE;PORT MACQUARIE;2444;;;20250109;20250220;620000;;R;RESIDENCE;1;;;0;AU839160;
C;656;2725917;7;20250303 01:09;1/SP9305;
D;656;2725917;7;20250303 01:09;P;;;;;;
D;656;2725917;7;20250303 01:09;P;;;;;;
D;656;2725917;7;20250303 01:09;V;;;;;;
B;656;2731443;8;20250303 01:09;;;13;CATHIE RD;PORT MACQUARIE;2444;1163;M;20250116;20250213;1600000;R1;R;RESIDENCE;;AAB;;0;AU822800;
C;656;2731443;8;20250303 01:09;157, 158/208479;
D;656;2731443;8;20250303 01:09;P;;;;;;
D;656;2731443;8;20250303 01:09;P;;;;;;
D;656;2731443;8;20250303 01:09;V;;;;;;
B;656;2718470;9;20250303 01:09;;;14;KOONWARRA ST;WEST HAVEN;2443;817.6;M;20250207;20250221;715000;R1;R;RESIDENCE;;ADC;;0;AU841502;
C;656;2718470;9;20250303 01:09;50/790538;
D;656;2718470;9;20250303 01:09;P;;;;;;
D;656;2718470;9;20250303 01:09;P;;;;;;
D;656;2718470;9;20250303 01:09;V;;;;;;
D;656;2718470;9;20250303 01:09;V;;;;;;
B;656;2731994;10;20250303 01:09;;;63;HIBBARD DR;PORT MACQUARIE;2444;286.8;M;20250210;20250221;520000;R1;R;RESIDENCE;;AAW;;0;AU841970;
C;656;2731994;10;20250303 01:09;7/841649;
D;656;2731994;10;20250303 01:09;P;;;;;;
D;656;2731994;10;20250303 01:09;V;;;;;;
B;656;2718723;11;20250303 01:09;;;27;BAY ST;DUNBOGAN;2443;1309;M;20241210;20250207;1200000;R1;R;RESIDENCE;;ADJ;;0;AU811588;
C;656;2718723;11;20250303 01:09;13/23201;
D;656;2718723;11;20250303 01:09;P;;;;;;
D;656;2718723;11;20250303 01:09;P;;;;;;
D;656;2718723;11;20250303 01:09;V;;;;;;
D;656;2718723;11;20250303 01:09;V;;;;;;
B;656;2732327;12;20250303 01:09;;;165;HINDMAN ST;PORT MACQUARIE;2444;625.3;M;20250109;20250221;785000;R1;R;RESIDENCE;;AAS;;0;AU843767;
C;656;2732327;12;20250303 01:09;10/803815;
D;656;2732327;12;20250303 01:09;P;;;;;;
D;656;2732327;12;20250303 01:09;P;;;;;;
D;656;2732327;12;20250303 01:09;V;;;;;;
D;656;2732327;12;20250303 01:09;V;;;;;;
B;656;2719268;13;20250303 01:09;;;187;KENDALL RD;KEW;2439;499.5;M;20250113;20250224;440000;R1;R;RESIDENCE;;ZTL;;0;AU845381;
C;656;2719268;13;20250303 01:09;7/23790;
D;656;2719268;13;20250303 01:09;P;;;;;;
D;656;2719268;13;20250303 01:09;P;;;;;;
D;656;2719268;13;20250303 01:09;V;;;;;;
D;656;2719268;13;20250303 01:09;V;;;;;;
B;656;2732646;14;20250303 01:09;;;9;HOME RIDGE TCE;PORT MACQUARIE;2444;633.9;M;20250123;20250220;990000;R1;R;RESIDENCE;;AAB;;0;AU839275;
C;656;2732646;14;20250303 01:09;226/1015324;
D;656;2732646;14;20250303 01:09;P;;;;;;
D;656;2732646;14;20250303 01:09;P;;;;;;
D;656;2732646;14;20250303 01:09;V;;;;;;
D;656;2732646;14;20250303 01:09;V;;;;;;
B;656;2740685;15;20250303 01:09;;;29;THE SPINNAKER;PORT MACQUARIE;2444;645;M;20250114;20250225;755000;R1;R;RESIDENCE;;AAS;;0;AU847486;
C;656;2740685;15;20250303 01:09;41/216093;
D;656;2740685;15;20250303 01:09;P;;;;;;
D;656;2740685;15;20250303 01:09;P;;;;;;
D;656;2740685;15;20250303 01:09;V;;;;;;
D;656;2740685;15;20250303 01:09;V;;;;;;
B;656;2744903;16;20250303 01:09;;;5;MURSON CRES;NORTH HAVEN;2443;693;M;20250201;20250221;920000;R1;R;RESIDENCE;;ADN;;0;AU842045;
C;656;2744903;16;20250303 01:09;42/791737;
D;656;2744903;16;20250303 01:09;P;;;;;;
D;656;2744903;16;20250303 01:09;V;;;;;;
