A;123;20030501 12:43;PBARBER;
B;123;1264008;1;20030501 12:43;;;;ALBION ST;OBERON;2787;2.697;H;20030219;20030402;360000;R;R;RESIDENCE;;CA;;;9533999;
C;123;1264008;1;20030501 12:43;10//809145;
D;123;1264008;1;20030501 12:43;P;;;;;;
D;123;1264008;1;20030501 12:43;P;;;;;;
D;123;1264008;1;20030501 12:43;V;;;;;;
D;123;1264008;1;20030501 12:43;V;;;;;;
B;123;1264189;2;20030501 12:43;;;10;BUCKLEY CRES;OBERON;2787;543.8;M;20030226;20030409;95500;Z;R;RESIDENCE;;ZA;;;9553539;
C;123;1264189;2;20030501 12:43;12//204198;
D;123;1264189;2;20030501 12:43;P;;;;;;
D;123;1264189;2;20030501 12:43;P;;;;;;
D;123;1264189;2;20030501 12:43;V;;;;;;
B;123;1264498;3;20030501 12:43;;1;13;DULCE DR;OBERON;2787;;;20030307;20030410;150000;;R;RESIDENCE;1;;;;9530634;
C;123;1264498;3;20030501 12:43;1//SP 52936;
D;123;1264498;3;20030501 12:43;P;;;;;;
D;123;1264498;3;20030501 12:43;V;;;;;;
B;123;1265235;4;20030501 12:43;;;9;TARANA RD;OBERON;2787;798.2;M;20030315;20030411;190250;Z;R;RESIDENCE;;ZA;;;9544843;
C;123;1265235;4;20030501 12:43;12//249130;
D;123;1265235;4;20030501 12:43;P;;;;;;
D;123;1265235;4;20030501 12:43;V;;;;;;
B;123;2779200;5;20030501 12:43;;;561;MCKEONS CREEK RD;OBERON;2787;8.55;H;20030303;20030411;116000;R;V;VACANT LAND;;CB;;;9529310;
C;123;2779200;5;20030501 12:43;38, 43//872425;
D;123;2779200;5;20030501 12:43;P;;;;;;
D;123;2779200;5;20030501 12:43;P;;;;;;
D;123;2779200;5;20030501 12:43;V;;;;;;
B;123;2779205;6;20030501 12:43;;;;ALBION ST;OBERON;2787;7174;M;20030221;20030404;35000;Z;V;VACANT LAND;;ZF;;;9516059;
C;123;2779205;6;20030501 12:43;47//1022095;
D;123;2779205;6;20030501 12:43;P;;;;;;
D;123;2779205;6;20030501 12:43;P;;;;;;
D;123;2779205;6;20030501 12:43;V;;;;;;
B;123;2882731;7;20030501 12:43;;;;BLOOM HILL RD;O'CONNELL;2795;11.91;H;20030303;20030401;104000;R;V;VACANT LAND;;NB;;;9535424;
C;123;2882731;7;20030501 12:43;204//1033930;
D;123;2882731;7;20030501 12:43;P;;;;;;
D;123;2882731;7;20030501 12:43;V;;;;;;
D;123;2882731;7;20030501 12:43;V;;;;;;
B;123;2970399;8;20030501 12:43;;;LOT24;JUNCTION RD;OBERON;2787;;;20021029;20021203;125000;;V;VACANT LAND;;;;;9513667;
C;123;2970399;8;20030501 12:43;240//1049630;
D;123;2970399;8;20030501 12:43;P;;;;;;
D;123;2970399;8;20030501 12:43;P;;;;;;
B;123;2973949;9;20030501 12:43;;;LOT3;HAZELGROVE RD;TARANA;2787;;;20021210;20030402;390000;;R;RESIDENCE;;;;;9522369;
C;123;2973949;9;20030501 12:43;3//1049016;
D;123;2973949;9;20030501 12:43;P;;;;;;
D;123;2973949;9;20030501 12:43;V;;;;;;
B;123;2973953;10;20030501 12:43;;;LOT2;BAILEYS LANE;OBERON;2787;;;20030106;20030328;180000;;R;RESIDENCE;;;;;9527235;
C;123;2973953;10;20030501 12:43;2//1049370;
D;123;2973953;10;20030501 12:43;P;;;;;;
D;123;2973953;10;20030501 12:43;V;;;;;;
D;123;2973953;10;20030501 12:43;V;;;;;;
Z;49;10;10;27;
