A;123;20020603 10:18;PTHIRLWELL;
B;123;1263836;1;20020603 10:18;;;553;LOWES MOUNT RD;OBERON;2787;36.79;H;20020227;20020419;220000;R;R;RESIDENCE;;ND;;;8606449;
C;123;1263836;1;20020603 10:18;1//376497 1//652483;
D;123;1263836;1;20020603 10:18;P;;;;;;
D;123;1263836;1;20020603 10:18;V;;;;;;
B;123;1264314;2;20020603 10:18;;;109;CURTIS ST;OBERON;2787;1019;M;20020417;20020515;76000;Z;R;RESIDENCE;;ZA;;;8638282;
C;123;1264314;2;20020603 10:18;1//576661;
D;123;1264314;2;20020603 10:18;P;;;;;;
D;123;1264314;2;20020603 10:18;V;;;;;;
D;123;1264314;2;20020603 10:18;V;;;;;;
B;123;1264455;3;20020603 10:18;;;24;DUCKMALOI RD;OBERON;2787;1038;M;20020304;20020417;16000;Z;V;VACANT LAND;;ZA;AV;;8587146;
C;123;1264455;3;20020603 10:18;1//195815;
D;123;1264455;3;20020603 10:18;P;;;;;;
D;123;1264455;3;20020603 10:18;P;;;;;;
D;123;1264455;3;20020603 10:18;V;;;;;;
B;123;1264475;4;20020603 10:18;;;71;DUDLEY ST;OBERON;2787;935.8;M;20011221;20020125;119000;Z;R;RESIDENCE;;ZA;;;8548839;
C;123;1264475;4;20020603 10:18;6/43/758805;
D;123;1264475;4;20020603 10:18;P;;;;;;
D;123;1264475;4;20020603 10:18;V;;;;;;
B;123;1264498;5;20020603 10:18;;2;13;DULCE DR;OBERON;2787;;;20020403;20020508;131000;;R;RESIDENCE;2;;;;8595803;
C;123;1264498;5;20020603 10:18;2//SP 52936;
D;123;1264498;5;20020603 10:18;P;;;;;;
D;123;1264498;5;20020603 10:18;V;;;;;;
B;123;1264504;6;20020603 10:18;;;;DULCE DR;OBERON;2787;657.4;M;20020325;20020429;122000;Z;R;RESIDENCE;;ZA;;;8620444;
C;123;1264504;6;20020603 10:18;73//748894;
D;123;1264504;6;20020603 10:18;P;;;;;;
D;123;1264504;6;20020603 10:18;V;;;;;;
D;123;1264504;6;20020603 10:18;V;;;;;;
B;123;1264941;7;20020603 10:18;;;1;PHILLIP ST;OBERON;2787;663.9;M;20020328;20020502;53000;Z;3;HOUSE;;ZA;;;8636404;
C;123;1264941;7;20020603 10:18;24//219824;
D;123;1264941;7;20020603 10:18;P;;;;;;
D;123;1264941;7;20020603 10:18;P;;;;;;
D;123;1264941;7;20020603 10:18;V;;;;;;
B;123;1265246;8;20020603 10:18;;;27;TASMAN ST;OBERON;2787;884;M;20020322;20020411;118000;Z;R;RESIDENCE;;ZA;AC;;8553376;
C;123;1265246;8;20020603 10:18;71//748894;
D;123;1265246;8;20020603 10:18;P;;;;;;
D;123;1265246;8;20020603 10:18;P;;;;;;
D;123;1265246;8;20020603 10:18;V;;;;;;
B;123;1265426;9;20020603 10:18;;;71;WHITELEY RD;OBERON;2787;3.175;H;20020220;20020409;295000;R;R;RESIDENCE;;CA;;;8574593;
C;123;1265426;9;20020603 10:18;49//794311;
D;123;1265426;9;20020603 10:18;P;;;;;;
D;123;1265426;9;20020603 10:18;V;;;;;;
D;123;1265426;9;20020603 10:18;V;;;;;;
B;123;2871931;10;20020603 10:18;;;;JUNCTION RD;DUCKMALOI;2787;8.488;H;20020314;20020510;93500;R;V;VACANT LAND;;CB;;;8600484;
C;123;2871931;10;20020603 10:18;22//1031503;
D;123;2871931;10;20020603 10:18;P;;;;;;
D;123;2871931;10;20020603 10:18;P;;;;;;
D;123;2871931;10;20020603 10:18;P;;;;;;
D;123;2871931;10;20020603 10:18;P;;;;;;
D;123;2871931;10;20020603 10:18;V;;;;;;
D;123;2871931;10;20020603 10:18;V;;;;;;
D;123;2871931;10;20020603 10:18;V;;;;;;
D;123;2871931;10;20020603 10:18;V;;;;;;
B;123;2896072;11;20020603 10:18;;;365;DUCKMALOI RD;OBERON;2787;11.98;H;20020321;20020502;162500;R;V;VACANT LAND;;CB;;;8575563;
C;123;2896072;11;20020603 10:18;2//48492 1//782825;
D;123;2896072;11;20020603 10:18;P;;;;;;
D;123;2896072;11;20020603 10:18;V;;;;;;
D;123;2896072;11;20020603 10:18;V;;;;;;
Z;59;11;11;35;
