A;057;20031002 11:02;PDANN;
B;057;521536;1;20031002 11:02;;;99;BURTON ST;DENILIQUIN;2710;600;M;20030728;20030903;75000;A;R;RESIDENCE;;RD;;0;9971236;
C;057;521536;1;20031002 11:02;8//263010;
D;057;521536;1;20031002 11:02;P;;;;;;
D;057;521536;1;20031002 11:02;P;;;;;;
D;057;521536;1;20031002 11:02;V;;;;;;
B;057;521901;2;20031002 11:02;;;402;CRESSY ST;DENILIQUIN;2710;1103.8;M;20030730;20030910;100000;A;R;RESIDENCE;;AA;;0;9996734;
C;057;521901;2;20031002 11:02;1, 2//111997;
D;057;521901;2;20031002 11:02;P;;;;;;
D;057;521901;2;20031002 11:02;P;;;;;;
D;057;521901;2;20031002 11:02;V;;;;;;
B;057;521903;3;20031002 11:02;;2;406;CRESSY ST;DENILIQUIN;2710;;;20030818;20030905;95000;;3;UNIT;2;;;0;9992356;
C;057;521903;3;20031002 11:02;2//SP 13792;
D;057;521903;3;20031002 11:02;P;;;;;;
D;057;521903;3;20031002 11:02;V;;;;;;
D;057;521903;3;20031002 11:02;V;;;;;;
B;057;522192;4;20031002 11:02;;;115;DICK ST;DENILIQUIN;2710;556.4;M;20030819;20030919;65000;A;R;RESIDENCE;;AB;;0;AA7100;
C;057;522192;4;20031002 11:02;13//235968;
D;057;522192;4;20031002 11:02;P;;;;;;
D;057;522192;4;20031002 11:02;P;;;;;;
D;057;522192;4;20031002 11:02;V;;;;;;
D;057;522192;4;20031002 11:02;V;;;;;;
B;057;522561;5;20031002 11:02;;5;342;GEORGE ST;DENILIQUIN;2710;;;20030617;20030630;70000;;3;PROFESSIONALR;5;;;0;9991756;
C;057;522561;5;20031002 11:02;5//SP 18780;
D;057;522561;5;20031002 11:02;P;;;;;;
D;057;522561;5;20031002 11:02;V;;;;;;
B;057;524162;6;20031002 11:02;;;5;ROBERTSON CRES;DENILIQUIN;2710;676.6;M;20030725;20030829;81000;A;R;RESIDENCE;;AB;;0;AA4010;
C;057;524162;6;20031002 11:02;26//235968;
D;057;524162;6;20031002 11:02;P;;;;;;
D;057;524162;6;20031002 11:02;V;;;;;;
B;057;524390;7;20031002 11:02;;;312;SLOANE ST;DENILIQUIN;2710;682.9;M;20030808;20030910;60000;A;R;RESIDENCE;;AB;;0;9979253;
C;057;524390;7;20031002 11:02;14//36366;
D;057;524390;7;20031002 11:02;P;;;;;;
D;057;524390;7;20031002 11:02;P;;;;;;
D;057;524390;7;20031002 11:02;V;;;;;;
D;057;524390;7;20031002 11:02;V;;;;;;
B;057;3001866;8;20031002 11:02;;;;AUGUSTUS ST;DENILIQUIN;2710;3114;M;20030808;20030903;99000;;3;INDUSTRIAL;;;;0;9968506;
C;057;3001866;8;20031002 11:02;1172//1055136;
D;057;3001866;8;20031002 11:02;P;;;;;;
D;057;3001866;8;20031002 11:02;V;;;;;;
Z;41;8;8;23;
