A;RTSALEDATA;218;20250106 01:07;VALNET;
B;218;4177236;1;20250106 01:07;;;2;BINH BA ST;BARDIA;2565;201.1;M;20241117;20241227;1025000;R1;R;RESIDENCE;;GBA;;0;AU722656;
C;218;4177236;1;20250106 01:07;2158/1230141;
D;218;4177236;1;20250106 01:07;P;;;;;;
D;218;4177236;1;20250106 01:07;P;;;;;;
D;218;4177236;1;20250106 01:07;V;;;;;;
B;218;4121535;2;20250106 01:07;;;34;MALAYA ST;BARDIA;2565;420;M;20241018;20241227;1380000;R1;R;RESIDENCE;;GBA;;0;AU722589;
C;218;4121535;2;20250106 01:07;5097/1200786;
D;218;4121535;2;20250106 01:07;P;;;;;;
D;218;4121535;2;20250106 01:07;V;;;;;;
B;218;4585049;3;20250106 01:07;;;19;KIORA ST;GILEAD;2560;450;M;20220303;20241231;562000;;V;VACANT LAND;;;;0;AU725496;
C;218;4585049;3;20250106 01:07;1265/1242643;
D;218;4585049;3;20250106 01:07;P;;;;;;
D;218;4585049;3;20250106 01:07;P;;;;;;
D;218;4585049;3;20250106 01:07;V;;;;;;
B;218;4585092;4;20250106 01:07;;;11;ELLISON ST;GILEAD;2560;375;M;20220511;20241227;540000;;R;RESIDENCE;;;;0;AU722442;
C;218;4585092;4;20250106 01:07;1308/1242643;
D;218;4585092;4;20250106 01:07;P;;;;;;
D;218;4585092;4;20250106 01:07;V;;;;;;
B;218;4584708;5;20250106 01:07;;;60;BUSHEL APP;GILEAD;2560;578.7;M;20220609;20241227;653000;;V;VACANT LAND;;;;0;AU722633;
C;218;4584708;5;20250106 01:07;1039/1242642;
D;218;4584708;5;20250106 01:07;P;;;;;;
D;218;4584708;5;20250106 01:07;V;;;;;;
B;218;2339395;6;20250106 01:07;;12;23;SECOND AVE;MACQUARIE FIELDS;2564;;;20241115;20241227;705000;;R;RESIDENCE;12;;;0;AU722677;
C;218;2339395;6;20250106 01:07;12/SP15770;
D;218;2339395;6;20250106 01:07;P;;;;;;
D;218;2339395;6;20250106 01:07;P;;;;;;
D;218;2339395;6;20250106 01:07;V;;;;;;
B;218;4405676;7;20250106 01:07;;;300;CAMPBELLTOWN RD;BARDIA;2565;279.2;M;20240925;20241230;525000;R1;3;WAREHOUSE;;GBA;;0;AU724642;
C;218;4405676;7;20250106 01:07;2303/1265815;
D;218;4405676;7;20250106 01:07;P;;;;;;
D;218;4405676;7;20250106 01:07;V;;;;;;
D;218;4405676;7;20250106 01:07;V;;;;;;
Z;34;7;7;18;
