A;148;20020603 10:23;PTHIRLWELL;
B;148;1642421;1;20020603 10:23;;;;ANTRIM ST;EAST BALLINA;2478;818.1;M;20011011;20011109;333000;A;R;RESIDENCE;;AT;AC;;8544661;
C;148;1642421;1;20020603 10:23;78//259864;
D;148;1642421;1;20020603 10:23;P;;;;;;
D;148;1642421;1;20020603 10:23;P;;;;;;
D;148;1642421;1;20020603 10:23;V;;;;;;
D;148;1642421;1;20020603 10:23;V;;;;;;
B;148;1642446;2;20020603 10:23;;;;ANTRIM ST;EAST BALLINA;2478;739.2;M;20020322;20020410;265000;A;R;RESIDENCE;;AT;AC;;8583105;
C;148;1642446;2;20020603 10:23;102//259864;
D;148;1642446;2;20020603 10:23;P;;;;;;
D;148;1642446;2;20020603 10:23;V;;;;;;
D;148;1642446;2;20020603 10:23;V;;;;;;
B;148;1642495;3;20020603 10:23;;;;APSLEY PL;BALLINA;2478;613.1;M;20020410;20020508;120000;A;R;RESIDENCE;;AC;AC;;8605675;
C;148;1642495;3;20020603 10:23;29//260335;
D;148;1642495;3;20020603 10:23;P;;;;;;
D;148;1642495;3;20020603 10:23;V;;;;;;
D;148;1642495;3;20020603 10:23;V;;;;;;
D;148;1642495;3;20020603 10:23;V;;;;;;
B;148;1642556;4;20020603 10:23;;2;8;BARWEN ST;EAST BALLINA;2478;;;20020204;20020318;150000;;R;RESIDENCE;2;;;;8548078;
C;148;1642556;4;20020603 10:23;2//SP 54742;
D;148;1642556;4;20020603 10:23;P;;;;;;
D;148;1642556;4;20020603 10:23;V;;;;;;
B;148;1642891;5;20020603 10:23;;;;BERNARD ST;BALLINA;2478;608.7;M;20020208;20020307;217500;A;R;RESIDENCE;;AJ;AC;;8558651;
C;148;1642891;5;20020603 10:23;354//263137;
D;148;1642891;5;20020603 10:23;P;;;;;;
D;148;1642891;5;20020603 10:23;V;;;;;;
B;148;1642994;6;20020603 10:23;;;31;BONVIEW ST;EAST BALLINA;2478;980.1;M;20010808;20020507;255000;A;R;RESIDENCE;;AV;AC;;8620778;
C;148;1642994;6;20020603 10:23;4//234328;
D;148;1642994;6;20020603 10:23;P;;;;;;
D;148;1642994;6;20020603 10:23;P;;;;;;
D;148;1642994;6;20020603 10:23;V;;;;;;
D;148;1642994;6;20020603 10:23;V;;;;;;
B;148;1643164;7;20020603 10:23;;;120;BURNET ST;BALLINA;2478;537.5;M;20020402;20020426;165000;A;R;RESIDENCE;;BG;AC;;8602895;
C;148;1643164;7;20020603 10:23;1//418932;
D;148;1643164;7;20020603 10:23;P;;;;;;
D;148;1643164;7;20020603 10:23;V;;;;;;
D;148;1643164;7;20020603 10:23;V;;;;;;
B;148;1643190;8;20020603 10:23;;;139;BURNET ST;BALLINA;2478;467.9;M;20020215;20020322;150000;A;R;RESIDENCE;;AJ;AC;;8496334;
C;148;1643190;8;20020603 10:23;A//103419;
D;148;1643190;8;20020603 10:23;P;;;;;;
D;148;1643190;8;20020603 10:23;P;;;;;;
D;148;1643190;8;20020603 10:23;V;;;;;;
B;148;1643231;9;20020603 10:23;;;19;BURNET ST;BALLINA;2478;467.9;M;20011116;20011212;130000;A;R;RESIDENCE;;BG;AC;;8261303;
C;148;1643231;9;20020603 10:23;2//406810;
D;148;1643231;9;20020603 10:23;P;;;;;;
D;148;1643231;9;20020603 10:23;V;;;;;;
B;148;1643272;10;20020603 10:23;;;;BURNS POINT FERRY RD;BALLINA;2478;873.4;M;20020308;20020429;530000;A;3;;;AA;AC;;8579575;
C;148;1643272;10;20020603 10:23;160//787565;
D;148;1643272;10;20020603 10:23;P;;;;;;
D;148;1643272;10;20020603 10:23;P;;;;;;
D;148;1643272;10;20020603 10:23;V;;;;;;
D;148;1643272;10;20020603 10:23;V;;;;;;
B;148;1643661;11;20020603 10:23;;;24;CEDAR CRES;EAST BALLINA;2478;657.6;M;20020226;20020326;310000;A;R;RESIDENCE;;AL;AC;;8576512;
C;148;1643661;11;20020603 10:23;5//240736;
D;148;1643661;11;20020603 10:23;P;;;;;;
D;148;1643661;11;20020603 10:23;P;;;;;;
D;148;1643661;11;20020603 10:23;V;;;;;;
D;148;1643661;11;20020603 10:23;V;;;;;;
B;148;1643679;12;20020603 10:23;;;37;CHERRY ST;BALLINA;2478;2023.17;M;20010212;20020410;550000;B;V;VACANT LAND;;CH;BV;;8557902;
C;148;1643679;12;20020603 10:23;A, B//329110;
D;148;1643679;12;20020603 10:23;P;;;;;;
D;148;1643679;12;20020603 10:23;V;;;;;;
B;148;1643700;13;20020603 10:23;;;109;CHERRY ST;BALLINA;2478;828.4;M;20020308;20020408;492500;A;R;RESIDENCE;;BG;AC;;8566262;
C;148;1643700;13;20020603 10:23;12/2/1058;
D;148;1643700;13;20020603 10:23;P;;;;;;
D;148;1643700;13;20020603 10:23;V;;;;;;
D;148;1643700;13;20020603 10:23;V;;;;;;
B;148;1643743;14;20020603 10:23;;18;136;CHERRY ST;BALLINA;2478;;;20020225;20020501;172000;;R;RESIDENCE;18;;;;8590398;
C;148;1643743;14;20020603 10:23;18//36551;
D;148;1643743;14;20020603 10:23;P;;;;;;
D;148;1643743;14;20020603 10:23;V;;;;;;
B;148;1643877;15;20020603 10:23;;;;CHICKIBA DR;EAST BALLINA;2478;908.9;M;20020315;20020515;337000;A;R;RESIDENCE;;AP;;;8633829;
C;148;1643877;15;20020603 10:23;56//719511;
D;148;1643877;15;20020603 10:23;P;;;;;;
D;148;1643877;15;20020603 10:23;P;;;;;;
D;148;1643877;15;20020603 10:23;V;;;;;;
D;148;1643877;15;20020603 10:23;V;;;;;;
B;148;1643888;16;20020603 10:23;;3;;CHICKIBA DR;EAST BALLINA;2478;;;20011112;20011207;140000;;R;RESIDENCE;3;;;;8610267;
C;148;1643888;16;20020603 10:23;3//35885;
D;148;1643888;16;20020603 10:23;P;;;;;;
D;148;1643888;16;20020603 10:23;V;;;;;;
D;148;1643888;16;20020603 10:23;V;;;;;;
B;148;1644136;17;20020603 10:23;;2;4;CRANE ST;BALLINA;2478;;;20020418;20020523;175000;;R;RESIDENCE;2;;;;8637733;
C;148;1644136;17;20020603 10:23;2//22655;
D;148;1644136;17;20020603 10:23;P;;;;;;
D;148;1644136;17;20020603 10:23;P;;;;;;
D;148;1644136;17;20020603 10:23;V;;;;;;
B;148;1644149;18;20020603 10:23;;4;20;CRANE ST;BALLINA;2478;;;20020301;20020328;179000;;R;RESIDENCE;4;;;;8542320;
C;148;1644149;18;20020603 10:23;4//41804;
D;148;1644149;18;20020603 10:23;P;;;;;;
D;148;1644149;18;20020603 10:23;V;;;;;;
B;148;1644167;19;20020603 10:23;;5;68;CRANE ST;BALLINA;2478;;;20020322;20020419;198000;;3;HOME UNIT;5;;;;8556188;
C;148;1644167;19;20020603 10:23;5//SP 63763;
D;148;1644167;19;20020603 10:23;P;;;;;;
B;148;1644343;20;20020603 10:23;;;14;DAYDREAM AVE;BALLINA;2478;608.1;M;20020424;20020502;243000;A;R;RESIDENCE;;AC;AC;;8588063;
C;148;1644343;20;20020603 10:23;80//246453;
D;148;1644343;20;20020603 10:23;P;;;;;;
D;148;1644343;20;20020603 10:23;V;;;;;;
D;148;1644343;20;20020603 10:23;V;;;;;;
B;148;1644488;21;20020603 10:23;;1;6;ELIZABETH ST;EAST BALLINA;2478;;;20020322;20020509;400000;;3;UNIT;1;;;;8616777;
C;148;1644488;21;20020603 10:23;1//SP 37058;
D;148;1644488;21;20020603 10:23;P;;;;;;
B;148;1644618;22;20020603 10:23;;;;EYLES DR;EAST BALLINA;2478;740;M;20020314;20020414;300000;A;R;RESIDENCE;;AT;AC;;8615364;
C;148;1644618;22;20020603 10:23;126//262288;
D;148;1644618;22;20020603 10:23;P;;;;;;
D;148;1644618;22;20020603 10:23;V;;;;;;
D;148;1644618;22;20020603 10:23;V;;;;;;
B;148;1644854;23;20020603 10:23;;;;FOX ST;BALLINA;2478;647.9;M;20020305;20020501;225000;A;R;RESIDENCE;;AJ;AC;;8593480;
C;148;1644854;23;20020603 10:23;4//259587;
D;148;1644854;23;20020603 10:23;P;;;;;;
D;148;1644854;23;20020603 10:23;P;;;;;;
D;148;1644854;23;20020603 10:23;V;;;;;;
D;148;1644854;23;20020603 10:23;V;;;;;;
B;148;1645176;24;20020603 10:23;;3;4;HENDERSON ST;EAST BALLINA;2478;;;20020412;20020517;196500;;R;RESIDENCE;3;;;;8624527;
C;148;1645176;24;20020603 10:23;3//22445;
D;148;1645176;24;20020603 10:23;P;;;;;;
D;148;1645176;24;20020603 10:23;V;;;;;;
D;148;1645176;24;20020603 10:23;V;;;;;;
B;148;1645187;25;20020603 10:23;;6;1;HENDERSON ST;EAST BALLINA;2478;;;20011026;20011126;235000;;R;RESIDENCE;6;;;;8616015;
C;148;1645187;25;20020603 10:23;6//SP 34372;
D;148;1645187;25;20020603 10:23;P;;;;;;
D;148;1645187;25;20020603 10:23;P;;;;;;
D;148;1645187;25;20020603 10:23;V;;;;;;
D;148;1645187;25;20020603 10:23;V;;;;;;
B;148;1645219;26;20020603 10:23;;;12;HENRY PHILP AVE;BALLINA;2478;632.3;M;20020220;20020320;238000;A;R;RESIDENCE;;BF;AC;;8497761;
C;148;1645219;26;20020603 10:23;2//520530;
D;148;1645219;26;20020603 10:23;P;;;;;;
D;148;1645219;26;20020603 10:23;P;;;;;;
D;148;1645219;26;20020603 10:23;V;;;;;;
D;148;1645219;26;20020603 10:23;V;;;;;;
B;148;1645312;27;20020603 10:23;;;;HORIZON DR;BALLINA;2478;780.1;M;20020304;20020417;250000;A;R;RESIDENCE;;AC;AC;;8556286;
C;148;1645312;27;20020603 10:23;100//842077;
D;148;1645312;27;20020603 10:23;P;;;;;;
D;148;1645312;27;20020603 10:23;P;;;;;;
D;148;1645312;27;20020603 10:23;V;;;;;;
D;148;1645312;27;20020603 10:23;V;;;;;;
B;148;1645490;28;20020603 10:23;;4;15;JARRETT ST;BALLINA;2478;;;20020412;20020510;126000;;R;RESIDENCE;4;;;;8626436;
C;148;1645490;28;20020603 10:23;4//17154;
D;148;1645490;28;20020603 10:23;P;;;;;;
D;148;1645490;28;20020603 10:23;V;;;;;;
B;148;1645951;29;20020603 10:23;;2;1;MAINE PL;BALLINA;2478;;;20020403;20020502;111500;;R;RESIDENCE;2;;;;8604251;
C;148;1645951;29;20020603 10:23;2//9990;
D;148;1645951;29;20020603 10:23;P;;;;;;
D;148;1645951;29;20020603 10:23;V;;;;;;
B;148;1646231;30;20020603 10:23;;;27;MARTIN ST;BALLINA;2478;879;M;20020212;20020326;465000;A;3;FLATS;;BJ;AM;;8548128;
C;148;1646231;30;20020603 10:23;1//783914;
D;148;1646231;30;20020603 10:23;P;;;;;;
D;148;1646231;30;20020603 10:23;P;;;;;;
D;148;1646231;30;20020603 10:23;V;;;;;;
D;148;1646231;30;20020603 10:23;V;;;;;;
B;148;1646252;31;20020603 10:23;;1;18;MCDOUGAL ST;EAST BALLINA;2478;;;20020111;20020412;112000;;R;RESIDENCE;1;;;;8543661;
C;148;1646252;31;20020603 10:23;1//31355;
D;148;1646252;31;20020603 10:23;P;;;;;;
D;148;1646252;31;20020603 10:23;P;;;;;;
D;148;1646252;31;20020603 10:23;V;;;;;;
B;148;1646381;32;20020603 10:23;;;97;MOON ST;BALLINA;2478;506;M;20020313;20020410;150000;A;R;RESIDENCE;;BG;AC;;8598881;
C;148;1646381;32;20020603 10:23;1//843851;
D;148;1646381;32;20020603 10:23;P;;;;;;
D;148;1646381;32;20020603 10:23;P;;;;;;
D;148;1646381;32;20020603 10:23;V;;;;;;
B;148;1646394;33;20020603 10:23;;;66;MOON ST;BALLINA;2478;672;M;20020301;20020430;575000;A;R;RESIDENCE;;AJ;AC;;8625006;
C;148;1646394;33;20020603 10:23;6//624064;
D;148;1646394;33;20020603 10:23;P;;;;;;
D;148;1646394;33;20020603 10:23;V;;;;;;
D;148;1646394;33;20020603 10:23;V;;;;;;
B;148;1646445;34;20020603 10:23;;4;8;NAMITJIRA PL;BALLINA;2478;;;20011113;20020426;185000;;R;RESIDENCE;4;;;;8573083;
