A;109;20020603 10:14;PTHIRLWELL;
B;109;1213273;1;20020603 10:14;;;;;ORANGE;2800;29.37;H;20010226;20010402;80000;R;3;FARM/RURAL;;HE;RV;;7534494;
C;109;1213273;1;20020603 10:14;3//863296;
D;109;1213273;1;20020603 10:14;P;;;;;;
D;109;1213273;1;20020603 10:14;P;;;;;;
D;109;1213273;1;20020603 10:14;V;;;;;;
B;109;1213371;2;20020603 10:14;;;;;ORANGE;2800;3.569;H;20010220;20010327;252000;R;R;RESIDENCE;;HB;;;7523621;
C;109;1213371;2;20020603 10:14;1//838565;
D;109;1213371;2;20020603 10:14;P;;;;;;
D;109;1213371;2;20020603 10:14;P;;;;;;
D;109;1213371;2;20020603 10:14;V;;;;;;
D;109;1213371;2;20020603 10:14;V;;;;;;
B;109;1213382;3;20020603 10:14;;;;;ORANGE;2800;10.03;H;20011012;20011123;135000;R;3;FARM;;HB;RV;;8256905;
C;109;1213382;3;20020603 10:14;105//870687;
D;109;1213382;3;20020603 10:14;P;;;;;;
D;109;1213382;3;20020603 10:14;V;;;;;;
B;109;1213561;4;20020603 10:14;;;;;ORANGE;2800;95.5;H;20011105;20011210;725000;R;3;FARM;;HG;;;8191823;
C;109;1213561;4;20020603 10:14;B//156482 2//562722 204//811393 Permissive Occupancy 83/1 LEASE OVER P;
C;109;1213561;4;20020603 10:14;ROPERTY;
D;109;1213561;4;20020603 10:14;P;;;;;;
D;109;1213561;4;20020603 10:14;P;;;;;;
D;109;1213561;4;20020603 10:14;V;;;;;;
B;109;1213715;5;20020603 10:14;;;;PH BOREE CABONNE;CUDAL;2864;2074;M;20011024;20011211;20000;R;R;RESIDENCE;;HA;AC;;8218610;
C;109;1213715;5;20020603 10:14;191//750137 Suburban Holding 66/1 LEASE OVER PROPERTY;
D;109;1213715;5;20020603 10:14;P;;;;;;
D;109;1213715;5;20020603 10:14;V;;;;;;
D;109;1213715;5;20020603 10:14;V;;;;;;
B;109;1213727;6;20020603 10:14;;;;PH BOREE CABONNE;CUDAL;2864;2.357;H;20020322;20020426;213000;R;3;FARM RURAL;;HA;;;8549336;
C;109;1213727;6;20020603 10:14;240, 247//750137;
D;109;1213727;6;20020603 10:14;P;;;;;;
D;109;1213727;6;20020603 10:14;P;;;;;;
D;109;1213727;6;20020603 10:14;V;;;;;;
B;109;1213761;7;20020603 10:14;;;;BOREENORE PH PORS;BORENORE;2800;10.45;H;20010925;20011116;150000;R;3;FARM;;HB;RR;;8282096;
C;109;1213761;7;20020603 10:14;65//574228;
D;109;1213761;7;20020603 10:14;P;;;;;;
D;109;1213761;7;20020603 10:14;P;;;;;;
D;109;1213761;7;20020603 10:14;V;;;;;;
B;109;1213809;8;20020603 10:14;;;;BOREENORE PH PORS;BORENORE;2800;40.69;H;20010929;20011109;595000;R;3;;;HE;RR;;8286683;
C;109;1213809;8;20020603 10:14;7//569090 Road Permit 33/12 LEASE OVER PROPERTY;
D;109;1213809;8;20020603 10:14;P;;;;;;
D;109;1213809;8;20020603 10:14;P;;;;;;
D;109;1213809;8;20020603 10:14;V;;;;;;
B;109;1213815;9;20020603 10:14;;;;;BORENORE;2800;188.12;H;20001116;20010622;215000;R;3;FARM;;RE;;;7753583;
C;109;1213815;9;20020603 10:14;;
B;109;1213845;10;20020603 10:14;;;;BOREENORE PH PORS;BORENORE;2800;16.19;H;20010521;20010702;40000;R;V;VACANT LAND;;HD;RV;;7771624;
C;109;1213845;10;20020603 10:14;197//756869;
D;109;1213845;10;20020603 10:14;P;;;;;;
D;109;1213845;10;20020603 10:14;P;;;;;;
D;109;1213845;10;20020603 10:14;V;;;;;;
