A;RTSALEDATA;537;20250714 01:13;VALNET;
B;537;2888030;1;20250714 01:13;;;;WALKER ST;BARADINE;2396;1.626;H;20250701;20250708;90000;RU5;V;VACANT LAND;;ZBA;;;AV221501;
C;537;2888030;1;20250714 01:13;1/172195 1/669353;
D;537;2888030;1;20250714 01:13;P;;;;;;
D;537;2888030;1;20250714 01:13;V;;;;;;
D;537;2888030;1;20250714 01:13;V;;;;;;
B;537;2630444;2;20250714 01:13;;;;EDEN ST;COONABARABRAN;2357;779.9;M;20250523;20250704;55000;R1;R;RESIDENCE;;PCN;;;AV214111;
C;537;2630444;2;20250714 01:13;2/844789;
D;537;2630444;2;20250714 01:13;P;;;;;;
D;537;2630444;2;20250714 01:13;V;;;;;;
B;537;2631153;3;20250714 01:13;;;1;ROBERTSON ST;COONABARABRAN;2357;1435;M;20250620;20250704;225000;R1;R;RESIDENCE;;ACN;;;AV216614;
C;537;2631153;3;20250714 01:13;9/38/758281;
D;537;2631153;3;20250714 01:13;P;;;;;;
D;537;2631153;3;20250714 01:13;V;;;;;;
B;537;4614599;4;20250714 01:13;;;1158;CASTLEREAGH HWY;MENDOORAN;2842;250.89;H;20250619;20250704;881662;RU1;3;FARM;;RFM;;;AV216111;
C;537;4614599;4;20250714 01:13;12, 13, 16, 17/754324;
D;537;4614599;4;20250714 01:13;P;;;;;;
D;537;4614599;4;20250714 01:13;P;;;;;;
D;537;4614599;4;20250714 01:13;V;;;;;;
D;537;4614599;4;20250714 01:13;V;;;;;;
B;537;6006397;5;20250714 01:13;;;;BIRRIWA ST;COBBORA;2844;3224;M;20250520;20250620;50000;;V;VACANT LAND;;;;;AV170269;
C;537;6006397;5;20250714 01:13;5/252834;
D;537;6006397;5;20250714 01:13;P;;;;;;
D;537;6006397;5;20250714 01:13;V;;;;;;
B;537;2628686;6;20250714 01:13;;;26;BLIGH ST;BARADINE;2396;1012;M;20250623;20250707;200000;RU5;R;RESIDENCE;;ZBA;;;AV218739;
C;537;2628686;6;20250714 01:13;A/395240;
D;537;2628686;6;20250714 01:13;P;;;;;;
D;537;2628686;6;20250714 01:13;V;;;;;;
B;537;2628831;7;20250714 01:13;;;55;MACQUARIE ST;BARADINE;2396;2023;M;20250618;20250704;345000;RU5;R;RESIDENCE;;ZBA;;;AV212654;
C;537;2628831;7;20250714 01:13;1/18/758051;
D;537;2628831;7;20250714 01:13;P;;;;;;
D;537;2628831;7;20250714 01:13;V;;;;;;
B;537;3329950;8;20250714 01:13;KALAHOMA;;1320;BOOMLEY RD;ELONG ELONG;2831;267.6;H;20250411;20250710;475000;RU1;3;FARM;;RFM;;;AV230935;
C;537;3329950;8;20250714 01:13;36/705202;
D;537;3329950;8;20250714 01:13;P;;;;;;
D;537;3329950;8;20250714 01:13;V;;;;;;
Z;37;8;8;19;
