A;210;20030501 12:48;PBARBER;
B;210;2082311;1;20030501 12:48;;;18;CARLOTTA RD;DOUBLE BAY;2028;;;20021113;20021113;2275000;A;R;RESIDENCE;;RK;;;9539028;
C;210;2082311;1;20030501 12:48;A//958046;
D;210;2082311;1;20030501 12:48;P;;;;;;
D;210;2082311;1;20030501 12:48;V;;;;;;
D;210;2082311;1;20030501 12:48;V;;;;;;
B;210;2083933;2;20030501 12:48;;1;107;DARLING POINT RD;DARLING POINT;2027;;;20030220;20030320;581000;;R;RESIDENCE;1;;;;9516228;
C;210;2083933;2;20030501 12:48;1//SP 64229;
D;210;2083933;2;20030501 12:48;P;;;;;;
D;210;2083933;2;20030501 12:48;V;;;;;;
B;210;2084646;3;20030501 12:48;;1;84;DRUMALBYN RD;BELLEVUE HILL;2023;;;20030219;20030401;500000;;R;RESIDENCE;1;;;;9537386;
C;210;2084646;3;20030501 12:48;1//SP 11198;
D;210;2084646;3;20030501 12:48;P;;;;;;
D;210;2084646;3;20030501 12:48;V;;;;;;
B;210;2085200;4;20030501 12:48;;16;2;EASTBOURNE RD;DARLING POINT;2027;;;20030304;20030407;1000000;;R;RESIDENCE;16;;;;9513440;
C;210;2085200;4;20030501 12:48;16//SP 4781;
D;210;2085200;4;20030501 12:48;P;;;;;;
D;210;2085200;4;20030501 12:48;V;;;;;;
B;210;2085200;5;20030501 12:48;;62;2;EASTBOURNE RD;DARLING POINT;2027;;;20030304;20030407;1000000;;R;RESIDENCE;62;;;;9513440;
C;210;2085200;5;20030501 12:48;62//SP 4781;
D;210;2085200;5;20030501 12:48;P;;;;;;
D;210;2085200;5;20030501 12:48;V;;;;;;
B;210;2085200;6;20030501 12:48;;130;2;EASTBOURNE RD;DARLING POINT;2027;;;20030304;20030407;1000000;;R;RESIDENCE;130;;;;9513440;
C;210;2085200;6;20030501 12:48;130//SP 4781;
D;210;2085200;6;20030501 12:48;P;;;;;;
D;210;2085200;6;20030501 12:48;V;;;;;;
B;210;2085770;7;20030501 12:48;;;292;EDGECLIFF RD;WOOLLAHRA;2025;461.6;M;20030205;20030319;1170000;A;R;RESIDENCE;;FJ;;;9531958;
C;210;2085770;7;20030501 12:48;A//151747;
D;210;2085770;7;20030501 12:48;P;;;;;;
D;210;2085770;7;20030501 12:48;P;;;;;;
D;210;2085770;7;20030501 12:48;V;;;;;;
B;210;2086161;8;20030501 12:48;;;279;EDGECLIFF RD;WOOLLAHRA;2025;201.9;M;20030219;20030314;1655000;A;R;RESIDENCE;;FJ;;;9524931;
C;210;2086161;8;20030501 12:48;2//857680;
D;210;2086161;8;20030501 12:48;P;;;;;;
D;210;2086161;8;20030501 12:48;V;;;;;;
