A;RTSALEDATA;537;20250217 01:10;VALNET;
B;537;1221325;1;20250217 01:10;;;28;FARNELL ST;MENDOORAN;2842;1265;M;20250129;20250212;50000;RU5;R;RESIDENCE;;ZME;;0;AU819384;
C;537;1221325;1;20250217 01:10;3/19/758668;
D;537;1221325;1;20250217 01:10;P;;;;;;
D;537;1221325;1;20250217 01:10;V;;;;;;
B;537;2896207;2;20250217 01:10;;;147;TILLIE WILLIE RD;COOLAH;2843;10.52;H;20250109;20250206;115000;RU1;V;VACANT LAND;;HFS;;0;AU808248;
C;537;2896207;2;20250217 01:10;23/1038835;
D;537;2896207;2;20250217 01:10;P;;;;;;
D;537;2896207;2;20250217 01:10;V;;;;;;
B;537;4576021;3;20250217 01:10;;;13;RIFLE RANGE RD;COONABARABRAN;2357;2.233;H;20250122;20250210;395000;R1;R;RESIDENCE;;PCN;;0;AU814504;
C;537;4576021;3;20250217 01:10;2/1310017;
D;537;4576021;3;20250217 01:10;P;;;;;;
D;537;4576021;3;20250217 01:10;P;;;;;;
D;537;4576021;3;20250217 01:10;V;;;;;;
Z;15;3;3;7;
