A;216;20110801 02:28;VALNET;
B;216;2956066;1;20110801 02:28;;;235;GREAT WESTERN HWY;WARRIMOO;2774;755.6;M;20110601;20110713;180000;A;V;VACANT LAND;;BW;;0;AG376727;
C;216;2956066;1;20110801 02:28;3/1046445;
D;216;2956066;1;20110801 02:28;P;;;;;;
D;216;2956066;1;20110801 02:28;P;;;;;;
D;216;2956066;1;20110801 02:28;V;;;;;;
B;216;3063099;2;20110801 02:28;;;55;HARGRAVES ST;BLACKHEATH;2785;2.2;H;20110523;20110704;800000;A;V;VACANT LAND;;BA;;0;AG362237;
C;216;3063099;2;20110801 02:28;1/307384;
D;216;3063099;2;20110801 02:28;P;;;;;;
D;216;3063099;2;20110801 02:28;P;;;;;;
D;216;3063099;2;20110801 02:28;V;;;;;;
B;216;3091559;3;20110801 02:28;;;58;TAYLOR AVE;WENTWORTH FALLS;2782;562.8;M;20110531;20110712;265000;A;R;RESIDENCE;;KV;;0;AG373809;
C;216;3091559;3;20110801 02:28;22/7324;
D;216;3091559;3;20110801 02:28;P;;;;;;
D;216;3091559;3;20110801 02:28;V;;;;;;
B;216;3592554;4;20110801 02:28;;;45;TERRACE FALLS RD;HAZELBROOK;2779;1012;M;20110518;20110704;150000;;V;VACANT LAND;;;;0;AG356708;
C;216;3592554;4;20110801 02:28;198/751652;
D;216;3592554;4;20110801 02:28;P;;;;;;
D;216;3592554;4;20110801 02:28;P;;;;;;
D;216;3592554;4;20110801 02:28;V;;;;;;
B;216;3592556;5;20110801 02:28;;;41;TERRACE FALLS RD;HAZELBROOK;2779;1012;M;20110511;20110622;150000;;V;VACANT LAND;;;;0;AG330923;
C;216;3592556;5;20110801 02:28;200/751652;
D;216;3592556;5;20110801 02:28;P;;;;;;
D;216;3592556;5;20110801 02:28;P;;;;;;
D;216;3592556;5;20110801 02:28;V;;;;;;
B;216;3585167;6;20110801 02:28;;;1 A;SECOND AVE;KATOOMBA;2780;;;20110602;20110711;279000;;R;RESIDENCE;2;;;0;AG368164;
C;216;3585167;6;20110801 02:28;2/SP84598;
D;216;3585167;6;20110801 02:28;P;;;;;;
D;216;3585167;6;20110801 02:28;V;;;;;;
B;216;2245766;7;20110801 02:28;;;173;STATION ST;BLACKHEATH;2785;417.3;M;20110531;20110720;255000;A;R;RESIDENCE;;AA;;0;AG392051;
C;216;2245766;7;20110801 02:28;2/655920;
D;216;2245766;7;20110801 02:28;P;;;;;;
D;216;2245766;7;20110801 02:28;V;;;;;;
D;216;2245766;7;20110801 02:28;V;;;;;;
B;216;2256356;8;20110801 02:28;;;54;TWYNAM ST;KATOOMBA;2780;467.9;M;20110429;20110610;252000;A;R;RESIDENCE;;KN;;0;AG383805;
C;216;2256356;8;20110801 02:28;5/18761;
D;216;2256356;8;20110801 02:28;P;;;;;;
D;216;2256356;8;20110801 02:28;V;;;;;;
B;216;2245810;9;20110801 02:28;;;106;STATION ST;BLACKHEATH;2785;2517;M;20110630;20110630;250000;A;3;HOUSE;;AA;;0;AG385163;
C;216;2245810;9;20110801 02:28;9/1727;
D;216;2245810;9;20110801 02:28;P;;;;;;
D;216;2245810;9;20110801 02:28;P;;;;;;
D;216;2245810;9;20110801 02:28;V;;;;;;
D;216;2245810;9;20110801 02:28;V;;;;;;
D;216;2245810;9;20110801 02:28;V;;;;;;
D;216;2245810;9;20110801 02:28;V;;;;;;
D;216;2245810;9;20110801 02:28;V;;;;;;
D;216;2245810;9;20110801 02:28;V;;;;;;
B;216;2261980;10;20110801 02:28;;;24;EAST VIEW AVE;LEURA;2780;822;M;20110602;20110708;400000;A;R;RESIDENCE;;KM;;0;AG374157;
C;216;2261980;10;20110801 02:28;1/167377;
D;216;2261980;10;20110801 02:28;P;;;;;;
D;216;2261980;10;20110801 02:28;P;;;;;;
D;216;2261980;10;20110801 02:28;V;;;;;;
B;216;2264556;11;20110801 02:29;;;17;ST ALBANS RD;MEDLOW BATH;2780;607;M;20110328;20110705;330000;A;R;RESIDENCE;;BE;;0;AG385838;
C;216;2264556;11;20110801 02:29;2/28803;
D;216;2264556;11;20110801 02:29;P;;;;;;
D;216;2264556;11;20110801 02:29;P;;;;;;
D;216;2264556;11;20110801 02:29;V;;;;;;
D;216;2264556;11;20110801 02:29;V;;;;;;
B;216;2251444;12;20110801 02:29;;;20;BROOKDALE TCE;GLENBROOK;2773;741.1;M;20110607;20110718;695000;A;R;RESIDENCE;;BG;;0;AG385915;
C;216;2251444;12;20110801 02:29;36/1008135;
D;216;2251444;12;20110801 02:29;P;;;;;;
D;216;2251444;12;20110801 02:29;P;;;;;;
D;216;2251444;12;20110801 02:29;V;;;;;;
D;216;2251444;12;20110801 02:29;V;;;;;;
B;216;2254062;13;20110801 02:29;;;216;GREAT WESTERN HWY;HAZELBROOK;2779;670.2;M;20110610;20110715;88000;A;V;VACANT LAND;;LH;;0;AG372550;
C;216;2254062;13;20110801 02:29;7/A/7710;
D;216;2254062;13;20110801 02:29;P;;;;;;
D;216;2254062;13;20110801 02:29;V;;;;;;
D;216;2254062;13;20110801 02:29;V;;;;;;
B;216;2273847;14;20110801 02:29;;;7;REDFERN ST;WENTWORTH FALLS;2782;2023;M;20110610;20110714;815000;A;R;RESIDENCE;;KV;;0;AG378434;
C;216;2273847;14;20110801 02:29;1/832822;
D;216;2273847;14;20110801 02:29;P;;;;;;
D;216;2273847;14;20110801 02:29;P;;;;;;
D;216;2273847;14;20110801 02:29;V;;;;;;
D;216;2273847;14;20110801 02:29;V;;;;;;
B;216;2265208;15;20110801 02:29;;;30;GRAND VIEW DR;MOUNT RIVERVIEW;2774;1669;M;20110603;20110715;475000;A;R;RESIDENCE;;BM;;0;AG380936;
C;216;2265208;15;20110801 02:29;223/223692;
D;216;2265208;15;20110801 02:29;P;;;;;;
D;216;2265208;15;20110801 02:29;P;;;;;;
D;216;2265208;15;20110801 02:29;V;;;;;;
D;216;2265208;15;20110801 02:29;V;;;;;;
B;216;2252032;16;20110801 02:29;;;5;HILL ST;GLENBROOK;2773;703.5;M;20110315;20110630;610000;A;R;RESIDENCE;;BG;;0;AG375105;
C;216;2252032;16;20110801 02:29;9/264032;
D;216;2252032;16;20110801 02:29;P;;;;;;
D;216;2252032;16;20110801 02:29;V;;;;;;
B;216;2257414;17;20110801 02:29;;3;6;ECHO POINT RD;KATOOMBA;2780;;;20110603;20110715;220000;;R;RESIDENCE;3;;;0;AG382772;
C;216;2257414;17;20110801 02:29;3/SP5933;
D;216;2257414;17;20110801 02:29;P;;;;;;
D;216;2257414;17;20110801 02:29;V;;;;;;
B;216;2260010;18;20110801 02:29;;;12;GREGORY TCE;LAPSTONE;2773;575.4;M;20110522;20110718;483000;A;R;RESIDENCE;;BL;;0;AG384088;
C;216;2260010;18;20110801 02:29;96/29166;
D;216;2260010;18;20110801 02:29;P;;;;;;
D;216;2260010;18;20110801 02:29;P;;;;;;
D;216;2260010;18;20110801 02:29;V;;;;;;
D;216;2260010;18;20110801 02:29;V;;;;;;
B;216;2270786;19;20110801 02:29;;;41;FLORABELLA ST;WARRIMOO;2774;1220;M;20110602;20110714;460000;A;R;RESIDENCE;;BW;;0;AG384468;
C;216;2270786;19;20110801 02:29;21/11323;
D;216;2270786;19;20110801 02:29;P;;;;;;
D;216;2270786;19;20110801 02:29;V;;;;;;
B;216;2270901;20;20110801 02:29;;;215;GREAT WESTERN HWY;WARRIMOO;2774;9823;M;20080624;20080624;60000;A;R;RESIDENCE;;BW;;0;AG326945;
C;216;2270901;20;20110801 02:29;1, 2/842611;
D;216;2270901;20;20110801 02:29;P;;;;;;
D;216;2270901;20;20110801 02:29;P;;;;;;
D;216;2270901;20;20110801 02:29;V;;;;;;
