A;018;20110801 01:58;VALNET;
B;018;391277;1;20110801 01:58;;;10;JASPER ST;BEGA;2550;1147;M;20110615;20110715;320000;A;R;RESIDENCE;;QB;;0;AG385363;
C;018;391277;1;20110801 01:58;45/1017405;
D;018;391277;1;20110801 01:58;P;;;;;;
D;018;391277;1;20110801 01:58;V;;;;;;
D;018;391277;1;20110801 01:58;V;;;;;;
D;018;391277;1;20110801 01:58;V;;;;;;
D;018;391277;1;20110801 01:58;V;;;;;;
D;018;391277;1;20110801 01:58;V;;;;;;
D;018;391277;1;20110801 01:58;V;;;;;;
B;018;398641;2;20110801 01:58;;;4;SIR WILLIAM MCKELL DR;PAMBULA;2549;2179;M;20110706;20110706;80000;I;3;COMMERCIAL;;FC;;0;AG380808;
C;018;398641;2;20110801 01:58;2122/816583;
D;018;398641;2;20110801 01:58;P;;;;;;
D;018;398641;2;20110801 01:58;P;;;;;;
D;018;398641;2;20110801 01:58;V;;;;;;
B;018;396809;3;20110801 01:58;;4;88;MAIN ST;MERIMBULA;2548;;;20110530;20110711;170000;;R;RESIDENCE;4;;;0;AG367780;
C;018;396809;3;20110801 01:58;4/SP15988;
D;018;396809;3;20110801 01:58;P;;;;;;
D;018;396809;3;20110801 01:58;P;;;;;;
D;018;396809;3;20110801 01:58;V;;;;;;
D;018;396809;3;20110801 01:58;V;;;;;;
B;018;397154;4;20110801 01:58;;4;29;MUNN ST;MERIMBULA;2548;;;20101028;20101210;270000;;R;RESIDENCE;4;;;0;AG381769;
C;018;397154;4;20110801 01:58;4/SP41551;
D;018;397154;4;20110801 01:58;P;;;;;;
D;018;397154;4;20110801 01:58;P;;;;;;
D;018;397154;4;20110801 01:58;V;;;;;;
D;018;397154;4;20110801 01:58;V;;;;;;
B;018;400334;5;20110801 01:58;;;31;BOURNDA CCT;TURA BEACH;2548;606;M;20110609;20110707;369000;A;R;RESIDENCE;;JB;;0;AG374240;
C;018;400334;5;20110801 01:58;52/853100;
D;018;400334;5;20110801 01:58;P;;;;;;
D;018;400334;5;20110801 01:58;P;;;;;;
D;018;400334;5;20110801 01:58;V;;;;;;
D;018;400334;5;20110801 01:58;V;;;;;;
B;018;403074;6;20110801 01:58;;;73;O'CONNELLS POINT RD;WALLAGA LAKE;2546;841;M;20110604;20110704;142500;A;R;RESIDENCE;;GC;;0;AG380110;
C;018;403074;6;20110801 01:58;41/26648;
D;018;403074;6;20110801 01:58;P;;;;;;
D;018;403074;6;20110801 01:58;P;;;;;;
D;018;403074;6;20110801 01:58;V;;;;;;
D;018;403074;6;20110801 01:58;V;;;;;;
D;018;403074;6;20110801 01:58;V;;;;;;
B;018;401002;7;20110801 01:58;;;111;PACIFIC WAY;TURA BEACH;2548;824.9;M;20110627;20110720;346000;A;R;RESIDENCE;;JB;;0;AG388602;
C;018;401002;7;20110801 01:58;1572/262898;
D;018;401002;7;20110801 01:58;P;;;;;;
D;018;401002;7;20110801 01:58;V;;;;;;
B;018;407133;8;20110801 01:58;;;95;LINK RD;WANDELLA;2550;3.439;H;20110610;20110720;368000;R;R;RESIDENCE;;RH;;0;AG387152;
C;018;407133;8;20110801 01:58;2/827458;
D;018;407133;8;20110801 01:58;P;;;;;;
D;018;407133;8;20110801 01:58;P;;;;;;
D;018;407133;8;20110801 01:58;V;;;;;;
D;018;407133;8;20110801 01:58;V;;;;;;
B;018;3373727;9;20110801 01:58;;;6 B;DOLPHIN CRES;EDEN;2551;317.5;M;20110615;20110708;345000;A;R;RESIDENCE;;NA;;0;AG378798;
C;018;3373727;9;20110801 01:58;1052/1122833;
D;018;3373727;9;20110801 01:58;P;;;;;;
D;018;3373727;9;20110801 01:58;V;;;;;;
D;018;3373727;9;20110801 01:58;V;;;;;;
B;018;3381431;10;20110801 01:58;;;;STRATHMORE CRES;KALARU;2550;5079;M;20110602;20110707;460000;R;R;RESIDENCE;;TA;;0;AG363599;
C;018;3381431;10;20110801 01:58;172/1125760;
D;018;3381431;10;20110801 01:58;P;;;;;;
D;018;3381431;10;20110801 01:58;P;;;;;;
D;018;3381431;10;20110801 01:58;V;;;;;;
B;018;3086386;11;20110801 01:58;;;;SHUMACK PL;WALLAGOOT;2550;1.105;H;20110607;20110707;135000;R;V;VACANT LAND;;TA;;0;AG366595;
C;018;3086386;11;20110801 01:58;29/1059618;
D;018;3086386;11;20110801 01:58;P;;;;;;
D;018;3086386;11;20110801 01:58;P;;;;;;
D;018;3086386;11;20110801 01:58;V;;;;;;
D;018;3086386;11;20110801 01:58;V;;;;;;
B;018;3519818;12;20110801 01:58;;;;GRENENGER RD;GREIGS FLAT;2549;1;H;20110630;20110712;245000;R;V;VACANT LAND;;TE;;0;AG381783;
C;018;3519818;12;20110801 01:58;4/1149037;
D;018;3519818;12;20110801 01:58;P;;;;;;
D;018;3519818;12;20110801 01:58;P;;;;;;
D;018;3519818;12;20110801 01:58;V;;;;;;
B;018;3519828;13;20110801 01:58;;;;YOWAKA RIVER RD;GREIGS FLAT;2549;1.037;H;20110628;20110715;130000;R;V;VACANT LAND;;TE;;0;AG382117;
C;018;3519828;13;20110801 01:58;14/1149037;
D;018;3519828;13;20110801 01:58;P;;;;;;
D;018;3519828;13;20110801 01:58;P;;;;;;
D;018;3519828;13;20110801 01:58;V;;;;;;
B;018;3592505;14;20110801 01:58;;;;DOCTOR GEORGE MOUNTAIN RD;DOCTOR GEORGE MOUNTAIN;2550;86.727;H;20110421;20110609;820000;;V;VACANT LAND;;;;0;AG330852;
C;018;3592505;14;20110801 01:58;94, 115, 147, 201/750190 1/823253;
D;018;3592505;14;20110801 01:58;P;;;;;;
D;018;3592505;14;20110801 01:58;V;;;;;;
D;018;3592505;14;20110801 01:58;V;;;;;;
B;018;3592552;15;20110801 01:58;;;59;FLORABUNDA LANE;NETHERCOTE;2549;4.166;H;20110420;20110420;200000;;3;RESIDENCE - $ COVERS;;;;0;AG339784;
C;018;3592552;15;20110801 01:58;PT 421/1070463;
D;018;3592552;15;20110801 01:58;P;;;;;;
D;018;3592552;15;20110801 01:58;P;;;;;;
D;018;3592552;15;20110801 01:58;V;;;;;;
D;018;3592552;15;20110801 01:58;V;;;;;;
D;018;3592552;15;20110801 01:58;V;;;;;;
D;018;3592552;15;20110801 01:58;V;;;;;;
B;018;3592553;16;20110801 01:58;;;;FLORABUNDA LANE;NETHERCOTE;2549;1.002;H;20110420;20110420;200000;;3;RESIDENCE - $ COVERS;;;;0;AG339784;
C;018;3592553;16;20110801 01:58;PT 421/1070463;
D;018;3592553;16;20110801 01:58;P;;;;;;
D;018;3592553;16;20110801 01:58;P;;;;;;
D;018;3592553;16;20110801 01:58;V;;;;;;
D;018;3592553;16;20110801 01:58;V;;;;;;
D;018;3592553;16;20110801 01:58;V;;;;;;
D;018;3592553;16;20110801 01:58;V;;;;;;
B;018;3590145;17;20110801 01:58;;4;2;MARINE PDE;MERIMBULA;2548;;;20110714;20110714;615000;;R;RESIDENCE;4;;;0;AG381164;
C;018;3590145;17;20110801 01:58;4/SP85615;
D;018;3590145;17;20110801 01:58;P;;;;;;
D;018;3590145;17;20110801 01:58;P;;;;;;
D;018;3590145;17;20110801 01:58;V;;;;;;
D;018;3590145;17;20110801 01:58;V;;;;;;
Z;104;17;17;68;
