A;148;20030501 12:45;PBARBER;
B;148;1642884;1;20030501 12:45;;;3;BENTINCK ST;BALLINA;2478;657.6;M;20030311;20030408;340000;A;R;RESIDENCE;;BG;;;9528812;
C;148;1642884;1;20030501 12:45;1//24449;
D;148;1642884;1;20030501 12:45;P;;;;;;
D;148;1642884;1;20030501 12:45;V;;;;;;
B;148;1642930;2;20030501 12:45;;;18;BOLDING ST;BALLINA;2478;455.3;M;20030220;20030321;275000;A;R;RESIDENCE;;BF;;;9514065;
C;148;1642930;2;20030501 12:45;10//206335;
D;148;1642930;2;20030501 12:45;P;;;;;;
D;148;1642930;2;20030501 12:45;P;;;;;;
D;148;1642930;2;20030501 12:45;V;;;;;;
D;148;1642930;2;20030501 12:45;V;;;;;;
B;148;1644098;3;20030501 12:45;;4;4;COOGEE ST;EAST BALLINA;2478;;;20030221;20030401;190000;;R;RESIDENCE;4;;;;9544751;
C;148;1644098;3;20030501 12:45;4//SP 19335;
D;148;1644098;3;20030501 12:45;P;;;;;;
D;148;1644098;3;20030501 12:45;V;;;;;;
B;148;1645229;4;20030501 12:45;;;13;HIBISCUS AVE;BALLINA;2478;467.9;M;20030313;20030410;265000;A;R;RESIDENCE;;AJ;;;9538777;
C;148;1645229;4;20030501 12:45;20//210394;
D;148;1645229;4;20030501 12:45;P;;;;;;
D;148;1645229;4;20030501 12:45;V;;;;;;
B;148;1645467;5;20030501 12:45;;1;3;JAMIE PL;BALLINA;2478;;;20030313;20030407;315000;;R;RESIDENCE;1;;;;9529054;
C;148;1645467;5;20030501 12:45;1//SP 50498;
D;148;1645467;5;20030501 12:45;P;;;;;;
D;148;1645467;5;20030501 12:45;P;;;;;;
D;148;1645467;5;20030501 12:45;V;;;;;;
D;148;1645467;5;20030501 12:45;V;;;;;;
B;148;1645859;6;20030501 12:45;;;23;LEESON AVE;BALLINA;2478;733.5;M;20030214;20030325;295000;A;R;RESIDENCE;;AJ;;;9537036;
C;148;1645859;6;20030501 12:45;25//241017;
D;148;1645859;6;20030501 12:45;P;;;;;;
D;148;1645859;6;20030501 12:45;V;;;;;;
B;148;1647188;7;20030501 12:45;;;77;PINE AVE;EAST BALLINA;2478;741.13;M;20030201;20030402;535000;A;R;RESIDENCE;;BS;;;9537081;
C;148;1647188;7;20030501 12:45;23//21531 1//400110;
D;148;1647188;7;20030501 12:45;P;;;;;;
D;148;1647188;7;20030501 12:45;P;;;;;;
D;148;1647188;7;20030501 12:45;P;;;;;;
D;148;1647188;7;20030501 12:45;P;;;;;;
D;148;1647188;7;20030501 12:45;P;;;;;;
D;148;1647188;7;20030501 12:45;V;;;;;;
B;148;1647314;8;20030501 12:45;;;1;PIPI PL;BALLINA;2478;620.7;M;20030304;20030403;235000;A;R;RESIDENCE;;AK;;;9530707;
C;148;1647314;8;20030501 12:45;25//828679;
D;148;1647314;8;20030501 12:45;P;;;;;;
D;148;1647314;8;20030501 12:45;P;;;;;;
D;148;1647314;8;20030501 12:45;V;;;;;;
B;148;1647693;9;20030501 12:45;;;253;RIVER ST;BALLINA;2478;2023;M;20030123;20030324;2400000;B;3;HOTEL;;CH;;;9523843;
C;148;1647693;9;20030501 12:45;4/4/758047;
D;148;1647693;9;20030501 12:45;P;;;;;;
