A;057;20020102 12:53;PTHIRLWELL;
B;057;521587;1;20020102 12:53;;;102;BUTLER ST;DENILIQUIN;2710;537.5;M;20011106;20011130;80000;A;R;RESIDENCE;;AB;;;8187038;
C;057;521587;1;20020102 12:53;1//217977;
D;057;521587;1;20020102 12:53;P;;;;;;
D;057;521587;1;20020102 12:53;P;;;;;;
D;057;521587;1;20020102 12:53;V;;;;;;
B;057;521597;2;20020102 12:53;;;;CALIMO ST;DENILIQUIN;2710;6.537;H;20010921;20011119;188000;R;R;RESIDENCE;;HR;;;8186969;
C;057;521597;2;20020102 12:53;18, 19, 20//250186;
D;057;521597;2;20020102 12:53;P;;;;;;
D;057;521597;2;20020102 12:53;P;;;;;;
D;057;521597;2;20020102 12:53;V;;;;;;
B;057;522079;3;20020102 12:53;;;41;DAVIDSON ST;DENILIQUIN;2710;2023;M;20010910;20011002;155000;A;3;WARE HOUSE;;DD;IW;;8037647;
C;057;522079;3;20020102 12:53;1/29/758782;
D;057;522079;3;20020102 12:53;P;;;;;;
D;057;522079;3;20020102 12:53;P;;;;;;
D;057;522079;3;20020102 12:53;V;;;;;;
B;057;522112;4;20020102 12:53;;;106;DAVIDSON ST;DENILIQUIN;2710;1505;M;20011115;20011130;97000;A;3;COMMERCIAL;;DD;;;8204898;
C;057;522112;4;20020102 12:53;2, 3//379633;
D;057;522112;4;20020102 12:53;P;;;;;;
D;057;522112;4;20020102 12:53;V;;;;;;
B;057;522300;5;20020102 12:53;;;91;END ST;DENILIQUIN;2710;2023;M;20010618;20010629;240000;A;3;COMEMRCIAL PR;;BF;BG;;8026880;
C;057;522300;5;20020102 12:53;2, 3/19/758913;
D;057;522300;5;20020102 12:53;P;;;;;;
D;057;522300;5;20020102 12:53;V;;;;;;
D;057;522300;5;20020102 12:53;V;;;;;;
B;057;522729;6;20020102 12:53;;3;;HARFLEUR ST;DENILIQUIN;2710;;;20011107;20011130;105000;;3;STRATA UNIT;3;;;;8183021;
C;057;522729;6;20020102 12:53;3//SP 64295;
D;057;522729;6;20020102 12:53;P;;;;;;
D;057;522729;6;20020102 12:53;P;;;;;;
D;057;522729;6;20020102 12:53;V;;;;;;
B;057;522733;7;20020102 12:53;;1;279;HARFLEUR ST;DENILIQUIN;2710;;;20011019;20011207;90000;;R;RESIDENCE;1;;;;8203211;
C;057;522733;7;20020102 12:53;1//30388;
D;057;522733;7;20020102 12:53;P;;;;;;
D;057;522733;7;20020102 12:53;V;;;;;;
B;057;523060;8;20020102 12:53;;;348;HENRY ST;DENILIQUIN;2710;1423;M;20010901;20011015;104000;A;R;RESIDENCE;;AB;AC;;8057521;
C;057;523060;8;20020102 12:53;B//389441;
D;057;523060;8;20020102 12:53;P;;;;;;
D;057;523060;8;20020102 12:53;V;;;;;;
D;057;523060;8;20020102 12:53;V;;;;;;
B;057;523105;9;20020102 12:53;;;234;HENRY ST;DENILIQUIN;2710;1050;M;20010911;20011120;53000;A;R;RESIDENCE;;AB;;;8193328;
C;057;523105;9;20020102 12:53;5A//30555;
D;057;523105;9;20020102 12:53;P;;;;;;
D;057;523105;9;20020102 12:53;V;;;;;;
B;057;523565;10;20020102 12:53;;;490;MAHER ST;DENILIQUIN;2710;1012;M;20010725;20010824;48000;A;R;RESIDENCE;;AB;;;8211340;
C;057;523565;10;20020102 12:53;2//24549;
D;057;523565;10;20020102 12:53;P;;;;;;
D;057;523565;10;20020102 12:53;V;;;;;;
B;057;523861;11;20020102 12:53;;;;OCHTERTYRE ST;DENILIQUIN;2710;12.46;H;20010720;20011005;88000;A;V;VACANT LAND;;AX;RF;;8035332;
C;057;523861;11;20020102 12:53;1//196173;
