A;029;20030516 10:19;PDANN;
B;029;430144;1;20030516 10:19;;;105;ALBERT ST;GOULBURN;2580;584.8;M;20030314;20030411;148000;A;R;RESIDENCE;;AC;;;9599629;
C;029;430144;1;20030516 10:19;1//249263;
D;029;430144;1;20030516 10:19;P;;;;;;
D;029;430144;1;20030516 10:19;V;;;;;;
B;029;430211;2;20030516 10:19;;;13;ALLISON ST;GOULBURN;2580;;;20030213;20030417;135000;A;R;RESIDENCE;;AF;;;9561006;
C;029;430211;2;20030516 10:19;2//809710;
D;029;430211;2;20030516 10:19;P;;;;;;
D;029;430211;2;20030516 10:19;P;;;;;;
D;029;430211;2;20030516 10:19;V;;;;;;
B;029;430633;3;20030516 10:19;;3;9;AVOCA ST;GOULBURN;2580;;;20030307;20030411;85000;;3;UNIT;3;;;;9555297;
C;029;430633;3;20030516 10:19;3//SP 19519;
D;029;430633;3;20030516 10:19;P;;;;;;
D;029;430633;3;20030516 10:19;P;;;;;;
D;029;430633;3;20030516 10:19;V;;;;;;
B;029;430867;4;20030516 10:19;;;1;BETTS ST;GOULBURN;2580;366.7;M;20030303;20030410;128000;A;R;RESIDENCE;;AG;;;9557833;
C;029;430867;4;20030516 10:19;10//14001;
D;029;430867;4;20030516 10:19;P;;;;;;
D;029;430867;4;20030516 10:19;V;;;;;;
B;029;432359;5;20030516 10:19;;;74;COROMANDEL ST;GOULBURN;2580;549.6;M;20030328;20030506;220000;A;R;RESIDENCE;;AG;;;9596472;
C;029;432359;5;20030516 10:19;2//710520;
D;029;432359;5;20030516 10:19;P;;;;;;
D;029;432359;5;20030516 10:19;P;;;;;;
D;029;432359;5;20030516 10:19;V;;;;;;
B;029;432385;6;20030516 10:19;;;136;COROMANDEL ST;GOULBURN;2580;;;20030311;20030415;95000;A;R;RESIDENCE;;AG;;;9575714;
C;029;432385;6;20030516 10:19;23//432;
D;029;432385;6;20030516 10:19;P;;;;;;
D;029;432385;6;20030516 10:19;V;;;;;;
D;029;432385;6;20030516 10:19;V;;;;;;
B;029;432617;7;20030516 10:19;;;18;CRESSY ST;GOULBURN;2580;1619;M;20030314;20030411;142500;A;R;RESIDENCE;;AG;;;9596697;
C;029;432617;7;20030516 10:19;7//1549;
D;029;432617;7;20030516 10:19;P;;;;;;
D;029;432617;7;20030516 10:19;V;;;;;;
B;029;433160;8;20030516 10:19;;;22;ENDEAVOUR AVE;GOULBURN;2580;854;M;20030319;20030417;265000;A;R;RESIDENCE;;AP;;;9567853;
C;029;433160;8;20030516 10:19;117//834842;
D;029;433160;8;20030516 10:19;P;;;;;;
D;029;433160;8;20030516 10:19;P;;;;;;
D;029;433160;8;20030516 10:19;V;;;;;;
D;029;433160;8;20030516 10:19;V;;;;;;
B;029;433555;9;20030516 10:19;;;47;GARFIELD AVE;GOULBURN;2580;638.7;M;20030307;20030328;141000;A;R;RESIDENCE;;AG;;;9581586;
C;029;433555;9;20030516 10:19;55//36564;
D;029;433555;9;20030516 10:19;P;;;;;;
D;029;433555;9;20030516 10:19;V;;;;;;
B;029;433976;10;20030516 10:19;;;64;GRAFTON ST;GOULBURN;2580;703.1;M;20030121;20030221;190000;A;R;RESIDENCE;;AU;;;9567440;
C;029;433976;10;20030516 10:19;1//194824;
D;029;433976;10;20030516 10:19;P;;;;;;
D;029;433976;10;20030516 10:19;P;;;;;;
D;029;433976;10;20030516 10:19;V;;;;;;
D;029;433976;10;20030516 10:19;V;;;;;;
B;029;434232;11;20030516 10:19;;;24;HENDERSON ST;GOULBURN;2580;4249;M;20030307;20030403;20000;A;R;RESIDENCE;;AK;;;9585961;
C;029;434232;11;20030516 10:19;295//750015;
D;029;434232;11;20030516 10:19;P;;;;;;
D;029;434232;11;20030516 10:19;P;;;;;;
D;029;434232;11;20030516 10:19;V;;;;;;
D;029;434232;11;20030516 10:19;V;;;;;;
B;029;434353;12;20030516 10:19;;;9;HINCHCLIFF CL;GOULBURN;2580;688.8;M;20030226;20030326;50000;A;R;RESIDENCE;;AL;;;9568420;
C;029;434353;12;20030516 10:19;169//856461;
D;029;434353;12;20030516 10:19;P;;;;;;
D;029;434353;12;20030516 10:19;P;;;;;;
D;029;434353;12;20030516 10:19;V;;;;;;
B;029;434429;13;20030516 10:19;;;27;HOSKINS ST;GOULBURN;2580;607;M;20030307;20030404;220000;A;R;RESIDENCE;;AC;;;9557666;
C;029;434429;13;20030516 10:19;15//39405;
D;029;434429;13;20030516 10:19;P;;;;;;
D;029;434429;13;20030516 10:19;P;;;;;;
D;029;434429;13;20030516 10:19;V;;;;;;
D;029;434429;13;20030516 10:19;V;;;;;;
B;029;434869;14;20030516 10:19;;;29;KELSO ST;GOULBURN;2580;600.7;M;20030319;20030422;120000;A;R;RESIDENCE;;AH;;;9549016;
C;029;434869;14;20030516 10:19;48//35541;
D;029;434869;14;20030516 10:19;P;;;;;;
D;029;434869;14;20030516 10:19;V;;;;;;
B;029;435074;15;20030516 10:19;;;88;KINGHORNE ST;GOULBURN;2580;363.6;M;20030312;20030410;130000;A;R;RESIDENCE;;AF;;;9582482;
C;029;435074;15;20030516 10:19;C//33636;
D;029;435074;15;20030516 10:19;P;;;;;;
D;029;435074;15;20030516 10:19;V;;;;;;
B;029;435269;16;20030516 10:19;;;21;LAMARRA PL;GOULBURN;2580;1049;M;20021002;20030131;355000;A;R;RESIDENCE;;AL;;;9570520;
C;029;435269;16;20030516 10:19;102//811411;
D;029;435269;16;20030516 10:19;P;;;;;;
D;029;435269;16;20030516 10:19;P;;;;;;
D;029;435269;16;20030516 10:19;V;;;;;;
D;029;435269;16;20030516 10:19;V;;;;;;
B;029;435360;17;20030516 10:19;;;3;LAWRENNY AVE;GOULBURN;2580;607;M;20030117;20030225;166000;A;R;RESIDENCE;;AD;;;9588427;
C;029;435360;17;20030516 10:19;23//38117;
D;029;435360;17;20030516 10:19;P;;;;;;
D;029;435360;17;20030516 10:19;V;;;;;;
B;029;435560;18;20030516 10:19;;;4;MAJOR DR;GOULBURN;2580;699.3;M;20030404;20030417;220000;A;R;RESIDENCE;;AL;;;9579277;
C;029;435560;18;20030516 10:19;15//259407;
D;029;435560;18;20030516 10:19;P;;;;;;
D;029;435560;18;20030516 10:19;P;;;;;;
D;029;435560;18;20030516 10:19;V;;;;;;
D;029;435560;18;20030516 10:19;V;;;;;;
B;029;435674;19;20030516 10:19;;;67;MARY ST;GOULBURN;2580;645;M;20030327;20030417;210000;A;R;RESIDENCE;;AG;;;9557707;
C;029;435674;19;20030516 10:19;9//230229;
D;029;435674;19;20030516 10:19;P;;;;;;
D;029;435674;19;20030516 10:19;P;;;;;;
D;029;435674;19;20030516 10:19;V;;;;;;
D;029;435674;19;20030516 10:19;V;;;;;;
B;029;435926;20;20030516 10:19;;;;MCNAUGHT ST;GOULBURN;2580;56.91;M;20030314;20030417;6000;B;V;VACANT LAND;;BG;;;4385585;
C;029;435926;20;20030516 10:19;2//520323;
D;029;435926;20;20030516 10:19;P;;;;;;
D;029;435926;20;20030516 10:19;V;;;;;;
B;029;435970;21;20030516 10:19;;;9;MIDDLE ARM RD;GOULBURN;2580;731.3;M;20030213;20030313;170000;A;R;RESIDENCE;;AB;;;9579544;
C;029;435970;21;20030516 10:19;1//604115;
D;029;435970;21;20030516 10:19;P;;;;;;
D;029;435970;21;20030516 10:19;V;;;;;;
D;029;435970;21;20030516 10:19;V;;;;;;
B;029;436039;22;20030516 10:19;;;18;MONTAGUE ST;GOULBURN;2580;796.7;M;20030331;20030331;100000;B;3;OFFICE BLD;;BT;;;9537321;
C;029;436039;22;20030516 10:19;1//194122;
D;029;436039;22;20030516 10:19;P;;;;;;
D;029;436039;22;20030516 10:19;P;;;;;;
D;029;436039;22;20030516 10:19;P;;;;;;
D;029;436039;22;20030516 10:19;P;;;;;;
D;029;436039;22;20030516 10:19;P;;;;;;
D;029;436039;22;20030516 10:19;P;;;;;;
D;029;436039;22;20030516 10:19;P;;;;;;
D;029;436039;22;20030516 10:19;V;;;;;;
D;029;436039;22;20030516 10:19;V;;;;;;
D;029;436039;22;20030516 10:19;V;;;;;;
D;029;436039;22;20030516 10:19;V;;;;;;
D;029;436039;22;20030516 10:19;V;;;;;;
B;029;436193;23;20030516 10:19;;3;90;MUNDY ST;GOULBURN;2580;;;20030324;20030422;180000;;R;RESIDENCE;3;;;;9566528;
