A;RTSALEDATA;042;20250407 01:06;VALNET;
B;042;2879630;1;20250407 01:06;;;90;ALISON DR;WOODSTOCK;2793;16.31;H;20250321;20250401;320000;RU1;3;FARM;;HFE;;0;AU940510;
C;042;2879630;1;20250407 01:06;18/1035581;
D;042;2879630;1;20250407 01:06;P;;;;;;
D;042;2879630;1;20250407 01:06;P;;;;;;
D;042;2879630;1;20250407 01:06;V;;;;;;
B;042;475083;2;20250407 01:06;;;13;KESWICK ST;COWRA;2794;809.43;M;20250228;20250328;650000;R1;R;RESIDENCE;;ACC;;0;AU932410;
C;042;475083;2;20250407 01:06;7/1815;
D;042;475083;2;20250407 01:06;P;;;;;;
D;042;475083;2;20250407 01:06;V;;;;;;
B;042;475549;3;20250407 01:06;;;22;LIVERPOOL ST;COWRA;2794;1208;M;20250213;20250327;415000;R1;R;RESIDENCE;;ACC;;0;AU926114;
C;042;475549;3;20250407 01:06;2/592159;
D;042;475549;3;20250407 01:06;P;;;;;;
D;042;475549;3;20250407 01:06;P;;;;;;
D;042;475549;3;20250407 01:06;V;;;;;;
B;042;470395;4;20250407 01:06;GLEN-ATR;;411;MERRIGANOWRY RD;COWRA;2794;76.17;H;20250218;20250328;1788194;RU1;3;FARM;;RFL;;0;AU934015;
C;042;470395;4;20250407 01:06;3/25175;
D;042;470395;4;20250407 01:06;P;;;;;;
D;042;470395;4;20250407 01:06;P;;;;;;
D;042;470395;4;20250407 01:06;V;;;;;;
B;042;473378;5;20250407 01:06;;;12;BANKSIA CL;COWRA;2794;901;M;20250221;20250324;660000;R1;R;RESIDENCE;;ACN;;0;AU917527;
C;042;473378;5;20250407 01:06;80/866845;
D;042;473378;5;20250407 01:06;P;;;;;;
D;042;473378;5;20250407 01:06;P;;;;;;
D;042;473378;5;20250407 01:06;V;;;;;;
D;042;473378;5;20250407 01:06;V;;;;;;
B;042;473422;6;20250407 01:06;;;8;BARTLETT ST;COWRA;2794;1062;M;20250213;20250327;480000;R1;R;RESIDENCE;;ACC;;0;AU927030;
C;042;473422;6;20250407 01:06;4/14910;
D;042;473422;6;20250407 01:06;P;;;;;;
D;042;473422;6;20250407 01:06;P;;;;;;
D;042;473422;6;20250407 01:06;V;;;;;;
B;042;476311;7;20250407 01:06;;;139;REDFERN ST;COWRA;2794;936;M;20250214;20250328;435000;R1;R;RESIDENCE;;ACN;;0;AU929692;
C;042;476311;7;20250407 01:06;10/807991;
D;042;476311;7;20250407 01:06;P;;;;;;
D;042;476311;7;20250407 01:06;V;;;;;;
D;042;476311;7;20250407 01:06;V;;;;;;
B;042;474352;8;20250407 01:06;;;13;ECHUCA PL;COWRA;2794;867.5;M;20250210;20250324;635000;R1;R;RESIDENCE;;ACC;;0;AU915868;
C;042;474352;8;20250407 01:06;13/803262;
D;042;474352;8;20250407 01:06;P;;;;;;
D;042;474352;8;20250407 01:06;V;;;;;;
D;042;474352;8;20250407 01:06;V;;;;;;
B;042;471802;9;20250407 01:06;;;;GLENLOGAN SIDING RD;COWRA;2794;164.71;H;20250214;20250328;3165250;RU1;3;FARM;;RMN;;0;AU931118;
C;042;471802;9;20250407 01:06;118, 119/750383 117/1103507;
D;042;471802;9;20250407 01:06;P;;;;;;
D;042;471802;9;20250407 01:06;V;;;;;;
B;042;471813;10;20250407 01:06;GLENCOE;;778;GLENLOGAN SIDING RD;COWRA;2794;68.19;H;20250214;20250328;3165250;RU1;3;FARM;;HFN;;0;AU931118;
C;042;471813;10;20250407 01:06;150/750383;
D;042;471813;10;20250407 01:06;P;;;;;;
D;042;471813;10;20250407 01:06;V;;;;;;
B;042;474842;11;20250407 01:06;;;60;HARTLEY ST;COWRA;2794;1012;M;20250210;20250324;165000;R2;V;VACANT LAND;;ASC;;0;AU916878;
C;042;474842;11;20250407 01:06;6/5805;
D;042;474842;11;20250407 01:06;P;;;;;;
D;042;474842;11;20250407 01:06;V;;;;;;
Z;54;11;11;30;
