A;034;20011109 09:13;CDIXON;
B;034;440410;1;20011109 09:13;;;690;SNOWY MOUNTAINS HWY;DAIRYMANS PLAINS;2630;4894;M;20010525;20010705;93000;R;R;RESIDENCE;;RC;;;7793628;
C;034;440410;1;20011109 09:13;D//400255;
D;034;440410;1;20011109 09:13;P;;;;;;
D;034;440410;1;20011109 09:13;P;;;;;;
D;034;440410;1;20011109 09:13;V;;;;;;
D;034;440410;1;20011109 09:13;V;;;;;;
B;034;440527;2;20011109 09:13;;;21;BRANSBY ST;BREDBO;2626;2.023;H;20010615;20010629;90000;Z;V;VACANT LAND;;VB;;;7745895;
C;034;440527;2;20011109 09:13;1, 10, 2, 3, 4, 5, 6, 7, 8, 9/18/758158;
D;034;440527;2;20011109 09:13;P;;;;;;
D;034;440527;2;20011109 09:13;V;;;;;;
B;034;441184;3;20011109 09:13;;;;PH GUNGOANDRA;BREDBO;2626;16.19;H;20010606;20010718;260000;R;R;RESIDENCE;;RB;;;7806445;
C;034;441184;3;20011109 09:13;37//750542;
D;034;441184;3;20011109 09:13;P;;;;;;
D;034;441184;3;20011109 09:13;P;;;;;;
D;034;441184;3;20011109 09:13;V;;;;;;
D;034;441184;3;20011109 09:13;V;;;;;;
B;034;441410;4;20011109 09:13;;;;PH MICHELAGO;MICHELAGO;2620;48.7;H;20010522;20010629;290000;R;R;RESIDENCE;;RW;;;7790517;
C;034;441410;4;20011109 09:13;10//713626;
D;034;441410;4;20011109 09:13;P;;;;;;
D;034;441410;4;20011109 09:13;P;;;;;;
D;034;441410;4;20011109 09:13;V;;;;;;
B;034;442789;5;20011109 09:13;;;14;BENT ST;COOMA;2630;860;M;20010606;20010718;87500;A;R;RESIDENCE;;AG;;;7801760;
C;034;442789;5;20011109 09:13;A//345596;
D;034;442789;5;20011109 09:13;P;;;;;;
D;034;442789;5;20011109 09:13;P;;;;;;
D;034;442789;5;20011109 09:13;V;;;;;;
D;034;442789;5;20011109 09:13;V;;;;;;
B;034;442927;6;20011109 09:13;;;22;BLIGH ST;COOMA;2630;961.2;M;20010430;20010607;50000;A;R;RESIDENCE;;AD;;;7761644;
C;034;442927;6;20011109 09:13;3//28016;
D;034;442927;6;20011109 09:13;P;;;;;;
D;034;442927;6;20011109 09:13;V;;;;;;
D;034;442927;6;20011109 09:13;V;;;;;;
B;034;443292;7;20011109 09:13;;;139;COMMISSIONER ST;COOMA;2630;1088;M;20010426;20010613;250000;A;R;RESIDENCE;;AG;;;7738168;
C;034;443292;7;20011109 09:13;3//529179;
D;034;443292;7;20011109 09:13;P;;;;;;
D;034;443292;7;20011109 09:13;V;;;;;;
D;034;443292;7;20011109 09:13;V;;;;;;
B;034;443427;8;20011109 09:13;;;3;CROMWELL ST;COOMA;2630;815.7;M;20010622;20010720;70000;A;R;RESIDENCE;;AG;;;7805716;
C;034;443427;8;20011109 09:13;E//449346;
D;034;443427;8;20011109 09:13;P;;;;;;
