A;206;20110801 02:24;VALNET;
B;206;1970458;1;20110801 02:24;;;101;WARREN RD;MARRICKVILLE;2204;221.3;M;20110506;20110715;625000;A;R;RESIDENCE;;EG;;0;AG383138;
C;206;1970458;1;20110801 02:24;1/927111;
D;206;1970458;1;20110801 02:24;P;;;;;;
D;206;1970458;1;20110801 02:24;V;;;;;;
B;206;2926026;2;20110801 02:24;CITADEL APARTMENTS;304;1;PHILLIP ST;PETERSHAM;2049;68;M;20110607;20110712;332000;;R;RESIDENCE;49;;;0;AG384750;
C;206;2926026;2;20110801 02:24;49/SP67607;
D;206;2926026;2;20110801 02:24;P;;;;;;
D;206;2926026;2;20110801 02:24;V;;;;;;
B;206;3052732;3;20110801 02:24;;25;1;RAILWAY AVE;STANMORE;2048;;;20110607;20110719;545000;;R;RESIDENCE;25;;;0;AG388675;
C;206;3052732;3;20110801 02:24;25/SP71769;
D;206;3052732;3;20110801 02:24;P;;;;;;
D;206;3052732;3;20110801 02:24;V;;;;;;
D;206;3052732;3;20110801 02:24;V;;;;;;
B;206;3548675;4;20110801 02:24;;;1;SALISBURY RD;STANMORE;2048;;;20110411;20110603;985000;;R;RESIDENCE;6;;;0;AG375452;
C;206;3548675;4;20110801 02:24;6/SP84512;
D;206;3548675;4;20110801 02:24;P;;;;;;
D;206;3548675;4;20110801 02:24;P;;;;;;
D;206;3548675;4;20110801 02:24;V;;;;;;
D;206;3548675;4;20110801 02:24;V;;;;;;
D;206;3548675;4;20110801 02:24;V;;;;;;
D;206;3548675;4;20110801 02:24;V;;;;;;
D;206;3548675;4;20110801 02:24;V;;;;;;
D;206;3548675;4;20110801 02:24;V;;;;;;
B;206;3551112;5;20110801 02:24;;8;109;CARDIGAN ST;STANMORE;2048;;;20110603;20110715;315000;;R;RESIDENCE;8;;;0;AG383000;
C;206;3551112;5;20110801 02:24;8/SP84559;
D;206;3551112;5;20110801 02:24;P;;;;;;
D;206;3551112;5;20110801 02:24;V;;;;;;
B;206;3589252;6;20110801 02:24;;3;119;PARRAMATTA RD;CAMPERDOWN;2050;;;20100630;20110719;435000;;R;RESIDENCE;3;;;0;AG383584;
C;206;3589252;6;20110801 02:24;3/SP84542;
D;206;3589252;6;20110801 02:24;P;;;;;;
D;206;3589252;6;20110801 02:24;P;;;;;;
D;206;3589252;6;20110801 02:24;V;;;;;;
B;206;3589252;7;20110801 02:24;;8;119;PARRAMATTA RD;CAMPERDOWN;2050;;;20110209;20110719;455000;;R;RESIDENCE;8;;;0;AG385850;
C;206;3589252;7;20110801 02:24;8/SP84542;
D;206;3589252;7;20110801 02:24;P;;;;;;
D;206;3589252;7;20110801 02:24;V;;;;;;
B;206;3574610;8;20110801 02:24;;7;27;ST PETERS ST;ST PETERS;2044;171;M;20110525;20110701;780000;;R;RESIDENCE;7;;;0;AG379636;
C;206;3574610;8;20110801 02:24;7/SP85250;
D;206;3574610;8;20110801 02:24;P;;;;;;
D;206;3574610;8;20110801 02:24;P;;;;;;
D;206;3574610;8;20110801 02:24;V;;;;;;
B;206;3574610;9;20110801 02:24;;14;27;ST PETERS ST;ST PETERS;2044;278;M;20091202;20110513;784500;;R;RESIDENCE;14;;;0;AG253635;
C;206;3574610;9;20110801 02:24;14/SP85250;
D;206;3574610;9;20110801 02:24;P;;;;;;
D;206;3574610;9;20110801 02:24;P;;;;;;
D;206;3574610;9;20110801 02:24;V;;;;;;
B;206;1949211;10;20110801 02:24;;;177;EDGEWARE RD;NEWTOWN;2042;398.4;M;20110514;20110629;915000;A;R;RESIDENCE;;EM;;0;AG345871;
C;206;1949211;10;20110801 02:24;1/982001;
D;206;1949211;10;20110801 02:24;P;;;;;;
D;206;1949211;10;20110801 02:24;V;;;;;;
D;206;1949211;10;20110801 02:24;V;;;;;;
B;206;1951926;11;20110801 02:24;;8;17;GEORGE ST;MARRICKVILLE;2204;;;20110521;20110715;453000;;R;RESIDENCE;8;;;0;AG381866;
C;206;1951926;11;20110801 02:24;8/SP16788;
D;206;1951926;11;20110801 02:24;P;;;;;;
D;206;1951926;11;20110801 02:24;P;;;;;;
D;206;1951926;11;20110801 02:24;V;;;;;;
B;206;1954638;12;20110801 02:24;;;71;ILLAWARRA RD;MARRICKVILLE;2204;490.63;M;20110530;20110715;890000;A;R;RESIDENCE;;EM;;0;AG382988;
C;206;1954638;12;20110801 02:24;1/798877;
D;206;1954638;12;20110801 02:24;P;;;;;;
D;206;1954638;12;20110801 02:24;P;;;;;;
D;206;1954638;12;20110801 02:24;V;;;;;;
B;206;1949525;13;20110801 02:24;;;25;ELTHAM ST;DULWICH HILL;2203;246.6;M;20110201;20110322;840000;A;R;RESIDENCE;;EG;;0;AG380201;
C;206;1949525;13;20110801 02:24;A/386227;
D;206;1949525;13;20110801 02:24;P;;;;;;
D;206;1949525;13;20110801 02:24;V;;;;;;
B;206;1947165;14;20110801 02:24;;;88;CORUNNA RD;STANMORE;2048;234;M;20110629;20110718;860000;A;R;RESIDENCE;;ET;;0;AG379298;
C;206;1947165;14;20110801 02:24;B/371228;
D;206;1947165;14;20110801 02:24;P;;;;;;
D;206;1947165;14;20110801 02:24;P;;;;;;
D;206;1947165;14;20110801 02:24;V;;;;;;
B;206;1942108;15;20110801 02:24;;;13;ALFRED ST;MARRICKVILLE;2204;562.8;M;20110624;20110624;325000;A;R;RESIDENCE;;EG;;0;AG356386;
C;206;1942108;15;20110801 02:24;24/1994;
D;206;1942108;15;20110801 02:24;P;;;;;;
D;206;1942108;15;20110801 02:24;P;;;;;;
D;206;1942108;15;20110801 02:24;V;;;;;;
D;206;1942108;15;20110801 02:24;V;;;;;;
D;206;1942108;15;20110801 02:24;V;;;;;;
B;206;1944640;16;20110801 02:24;;;5;CALVERT ST;MARRICKVILLE;2204;188.86;M;20110504;20110713;710000;A;R;RESIDENCE;;EG;;0;AG376365;
C;206;1944640;16;20110801 02:24;74/1971;
D;206;1944640;16;20110801 02:24;P;;;;;;
D;206;1944640;16;20110801 02:24;P;;;;;;
D;206;1944640;16;20110801 02:24;V;;;;;;
D;206;1944640;16;20110801 02:24;V;;;;;;
B;206;1947443;17;20110801 02:24;;1;32;CROYDON ST;PETERSHAM;2049;;;20110603;20110715;545000;;R;RESIDENCE;1;;;0;AG381175;
C;206;1947443;17;20110801 02:24;1/SP17461;
D;206;1947443;17;20110801 02:24;P;;;;;;
D;206;1947443;17;20110801 02:24;V;;;;;;
B;206;1947525;18;20110801 02:24;;1;81;CRYSTAL ST;PETERSHAM;2049;;;20110412;20110524;465000;;R;RESIDENCE;1;;;0;AG379961;
C;206;1947525;18;20110801 02:24;1/SP19854;
D;206;1947525;18;20110801 02:24;P;;;;;;
D;206;1947525;18;20110801 02:24;V;;;;;;
B;206;1942485;19;20110801 02:24;;;39;APPLEBEE ST;ST PETERS;2044;486.9;M;20110628;20110628;660000;I;R;RESIDENCE;;DS;;0;AG356390;
C;206;1942485;19;20110801 02:24;7/16137;
D;206;1942485;19;20110801 02:24;P;;;;;;
D;206;1942485;19;20110801 02:24;V;;;;;;
B;206;1955406;20;20110801 02:24;;;30;JULIETT ST;ENMORE;2042;196;M;20110528;20110708;735000;A;R;RESIDENCE;;EG;;0;AG387487;
C;206;1955406;20;20110801 02:24;3/232536;
D;206;1955406;20;20110801 02:24;P;;;;;;
D;206;1955406;20;20110801 02:24;P;;;;;;
D;206;1955406;20;20110801 02:24;V;;;;;;
D;206;1955406;20;20110801 02:24;V;;;;;;
B;206;1945312;21;20110801 02:24;;;145;CARDIGAN ST;STANMORE;2048;232.26;M;20110323;20110428;688000;A;R;RESIDENCE;;ET;;0;AG380183;
C;206;1945312;21;20110801 02:24;16/L/3814;
D;206;1945312;21;20110801 02:24;P;;;;;;
D;206;1945312;21;20110801 02:24;V;;;;;;
D;206;1945312;21;20110801 02:24;V;;;;;;
D;206;1945312;21;20110801 02:24;V;;;;;;
D;206;1945312;21;20110801 02:24;V;;;;;;
D;206;1945312;21;20110801 02:24;V;;;;;;
D;206;1945312;21;20110801 02:24;V;;;;;;
D;206;1945312;21;20110801 02:24;V;;;;;;
B;206;1947987;22;20110801 02:24;;4;115;DENISON RD;DULWICH HILL;2203;;;20110606;20110718;429000;;R;RESIDENCE;4;;;0;AG381671;
C;206;1947987;22;20110801 02:24;4/SP40654;
D;206;1947987;22;20110801 02:24;P;;;;;;
D;206;1947987;22;20110801 02:24;P;;;;;;
D;206;1947987;22;20110801 02:24;V;;;;;;
B;206;1943337;23;20110801 02:24;;;22;BARDEN ST;TEMPE;2044;284.5;M;20110604;20110718;755000;A;R;RESIDENCE;;ES;;0;AG385471;
C;206;1943337;23;20110801 02:24;36/2/57638;
D;206;1943337;23;20110801 02:24;P;;;;;;
D;206;1943337;23;20110801 02:24;P;;;;;;
D;206;1943337;23;20110801 02:24;V;;;;;;
B;206;1943365;24;20110801 02:24;;;10;BARKER ST;LEWISHAM;2049;278.9;M;20110609;20110719;785000;A;3;HOUSE;;EG;;0;AG389078;
