A;069;20031117 13:47;PDANN;
B;069;547226;1;20031117 13:47;;;;PH COLEAMBALLY DP'S;COLEAMBALLY;2707;189.1;H;20030718;20030905;1205000;R;3;FARM;;RI;;0;AA19614;
C;069;547226;1;20031117 13:47;9//262397 CIA WB 121176;
D;069;547226;1;20031117 13:47;P;;;;;;
D;069;547226;1;20031117 13:47;P;;;;;;
D;069;547226;1;20031117 13:47;P;;;;;;
D;069;547226;1;20031117 13:47;P;;;;;;
D;069;547226;1;20031117 13:47;V;;;;;;
D;069;547226;1;20031117 13:47;V;;;;;;
B;069;547227;2;20031117 13:47;;;;PH COLEAMBALLY DP'S;COLEAMBALLY;2707;208.5;H;20030718;20030905;1205000;R;3;FARM;;RI;;0;AA19614;
C;069;547227;2;20031117 13:47;10//262397 . WB 121176;
D;069;547227;2;20031117 13:47;P;;;;;;
D;069;547227;2;20031117 13:47;P;;;;;;
D;069;547227;2;20031117 13:47;P;;;;;;
D;069;547227;2;20031117 13:47;P;;;;;;
D;069;547227;2;20031117 13:47;V;;;;;;
D;069;547227;2;20031117 13:47;V;;;;;;
B;069;547414;3;20031117 13:47;;;21 B;CURLEW CRES;COLEAMBALLY;2707;1808;M;20030912;20031027;46800;Z;R;RESIDENCE;;AA;;0;AA126507;
C;069;547414;3;20031117 13:47;437//862112;
D;069;547414;3;20031117 13:47;P;;;;;;
D;069;547414;3;20031117 13:47;P;;;;;;
D;069;547414;3;20031117 13:47;V;;;;;;
B;069;547415;4;20031117 13:47;;;19 B;CURLEW CRES;COLEAMBALLY;2707;1313;M;20030912;20031027;46800;Z;R;RESIDENCE;;AA;;0;AA126507;
C;069;547415;4;20031117 13:47;436//862112;
D;069;547415;4;20031117 13:47;P;;;;;;
D;069;547415;4;20031117 13:47;P;;;;;;
D;069;547415;4;20031117 13:47;V;;;;;;
B;069;547712;5;20031117 13:47;;;;PH MYCOTHA PH PORS;COLEAMBALLY;2707;152.2;H;20030718;20030905;1205000;R;3;FARM;;RI;;0;AA19614;
C;069;547712;5;20031117 13:47;22//750896 . WB 119217 WB 137731;
D;069;547712;5;20031117 13:47;P;;;;;;
D;069;547712;5;20031117 13:47;P;;;;;;
D;069;547712;5;20031117 13:47;P;;;;;;
D;069;547712;5;20031117 13:47;P;;;;;;
D;069;547712;5;20031117 13:47;V;;;;;;
D;069;547712;5;20031117 13:47;V;;;;;;
D;069;547712;5;20031117 13:47;V;;;;;;
D;069;547712;5;20031117 13:47;V;;;;;;
B;069;548078;6;20031117 13:47;;;;PH WADDI TOWN WADDI;DARLINGTON POINT;2706;568.1;H;20030225;20030627;3900000;R;3;FARM;;RI;;0;AA49301;
C;069;548078;6;20031117 13:47;44, 45, 177, 182//750908 WB 124326 WB 186274;
D;069;548078;6;20031117 13:47;P;;;;;;
D;069;548078;6;20031117 13:47;V;;;;;;
B;069;548079;7;20031117 13:47;;;;PH WADDI TOWN WADDI;DARLINGTON POINT;2706;776.3;H;20030225;20030627;3900000;R;3;FARM;;RI;;0;AA49301;
C;069;548079;7;20031117 13:47;2//526217 2//609991 47, 48, 49//750908 . . . Enclosure Permit 47101 WB;
C;069;548079;7;20031117 13:47; 137894 WB 137895;
D;069;548079;7;20031117 13:47;P;;;;;;
D;069;548079;7;20031117 13:47;V;;;;;;
B;069;548338;8;20031117 13:47;;;;W C I C FARMS;COLEAMBALLY;2707;218.52;H;20030723;20030820;1100000;R;3;FARM;;RC;;0;AA3695;
C;069;548338;8;20031117 13:47;35//729559 . Irrigation Farm Purchase 34 WB 186050;
D;069;548338;8;20031117 13:47;P;;;;;;
D;069;548338;8;20031117 13:47;V;;;;;;
B;069;548440;9;20031117 13:47;;;;W C I C FARMS;COLEAMBALLY;2707;147.2;H;20030605;20030715;260000;R;3;FARM/RURAL;;RC;;0;9880863;
C;069;548440;9;20031117 13:47;303//750908 CIA Irrigation Farm Lease 221;
D;069;548440;9;20031117 13:47;P;;;;;;
D;069;548440;9;20031117 13:47;P;;;;;;
D;069;548440;9;20031117 13:47;V;;;;;;
B;069;3041125;10;20031117 13:47;;;;BROLGA LANE;COLEAMBALLY;2707;92.9;M;20030811;20030811;66000;;3;OFFICE;;;;0;9897947;
C;069;3041125;10;20031117 13:47;404//712822;
D;069;3041125;10;20031117 13:47;P;;;;;;
D;069;3041125;10;20031117 13:47;V;;;;;;
Z;60;10;11;37;
