A;186;20030501 12:47;PBARBER;
B;186;1845995;1;20030501 12:47;;;69;CHURCH ST;GLEN INNES;2370;973.8;M;20021106;20021211;60000;A;R;RESIDENCE;;AA;;;9515404;
C;186;1845995;1;20030501 12:47;3//16206;
D;186;1845995;1;20030501 12:47;P;;;;;;
D;186;1845995;1;20030501 12:47;P;;;;;;
D;186;1845995;1;20030501 12:47;V;;;;;;
B;186;1846127;2;20030501 12:47;;;182;CHURCH ST;GLEN INNES;2370;834.7;M;20030307;20030324;75000;A;R;RESIDENCE;;AD;;;9523004;
C;186;1846127;2;20030501 12:47;1//161835;
D;186;1846127;2;20030501 12:47;P;;;;;;
D;186;1846127;2;20030501 12:47;P;;;;;;
D;186;1846127;2;20030501 12:47;V;;;;;;
D;186;1846127;2;20030501 12:47;V;;;;;;
B;186;1846250;3;20030501 12:47;;;;CORONATION AVE;GLEN INNES;2370;758.8;M;20030228;20030328;72500;A;R;RESIDENCE;;AE;;;9543658;
C;186;1846250;3;20030501 12:47;2//514611;
D;186;1846250;3;20030501 12:47;P;;;;;;
D;186;1846250;3;20030501 12:47;P;;;;;;
D;186;1846250;3;20030501 12:47;V;;;;;;
B;186;1846485;4;20030501 12:47;;;38;EDWARD ST;GLEN INNES;2370;398.4;M;20030317;20030407;51500;A;R;RESIDENCE;;AA;;;9536393;
C;186;1846485;4;20030501 12:47;2//508944;
D;186;1846485;4;20030501 12:47;P;;;;;;
D;186;1846485;4;20030501 12:47;V;;;;;;
D;186;1846485;4;20030501 12:47;V;;;;;;
B;186;1846500;5;20030501 12:47;;;238;FERGUSON ST;GLEN INNES;2370;404.7;M;20030303;20030408;49500;B;R;RESIDENCE;;BB;;;9523550;
C;186;1846500;5;20030501 12:47;1//738711;
D;186;1846500;5;20030501 12:47;P;;;;;;
D;186;1846500;5;20030501 12:47;P;;;;;;
D;186;1846500;5;20030501 12:47;V;;;;;;
D;186;1846500;5;20030501 12:47;V;;;;;;
B;186;1847150;6;20030501 12:47;;;23;LAMBETH ST;GLEN INNES;2370;866.3;M;20030218;20030328;64000;A;R;RESIDENCE;;AC;;;9521583;
C;186;1847150;6;20030501 12:47;18/78/758447;
D;186;1847150;6;20030501 12:47;P;;;;;;
D;186;1847150;6;20030501 12:47;P;;;;;;
D;186;1847150;6;20030501 12:47;V;;;;;;
B;186;1847445;7;20030501 12:47;;;;MACQUARIE ST;GLEN INNES;2370;966.4;M;20030327;20030411;29500;A;R;RESIDENCE;;AC;;;9538190;
C;186;1847445;7;20030501 12:47;1//788346;
D;186;1847445;7;20030501 12:47;P;;;;;;
D;186;1847445;7;20030501 12:47;P;;;;;;
D;186;1847445;7;20030501 12:47;P;;;;;;
D;186;1847445;7;20030501 12:47;V;;;;;;
B;186;1847822;8;20030501 12:47;;;12;MOSSMAN ST;GLEN INNES;2370;1423;M;20021025;20021129;76500;A;R;RESIDENCE;;AF;;;9523778;
C;186;1847822;8;20030501 12:47;18/37/758447;
D;186;1847822;8;20030501 12:47;P;;;;;;
D;186;1847822;8;20030501 12:47;P;;;;;;
D;186;1847822;8;20030501 12:47;V;;;;;;
B;186;1847842;9;20030501 12:47;;;;O'HALLORAN AVE;GLEN INNES;2370;1119;M;20030210;20030310;82500;A;R;RESIDENCE;;CE;;;9541850;
C;186;1847842;9;20030501 12:47;4//840474;
D;186;1847842;9;20030501 12:47;P;;;;;;
D;186;1847842;9;20030501 12:47;P;;;;;;
D;186;1847842;9;20030501 12:47;V;;;;;;
B;186;1848069;10;20030501 12:47;;;;RED RANGE RD;GLEN INNES;2370;20;H;20030214;20030404;375000;R;R;RESIDENCE;;RA;;;9535567;
C;186;1848069;10;20030501 12:47;2//814665;
D;186;1848069;10;20030501 12:47;P;;;;;;
D;186;1848069;10;20030501 12:47;V;;;;;;
Z;54;10;10;32;
