A;250;20030619 09:38;PDANN;
B;250;2668691;1;20030619 09:38;;;88;HIGH ST;TENTERFIELD;2372;2023;M;20021220;20030113;78000;Z;R;RESIDENCE;;AC;AC;0;9450751;
C;250;2668691;1;20030619 09:38;14/20/758959;
D;250;2668691;1;20030619 09:38;P;;;;;;
D;250;2668691;1;20030619 09:38;P;;;;;;
D;250;2668691;1;20030619 09:38;V;;;;;;
B;250;2668905;2;20030619 09:38;;;150;LOGAN ST;TENTERFIELD;2372;903.4;M;20030205;20030224;50000;Z;R;RESIDENCE;;AC;AC;0;9461584;
C;250;2668905;2;20030619 09:38;E//332003;
D;250;2668905;2;20030619 09:38;P;;;;;;
D;250;2668905;2;20030619 09:38;V;;;;;;
B;250;2669200;3;20030619 09:38;;;62;MOLESWORTH ST;TENTERFIELD;2372;2023;M;20030116;20030212;90000;Z;R;RESIDENCE;;AC;AC;0;4380863;
C;250;2669200;3;20030619 09:38;5//1051639;
D;250;2669200;3;20030619 09:38;P;;;;;;
D;250;2669200;3;20030619 09:38;P;;;;;;
B;250;2670203;4;20030619 09:38;TASSBURN;;;WALLANGARRA RD;TENTERFIELD;2372;66.87;H;20030124;20030224;117500;R;V;VACANT LAND;;LS;RF;0;9418842;
C;250;2670203;4;20030619 09:38;1//537293 41//751490;
D;250;2670203;4;20030619 09:38;P;;;;;;
D;250;2670203;4;20030619 09:38;P;;;;;;
D;250;2670203;4;20030619 09:38;V;;;;;;
B;250;2670378;5;20030619 09:38;;;;BRUXNER HWY;BARNEY DOWNS;2372;1.255;H;20030320;20030320;20000;R;V;VACANT LAND;;GE;RV;0;9470129;
C;250;2670378;5;20030619 09:38;5//788182;
D;250;2670378;5;20030619 09:38;P;;;;;;
D;250;2670378;5;20030619 09:38;V;;;;;;
B;250;2670401;6;20030619 09:38;;;LOT51;WHITE SWAMP ROAD;OLD KOREELAH;2476;2023;M;20021004;20021118;249000;R;3;;;GS;RR;0;9467903;
C;250;2670401;6;20030619 09:38;51//751041;
D;250;2670401;6;20030619 09:38;P;;;;;;
D;250;2670401;6;20030619 09:38;P;;;;;;
D;250;2670401;6;20030619 09:38;V;;;;;;
B;250;2670653;7;20030619 09:38;;;;RED ROCK RD;DRAKE;2469;58;H;20030203;20030307;70500;R;3;RURAL;;ED;RF;0;9458588;
C;250;2670653;7;20030619 09:38;6//817371;
D;250;2670653;7;20030619 09:38;P;;;;;;
D;250;2670653;7;20030619 09:38;P;;;;;;
D;250;2670653;7;20030619 09:38;V;;;;;;
D;250;2670653;7;20030619 09:38;V;;;;;;
B;250;2671193;8;20030619 09:38;;;;CYRIL SMITH CCT;TENTERFIELD;2372;20.25;H;20030312;20030312;15000;R;V;VACANT LAND;;ED;RF;0;9444068;
C;250;2671193;8;20030619 09:38;200//862096;
D;250;2671193;8;20030619 09:38;P;;;;;;
D;250;2671193;8;20030619 09:38;V;;;;;;
B;250;2671806;9;20030619 09:38;LOT 28;;;IRONBARK RD;MOLE RIVER;2372;20;H;20030203;20030304;25000;R;V;VACANT LAND;;CM;RV;0;9447385;
C;250;2671806;9;20030619 09:38;28//789006;
D;250;2671806;9;20030619 09:38;P;;;;;;
D;250;2671806;9;20030619 09:38;P;;;;;;
D;250;2671806;9;20030619 09:38;V;;;;;;
B;250;2671925;10;20030619 09:38;;;;ROCKY RIVER VIA;TENTERFIELD;2372;1165;H;20021203;20021203;5000;R;3;FARMLAND;;SR;RGI;10;9220041;
C;250;2671925;10;20030619 09:38;1, 21, 22, 28//752396 (CN L 20/35 WITHIN BILLILIMBRA SF NO 815) State ;
C;250;2671925;10;20030619 09:38;Forest 815 Crown Lease 20/35;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;P;;;;;;
D;250;2671925;10;20030619 09:38;V;;;;;;
D;250;2671925;10;20030619 09:38;V;;;;;;
D;250;2671925;10;20030619 09:38;V;;;;;;
D;250;2671925;10;20030619 09:38;V;;;;;;
D;250;2671925;10;20030619 09:38;V;;;;;;
D;250;2671925;10;20030619 09:38;V;;;;;;
D;250;2671925;10;20030619 09:38;V;;;;;;
B;250;2933653;11;20030619 09:38;;;;FAIRFIELD ST;DRAKE;2469;2024;M;20021120;20030318;100000;Z;R;RESIDENCE;;DV;AC;0;9472751;
C;250;2933653;11;20030619 09:38;8, 9/41/758359;
D;250;2933653;11;20030619 09:38;P;;;;;;
D;250;2933653;11;20030619 09:38;V;;;;;;
Z;66;11;12;41;
