A;RTSALEDATA;270;20250120 01:09;VALNET;
B;270;547499;1;20250120 01:09;;;31;KINGFISHER AVE;COLEAMBALLY;2707;1056;M;20241220;20250110;341000;RU5;R;RESIDENCE;;RAA;;0;AU738686;
C;270;547499;1;20250120 01:09;5/234758;
D;270;547499;1;20250120 01:09;P;;;;;;
D;270;547499;1;20250120 01:09;V;;;;;;
Z;6;1;1;2;
