A;221;20030501 12:50;PBARBER;
B;221;2431748;1;20030501 12:50;;15;3;ADDLESTONE RD;MERRYLANDS;2160;;;20030207;20030314;265000;;R;RESIDENCE;15;;;;9516605;
C;221;2431748;1;20030501 12:50;15//SP 61642;
D;221;2431748;1;20030501 12:50;P;;;;;;
D;221;2431748;1;20030501 12:50;P;;;;;;
D;221;2431748;1;20030501 12:50;V;;;;;;
B;221;2432474;2;20030501 12:50;;;1;ANDREW PL;GIRRAWEEN;2145;815.7;M;20030228;20030228;280000;A;R;RESIDENCE;;AW;;;9533464;
C;221;2432474;2;20030501 12:50;1//29961;
D;221;2432474;2;20030501 12:50;P;;;;;;
D;221;2432474;2;20030501 12:50;P;;;;;;
D;221;2432474;2;20030501 12:50;V;;;;;;
D;221;2432474;2;20030501 12:50;V;;;;;;
D;221;2432474;2;20030501 12:50;V;;;;;;
D;221;2432474;2;20030501 12:50;V;;;;;;
B;221;2432551;3;20030501 12:50;;;27;ARNETT ST;WENTWORTHVILLE;2145;682.9;M;20030214;20030411;445000;A;R;RESIDENCE;;AW;;;9538650;
C;221;2432551;3;20030501 12:50;18//27080;
D;221;2432551;3;20030501 12:50;P;;;;;;
D;221;2432551;3;20030501 12:50;P;;;;;;
D;221;2432551;3;20030501 12:50;V;;;;;;
D;221;2432551;3;20030501 12:50;V;;;;;;
B;221;2433854;4;20030501 12:50;;;27;BERITH RD;PENDLE HILL;2145;556.4;M;20030312;20030404;365000;A;R;RESIDENCE;;AG;;;9524261;
C;221;2433854;4;20030501 12:50;24//203478;
D;221;2433854;4;20030501 12:50;P;;;;;;
D;221;2433854;4;20030501 12:50;P;;;;;;
D;221;2433854;4;20030501 12:50;V;;;;;;
D;221;2433854;4;20030501 12:50;V;;;;;;
B;221;2434149;5;20030501 12:50;;1;112;BETTS RD;MERRYLANDS;2160;;;20030225;20030408;292000;;R;RESIDENCE;1;;;;9528556;
C;221;2434149;5;20030501 12:50;1//SP 53887;
D;221;2434149;5;20030501 12:50;P;;;;;;
D;221;2434149;5;20030501 12:50;P;;;;;;
D;221;2434149;5;20030501 12:50;V;;;;;;
D;221;2434149;5;20030501 12:50;V;;;;;;
B;221;2434308;6;20030501 12:50;;22;56;BIRMINGHAM ST;MERRYLANDS;2160;;;20030226;20030409;232500;;R;RESIDENCE;22;;;;9540210;
C;221;2434308;6;20030501 12:50;22//SP 41614;
D;221;2434308;6;20030501 12:50;P;;;;;;
D;221;2434308;6;20030501 12:50;P;;;;;;
D;221;2434308;6;20030501 12:50;V;;;;;;
B;221;2434491;7;20030501 12:50;;;49;BIRRIWA ST;GREYSTANES;2145;557.8;M;20030112;20030318;510000;A;R;RESIDENCE;;AC;;;9548413;
C;221;2434491;7;20030501 12:50;16//259298;
D;221;2434491;7;20030501 12:50;P;;;;;;
D;221;2434491;7;20030501 12:50;P;;;;;;
D;221;2434491;7;20030501 12:50;V;;;;;;
