A;134;20020402 12:30;CDIXON;
B;134;1291953;1;20020402 12:30;;14;45;ALT ST;ASHFIELD;2131;;;20011030;20011211;235000;;R;RESIDENCE;14;;;;8393673;
C;134;1291953;1;20020402 12:30;14//221;
D;134;1291953;1;20020402 12:30;P;;;;;;
D;134;1291953;1;20020402 12:30;V;;;;;;
B;134;1292084;2;20020402 12:30;;4;77;ALT ST;ASHFIELD;2131;;;20020118;20020304;280000;;R;RESIDENCE;4;;;;8420341;
C;134;1292084;2;20020402 12:30;4//4132;
D;134;1292084;2;20020402 12:30;P;;;;;;
D;134;1292084;2;20020402 12:30;P;;;;;;
D;134;1292084;2;20020402 12:30;V;;;;;;
B;134;1292405;3;20020402 12:30;;13;88;ALT ST;ASHFIELD;2131;;;20011221;20011221;150000;;R;RESIDENCE;13;;;;8405118;
C;134;1292405;3;20020402 12:30;13//667;
D;134;1292405;3;20020402 12:30;P;;;;;;
D;134;1292405;3;20020402 12:30;V;;;;;;
B;134;1292405;4;20020402 12:30;;30;88;ALT ST;ASHFIELD;2131;;;20011221;20011221;150000;;R;RESIDENCE;30;;;;8405118;
C;134;1292405;4;20020402 12:30;30//667;
D;134;1292405;4;20020402 12:30;P;;;;;;
D;134;1292405;4;20020402 12:30;V;;;;;;
B;134;1292729;5;20020402 12:30;;;12;ALT ST;ASHFIELD;2131;;;20020109;20020220;385000;A;R;RESIDENCE;;EG;;;8399287;
C;134;1292729;5;20020402 12:30;A//322147;
D;134;1292729;5;20020402 12:30;P;;;;;;
D;134;1292729;5;20020402 12:30;P;;;;;;
D;134;1292729;5;20020402 12:30;V;;;;;;
B;134;1293060;6;20020402 12:30;;;20;BAY ST;CROYDON;2132;398.4;M;20011208;20020215;471000;A;R;RESIDENCE;;EG;;;8393393;
C;134;1293060;6;20020402 12:30;A//324893;
D;134;1293060;6;20020402 12:30;P;;;;;;
D;134;1293060;6;20020402 12:30;V;;;;;;
B;134;1293068;7;20020402 12:30;;;8;BAY ST;CROYDON;2132;;;20011201;20020215;558000;A;R;RESIDENCE;;EG;;;8384656;
C;134;1293068;7;20020402 12:30;15//5974;
D;134;1293068;7;20020402 12:30;P;;;;;;
D;134;1293068;7;20020402 12:30;V;;;;;;
B;134;1293599;8;20020402 12:30;;8;40;BLAND ST;ASHFIELD;2131;;;20020307;20020307;110000;;R;RESIDENCE;8;;;;8428383;
C;134;1293599;8;20020402 12:30;8//7327;
D;134;1293599;8;20020402 12:30;P;;;;;;
D;134;1293599;8;20020402 12:30;P;;;;;;
D;134;1293599;8;20020402 12:30;P;;;;;;
D;134;1293599;8;20020402 12:30;V;;;;;;
D;134;1293599;8;20020402 12:30;V;;;;;;
D;134;1293599;8;20020402 12:30;V;;;;;;
D;134;1293599;8;20020402 12:30;V;;;;;;
B;134;1293772;9;20020402 12:30;;;1;BRIDGES AVE;CROYDON;2132;;;20011219;20020118;300000;A;R;RESIDENCE;;EG;;;8443116;
C;134;1293772;9;20020402 12:30;14//18404;
D;134;1293772;9;20020402 12:30;P;;;;;;
D;134;1293772;9;20020402 12:30;P;;;;;;
D;134;1293772;9;20020402 12:30;P;;;;;;
D;134;1293772;9;20020402 12:30;V;;;;;;
B;134;1293963;10;20020402 12:30;;;324;CANTERBURY RD;HURLSTONE PARK;2193;;;20020125;20020301;510000;A;R;RESIDENCE;;EM;;;8429501;
C;134;1293963;10;20020402 12:30;36//4170;
D;134;1293963;10;20020402 12:30;P;;;;;;
D;134;1293963;10;20020402 12:30;V;;;;;;
D;134;1293963;10;20020402 12:30;V;;;;;;
B;134;1295390;11;20020402 12:30;;10;9;CHURCH ST;ASHFIELD;2131;;;20020119;20020301;235000;;R;RESIDENCE;10;;;;8448750;
C;134;1295390;11;20020402 12:30;10//2008;
D;134;1295390;11;20020402 12:30;P;;;;;;
D;134;1295390;11;20020402 12:30;V;;;;;;
D;134;1295390;11;20020402 12:30;V;;;;;;
B;134;1295406;12;20020402 12:30;;34;11;CHURCH ST;ASHFIELD;2131;;;20011213;20020308;120000;;R;RESIDENCE;34;;;;8434694;
C;134;1295406;12;20020402 12:30;34//18211;
D;134;1295406;12;20020402 12:30;P;;;;;;
D;134;1295406;12;20020402 12:30;V;;;;;;
D;134;1295406;12;20020402 12:30;V;;;;;;
B;134;1295406;13;20020402 12:30;;35;11;CHURCH ST;ASHFIELD;2131;;;20011213;20020308;120000;;R;RESIDENCE;35;;;;8434694;
C;134;1295406;13;20020402 12:30;35//18211;
D;134;1295406;13;20020402 12:30;P;;;;;;
D;134;1295406;13;20020402 12:30;V;;;;;;
D;134;1295406;13;20020402 12:30;V;;;;;;
B;134;1295623;14;20020402 12:30;;8;4;CHURCH ST;ASHFIELD;2131;;;20020125;20020312;258000;;R;RESIDENCE;8;;;;8448202;
C;134;1295623;14;20020402 12:30;8//7776;
D;134;1295623;14;20020402 12:30;P;;;;;;
D;134;1295623;14;20020402 12:30;V;;;;;;
D;134;1295623;14;20020402 12:30;V;;;;;;
B;134;1296223;15;20020402 12:30;;13;34;DALHOUSIE ST;HABERFIELD;2045;;;20020305;20020306;320000;;R;RESIDENCE;13;;;;8418914;
C;134;1296223;15;20020402 12:30;13//1801;
D;134;1296223;15;20020402 12:30;P;;;;;;
D;134;1296223;15;20020402 12:30;V;;;;;;
B;134;1296223;16;20020402 12:30;;18;34;DALHOUSIE ST;HABERFIELD;2045;;;20020305;20020306;320000;;R;RESIDENCE;18;;;;8418914;
C;134;1296223;16;20020402 12:30;18//1801;
D;134;1296223;16;20020402 12:30;P;;;;;;
D;134;1296223;16;20020402 12:30;V;;;;;;
B;134;1296742;17;20020402 12:30;;1;152;EDWIN ST N;CROYDON;2132;;;20011128;20020205;260000;;R;RESIDENCE;1;;;;8382814;
C;134;1296742;17;20020402 12:30;1//38877;
D;134;1296742;17;20020402 12:30;P;;;;;;
D;134;1296742;17;20020402 12:30;V;;;;;;
B;134;1297219;18;20020402 12:30;;9;109;ELIZABETH ST;ASHFIELD;2131;;;20020122;20020218;230000;;R;RESIDENCE;9;;;;8400196;
C;134;1297219;18;20020402 12:30;9//SP 268;
D;134;1297219;18;20020402 12:30;P;;;;;;
D;134;1297219;18;20020402 12:30;P;;;;;;
D;134;1297219;18;20020402 12:30;V;;;;;;
B;134;1297219;19;20020402 12:30;;18;109;ELIZABETH ST;ASHFIELD;2131;;;20020122;20020218;230000;;R;RESIDENCE;18;;;;8400196;
C;134;1297219;19;20020402 12:30;18//SP 268;
D;134;1297219;19;20020402 12:30;P;;;;;;
D;134;1297219;19;20020402 12:30;P;;;;;;
D;134;1297219;19;20020402 12:30;V;;;;;;
B;134;1297360;20;20020402 12:30;;;24;EMPIRE ST;HABERFIELD;2045;360.4;M;20020205;20020319;570000;A;R;RESIDENCE;;EH;;;8460462;
C;134;1297360;20;20020402 12:30;1//942397;
D;134;1297360;20;20020402 12:30;P;;;;;;
