A;164;20110801 02:22;VALNET;
B;164;3587071;1;20110801 02:22;;;;PEARL CCT;VALLA;2448;7923;M;20091202;20110715;170000;;V;VACANT LAND;;;;0;AG377767;
C;164;3587071;1;20110801 02:22;4/1149595;
D;164;3587071;1;20110801 02:22;P;;;;;;
D;164;3587071;1;20110801 02:22;P;;;;;;
D;164;3587071;1;20110801 02:22;V;;;;;;
B;164;3587109;2;20110801 02:22;;;;TIMBERTOP CT;VALLA;2448;1.3;H;20110531;20110712;210000;;V;VACANT LAND;;;;0;AG382020;
C;164;3587109;2;20110801 02:22;42/1149595;
D;164;3587109;2;20110801 02:22;P;;;;;;
D;164;3587109;2;20110801 02:22;P;;;;;;
D;164;3587109;2;20110801 02:22;V;;;;;;
B;164;1795961;3;20110801 02:22;;;28;BANYANDAH RD;HYLAND PARK;2448;695.5;M;20110531;20110706;229000;R1;R;RESIDENCE;;AAA;;0;AG391529;
C;164;1795961;3;20110801 02:22;14/231122;
D;164;1795961;3;20110801 02:22;P;;;;;;
D;164;1795961;3;20110801 02:22;P;;;;;;
D;164;1795961;3;20110801 02:22;P;;;;;;
D;164;1795961;3;20110801 02:22;P;;;;;;
D;164;1795961;3;20110801 02:22;V;;;;;;
B;164;1793526;4;20110801 02:22;;;39;PRESTON DR;MACKSVILLE;2447;5004;M;20110523;20110629;407500;R5;R;RESIDENCE;;ARC;;0;AG377333;
C;164;1793526;4;20110801 02:22;24/792239;
D;164;1793526;4;20110801 02:22;P;;;;;;
D;164;1793526;4;20110801 02:22;P;;;;;;
D;164;1793526;4;20110801 02:22;V;;;;;;
D;164;1793526;4;20110801 02:22;V;;;;;;
B;164;1793843;5;20110801 02:22;;;37;EAST ST;MACKSVILLE;2447;556.4;M;20110601;20110713;222000;R1;R;RESIDENCE;;AAE;;0;AG381768;
C;164;1793843;5;20110801 02:22;4/32372;
D;164;1793843;5;20110801 02:22;P;;;;;;
D;164;1793843;5;20110801 02:22;P;;;;;;
D;164;1793843;5;20110801 02:22;V;;;;;;
B;164;1799420;6;20110801 02:22;;;278;SULLIVANS RD;VALLA;2448;3998;M;20110510;20110713;375000;RU2;R;RESIDENCE;;RVD;;0;AG376802;
C;164;1799420;6;20110801 02:22;13/249080;
D;164;1799420;6;20110801 02:22;P;;;;;;
D;164;1799420;6;20110801 02:22;P;;;;;;
D;164;1799420;6;20110801 02:22;V;;;;;;
D;164;1799420;6;20110801 02:22;V;;;;;;
Z;36;6;6;22;
