A;092;20011109 09:31;CDIXON;
B;092;949491;1;20011109 09:31;;10;96;ALBERT AVE;CHATSWOOD;2067;;;20010430;20010702;323250;;R;RESIDENCE;10;;;;7796026;
C;092;949491;1;20011109 09:31;10//9543;
D;092;949491;1;20011109 09:31;P;;;;;;
D;092;949491;1;20011109 09:31;V;;;;;;
B;092;949554;2;20011109 09:31;;9;88;ALBERT AVE;CHATSWOOD;2067;;;20010523;20010523;315000;;R;RESIDENCE;9;;;;7762372;
C;092;949554;2;20011109 09:31;9//5804;
D;092;949554;2;20011109 09:31;P;;;;;;
D;092;949554;2;20011109 09:31;V;;;;;;
B;092;949624;3;20011109 09:31;;3;33;ALBERT AVE;CHATSWOOD;2067;;;20010612;20010713;295000;;R;RESIDENCE;3;;;;7790055;
C;092;949624;3;20011109 09:31;3//6638;
D;092;949624;3;20011109 09:31;P;;;;;;
D;092;949624;3;20011109 09:31;P;;;;;;
D;092;949624;3;20011109 09:31;V;;;;;;
B;092;949638;4;20011109 09:31;;2;73;ALBERT AVE;CHATSWOOD;2067;;;20010614;20010629;310000;;R;RESIDENCE;2;;;;7734228;
C;092;949638;4;20011109 09:31;2//17898;
D;092;949638;4;20011109 09:31;P;;;;;;
D;092;949638;4;20011109 09:31;P;;;;;;
D;092;949638;4;20011109 09:31;V;;;;;;
B;092;949747;5;20011109 09:31;;;74;ALLEYNE ST;CHATSWOOD;2067;1214;M;20010220;20010410;1787500;I;R;RESIDENCE;;DC;;;7764267;
C;092;949747;5;20011109 09:31;1//72681 1//996220;
D;092;949747;5;20011109 09:31;P;;;;;;
D;092;949747;5;20011109 09:31;P;;;;;;
D;092;949747;5;20011109 09:31;V;;;;;;
D;092;949747;5;20011109 09:31;V;;;;;;
B;092;949860;6;20011109 09:31;;;4;AMAROO AVE;CASTLE COVE;2069;;;20010605;20010626;990000;A;R;RESIDENCE;;EF;;;7735667;
C;092;949860;6;20011109 09:31;152//30581;
D;092;949860;6;20011109 09:31;P;;;;;;
D;092;949860;6;20011109 09:31;V;;;;;;
B;092;950044;7;20011109 09:31;;;11 A;ANTHONY ST;CHATSWOOD;2067;406.5;M;20010516;20010720;895000;A;R;RESIDENCE;;EV;;;7796042;
C;092;950044;7;20011109 09:31;100//860495;
D;092;950044;7;20011109 09:31;P;;;;;;
D;092;950044;7;20011109 09:31;V;;;;;;
