A;124;20030501 12:43;PBARBER;
B;124;1265714;1;20030501 12:43;;;7;AGLAND CRES;ORANGE;2800;857.9;M;20030213;20030327;223500;A;R;RESIDENCE;;AS;;;9553179;
C;124;1265714;1;20030501 12:43;178//844546;
D;124;1265714;1;20030501 12:43;P;;;;;;
D;124;1265714;1;20030501 12:43;P;;;;;;
D;124;1265714;1;20030501 12:43;V;;;;;;
B;124;1265730;2;20030501 12:43;;;48;AGLAND CRES;ORANGE;2800;748;M;20030206;20030320;185000;A;R;RESIDENCE;;AS;;;9525137;
C;124;1265730;2;20030501 12:43;197//851293;
D;124;1265730;2;20030501 12:43;P;;;;;;
D;124;1265730;2;20030501 12:43;V;;;;;;
D;124;1265730;2;20030501 12:43;V;;;;;;
B;124;1265987;3;20030501 12:43;;;;AMANA CCT;ORANGE;2800;1661;M;20020927;20021025;260000;A;R;RESIDENCE;;AS;;;9528425;
C;124;1265987;3;20030501 12:43;3//870105;
D;124;1265987;3;20030501 12:43;P;;;;;;
D;124;1265987;3;20030501 12:43;P;;;;;;
D;124;1265987;3;20030501 12:43;V;;;;;;
B;124;1266992;4;20030501 12:43;;;9;BATHURST RD;ORANGE;2800;297.8;M;20030218;20030402;180000;A;R;RESIDENCE;;AP;;;9533727;
C;124;1266992;4;20030501 12:43;4//260469;
D;124;1266992;4;20030501 12:43;P;;;;;;
D;124;1266992;4;20030501 12:43;P;;;;;;
D;124;1266992;4;20030501 12:43;V;;;;;;
B;124;1267347;5;20030501 12:43;;;21;BLETCHINGTON ST;ORANGE;2800;5261;M;20030220;20030403;140000;A;R;RESIDENCE;;AH;;;9543231;
C;124;1267347;5;20030501 12:43;7/26/5600;
D;124;1267347;5;20030501 12:43;P;;;;;;
D;124;1267347;5;20030501 12:43;P;;;;;;
D;124;1267347;5;20030501 12:43;V;;;;;;
B;124;1267458;6;20030501 12:43;;4;11;BOOLAROO PL;ORANGE;2800;;;20030214;20030321;109000;;R;RESIDENCE;4;;;;9531031;
C;124;1267458;6;20030501 12:43;4//SP 21693;
D;124;1267458;6;20030501 12:43;P;;;;;;
D;124;1267458;6;20030501 12:43;V;;;;;;
B;124;1267642;7;20030501 12:43;;;1;BRUMBYS RUN;CLIFTON GROVE;2800;2.249;H;20030213;20030327;125000;R;V;VACANT LAND;;RC;;;9541521;
C;124;1267642;7;20030501 12:43;529//1006591;
D;124;1267642;7;20030501 12:43;P;;;;;;
D;124;1267642;7;20030501 12:43;P;;;;;;
D;124;1267642;7;20030501 12:43;V;;;;;;
D;124;1267642;7;20030501 12:43;V;;;;;;
B;124;1267964;8;20030501 12:43;;;216;BYNG ST;ORANGE;2800;;;20030206;20030317;135000;A;R;RESIDENCE;;AP;;;9536186;
C;124;1267964;8;20030501 12:43;1//794671;
D;124;1267964;8;20030501 12:43;P;;;;;;
D;124;1267964;8;20030501 12:43;V;;;;;;
D;124;1267964;8;20030501 12:43;V;;;;;;
B;124;1269407;9;20030501 12:43;;;76;DALTON ST;ORANGE;2800;739.8;M;20030226;20030402;125000;A;R;RESIDENCE;;AC;;;9514180;
C;124;1269407;9;20030501 12:43;1//907853;
D;124;1269407;9;20030501 12:43;P;;;;;;
D;124;1269407;9;20030501 12:43;V;;;;;;
