A;RTSALEDATA;244;20250414 01:19;VALNET;
B;244;2649170;1;20250414 01:19;;;110;BATHURST ST;CONDOBOLIN;2877;269.7;M;20250312;20250409;126000;RU5;3;COMMERCIAL;;ZCJ;;0;AU963842;
C;244;2649170;1;20250414 01:19;1/34869;
D;244;2649170;1;20250414 01:19;P;;;;;;
D;244;2649170;1;20250414 01:19;V;;;;;;
D;244;2649170;1;20250414 01:19;V;;;;;;
B;244;2647751;2;20250414 01:19;;;75;GRACE ST;LAKE CARGELLIGO;2672;968.8;M;20250310;20250409;420000;RU5;R;RESIDENCE;;ZLA;;0;AU965609;
C;244;2647751;2;20250414 01:19;131/627829;
D;244;2647751;2;20250414 01:19;P;;;;;;
D;244;2647751;2;20250414 01:19;P;;;;;;
D;244;2647751;2;20250414 01:19;V;;;;;;
B;244;4379992;3;20250414 01:19;;;1162;BYGALORE RD;TULLIBIGEAL;2669;1173.176;H;20250303;20250408;5947091;RU1;3;FARM;;RRB;;0;AU960872;
C;244;4379992;3;20250414 01:19;1, 3, 4/263042 12, 13, 15, 19/753091 31/753111;
D;244;4379992;3;20250414 01:19;P;;;;;;
D;244;4379992;3;20250414 01:19;V;;;;;;
Z;16;3;3;8;
