A;208;20020402 12:46;CDIXON;
B;208;2020688;1;20020402 12:46;;19;1;ALLEN ST;PYRMONT;2009;;;20011221;20020215;275000;;R;RESIDENCE;19;;;;8424447;
C;208;2020688;1;20020402 12:46;19//30156;
D;208;2020688;1;20020402 12:46;P;;;;;;
D;208;2020688;1;20020402 12:46;P;;;;;;
B;208;2020835;2;20020402 12:46;PINNACLE HOUSE;33;2;BARRACK ST;SYDNEY;2000;;;20011221;20020307;728000;;3;COMEMRCIAL UN;33;;;;8422251;
C;208;2020835;2;20020402 12:46;33//SP 56502;
D;208;2020835;2;20020402 12:46;P;;;;;;
D;208;2020835;2;20020402 12:46;P;;;;;;
D;208;2020835;2;20020402 12:46;V;;;;;;
B;208;2021000;3;20020402 12:46;;94;38;BRIDGE ST;SYDNEY;2000;;;20011221;20020214;251000;;R;RESIDENCE;94;;;;8440536;
C;208;2021000;3;20020402 12:46;94//SP 57860;
D;208;2021000;3;20020402 12:46;P;;;;;;
D;208;2021000;3;20020402 12:46;V;;;;;;
B;208;2021557;4;20020402 12:46;;6;134;BULWARA RD;ULTIMO;2007;;;20020213;20020228;405000;;R;RESIDENCE;6;;;;8401967;
C;208;2021557;4;20020402 12:46;6//SP 51360;
D;208;2021557;4;20020402 12:46;P;;;;;;
D;208;2021557;4;20020402 12:46;P;;;;;;
D;208;2021557;4;20020402 12:46;V;;;;;;
D;208;2021557;4;20020402 12:46;V;;;;;;
B;208;2021686;5;20020402 12:46;;71;267;BULWARA RD;ULTIMO;2007;;;20011108;20011220;295000;;R;RESIDENCE;71;;;;8405613;
C;208;2021686;5;20020402 12:46;71//17463;
D;208;2021686;5;20020402 12:46;P;;;;;;
D;208;2021686;5;20020402 12:46;P;;;;;;
D;208;2021686;5;20020402 12:46;P;;;;;;
D;208;2021686;5;20020402 12:46;V;;;;;;
D;208;2021686;5;20020402 12:46;V;;;;;;
B;208;2022097;6;20020402 12:46;;1;2;BUNN ST;PYRMONT;2009;;;20020103;20020214;300000;;R;RESIDENCE;1;;;;8382417;
C;208;2022097;6;20020402 12:46;1//62662;
D;208;2022097;6;20020402 12:46;P;;;;;;
D;208;2022097;6;20020402 12:46;V;;;;;;
D;208;2022097;6;20020402 12:46;V;;;;;;
B;208;2022567;7;20020402 12:46;;;97;CASTLEREAGH ST;SYDNEY;2000;214;M;20011207;20011207;252800000;C;3;SHOPPING CENT;;CB;;;8355792;
C;208;2022567;7;20020402 12:46;1//736678;
D;208;2022567;7;20020402 12:46;P;;;;;;
D;208;2022567;7;20020402 12:46;V;;;;;;
B;208;2022610;8;20020402 12:46;;63;197;CASTLEREAGH ST;SYDNEY;2000;;;20020103;20020215;260000;;R;RESIDENCE;63;;;;8405301;
C;208;2022610;8;20020402 12:46;63//SP 51487;
D;208;2022610;8;20020402 12:46;P;;;;;;
D;208;2022610;8;20020402 12:46;V;;;;;;
B;208;2022610;9;20020402 12:46;;133;197;CASTLEREAGH ST;SYDNEY;2000;;;20010921;20020315;445000;;R;RESIDENCE;133;;;;8450478;
C;208;2022610;9;20020402 12:46;133//SP 51487;
D;208;2022610;9;20020402 12:46;P;;;;;;
D;208;2022610;9;20020402 12:46;V;;;;;;
B;208;2022874;10;20020402 12:46;;58;267;CASTLEREAGH ST;SYDNEY;2000;;;20020130;20020228;378000;;R;RESIDENCE;58;;;;8418199;
C;208;2022874;10;20020402 12:46;58//40414;
D;208;2022874;10;20020402 12:46;P;;;;;;
D;208;2022874;10;20020402 12:46;V;;;;;;
B;208;2023065;11;20020402 12:46;;160;303;CASTLEREAGH ST;SYDNEY;2000;;;20010727;20010919;267000;;R;RESIDENCE;160;;;;8439098;
C;208;2023065;11;20020402 12:46;160//SP 58946;
D;208;2023065;11;20020402 12:46;P;;;;;;
D;208;2023065;11;20020402 12:46;P;;;;;;
D;208;2023065;11;20020402 12:46;V;;;;;;
B;208;2023065;12;20020402 12:46;;253;303;CASTLEREAGH ST;SYDNEY;2000;;;20020115;20020227;355000;;R;RESIDENCE;253;;;;8407510;
C;208;2023065;12;20020402 12:46;253//SP 58946;
D;208;2023065;12;20020402 12:46;P;;;;;;
D;208;2023065;12;20020402 12:46;V;;;;;;
B;208;2023065;13;20020402 12:46;;267;303;CASTLEREAGH ST;SYDNEY;2000;;;20010918;20011116;555000;;R;RESIDENCE;267;;;;8437393;
C;208;2023065;13;20020402 12:46;267//SP 58946;
D;208;2023065;13;20020402 12:46;P;;;;;;
D;208;2023065;13;20020402 12:46;P;;;;;;
D;208;2023065;13;20020402 12:46;V;;;;;;
B;208;2024025;14;20020402 12:46;BRIGHTON HOUSE;24;171;CLARENCE ST;SYDNEY;2000;;;20020207;20020321;280000;;R;RESIDENCE;24;;;;8459575;
C;208;2024025;14;20020402 12:46;24//16651;
D;208;2024025;14;20020402 12:46;P;;;;;;
D;208;2024025;14;20020402 12:46;V;;;;;;
D;208;2024025;14;20020402 12:46;V;;;;;;
B;208;2024526;15;20020402 12:46;HYDE PARK PLAZA;58;38;COLLEGE ST;SYDNEY;2000;;;20020122;20020305;179900;;R;RESIDENCE;58;;;;8424575;
C;208;2024526;15;20020402 12:46;58//SP 45205;
D;208;2024526;15;20020402 12:46;P;;;;;;
D;208;2024526;15;20020402 12:46;V;;;;;;
B;208;2024750;16;20020402 12:46;;22;8;COOPER ST;SURRY HILLS;2010;;;20000630;20001107;285000;;R;RESIDENCE;22;;;;8459805;
C;208;2024750;16;20020402 12:46;22//SP 63860;
D;208;2024750;16;20020402 12:46;P;;;;;;
B;208;2024750;17;20020402 12:46;;66;8;COOPER ST;SURRY HILLS;2010;;;20011220;20020204;380000;;R;RESIDENCE;66;;;;8397470;
C;208;2024750;17;20020402 12:46;66//SP 63860;
D;208;2024750;17;20020402 12:46;P;;;;;;
D;208;2024750;17;20020402 12:46;P;;;;;;
D;208;2024750;17;20020402 12:46;V;;;;;;
B;208;2024750;18;20020402 12:46;;97;8;COOPER ST;SURRY HILLS;2010;;;20011220;20020204;380000;;R;RESIDENCE;97;;;;8397470;
C;208;2024750;18;20020402 12:46;97//SP 63860;
D;208;2024750;18;20020402 12:46;P;;;;;;
D;208;2024750;18;20020402 12:46;P;;;;;;
B;208;2024750;19;20020402 12:46;;138;8;COOPER ST;SURRY HILLS;2010;;;20000630;20001107;285000;;R;RESIDENCE;138;;;;8459805;
C;208;2024750;19;20020402 12:46;138//SP 63860;
D;208;2024750;19;20020402 12:46;P;;;;;;
B;208;2024931;20;20020402 12:46;CAR PARK;35;6;COWPER WHARF RD;WOOLLOOMOOLOO;2011;;;20020219;20020308;116000;;3;CARSPACE;35;;;;8428105;
C;208;2024931;20;20020402 12:46;35//SP 61770;
D;208;2024931;20;20020402 12:46;P;;;;;;
D;208;2024931;20;20020402 12:46;V;;;;;;
D;208;2024931;20;20020402 12:46;V;;;;;;
B;208;2024931;21;20020402 12:46;CAR PARK;144;6;COWPER WHARF RD;WOOLLOOMOOLOO;2011;;;20020228;20020313;655000;;R;RESIDENCE;144;;;;8434272;
C;208;2024931;21;20020402 12:46;144//SP 61770;
D;208;2024931;21;20020402 12:46;P;;;;;;
D;208;2024931;21;20020402 12:46;V;;;;;;
B;208;2025098;22;20020402 12:46;RESIDENTIAL SOUTH;210;4;COWPER WHARF RD;WOOLLOOMOOLOO;2011;;;20020228;20020313;655000;;R;RESIDENCE;210;;;;8434272;
C;208;2025098;22;20020402 12:46;210//SP 61618;
D;208;2025098;22;20020402 12:46;P;;;;;;
D;208;2025098;22;20020402 12:46;V;;;;;;
B;208;2026321;23;20020402 12:46;;2;236 B;ELIZABETH ST;EAST SYDNEY;2010;;;20011218;20020305;3350000;;3;;2;;;;8426829;
C;208;2026321;23;20020402 12:46;2//1379;
D;208;2026321;23;20020402 12:46;P;;;;;;
D;208;2026321;23;20020402 12:46;V;;;;;;
B;208;2026321;24;20020402 12:46;;1;236 B;ELIZABETH ST;EAST SYDNEY;2010;;;20011218;20020305;3350000;;3;;1;;;;8426829;
C;208;2026321;24;20020402 12:46;1//1379;
D;208;2026321;24;20020402 12:46;P;;;;;;
D;208;2026321;24;20020402 12:46;V;;;;;;
B;208;2026324;25;20020402 12:46;;25;230;ELIZABETH ST;EAST SYDNEY;2010;;;20011219;20020228;310000;;R;RESIDENCE;25;;;;8432117;
C;208;2026324;25;20020402 12:46;25//SP 58635;
D;208;2026324;25;20020402 12:46;P;;;;;;
D;208;2026324;25;20020402 12:46;P;;;;;;
D;208;2026324;25;20020402 12:46;V;;;;;;
B;208;2026419;26;20020402 12:46;HYDE PARK TOWERS;147;148;ELIZABETH ST;SYDNEY;2000;;;20011220;20020204;440000;;R;RESIDENCE;147;;;;8426405;
C;208;2026419;26;20020402 12:46;147//SP 50530;
D;208;2026419;26;20020402 12:46;P;;;;;;
D;208;2026419;26;20020402 12:46;V;;;;;;
D;208;2026419;26;20020402 12:46;V;;;;;;
B;208;2026918;27;20020402 12:46;;115;98;GLOUCESTER ST;THE ROCKS SYDNEY;2000;;;20020212;20020228;515000;;R;RESIDENCE;115;;;;8399831;
C;208;2026918;27;20020402 12:46;115//39994;
D;208;2026918;27;20020402 12:46;P;;;;;;
D;208;2026918;27;20020402 12:46;P;;;;;;
B;208;2027714;28;20020402 12:46;;;771;GEORGE ST;SYDNEY;2000;50.6;M;20011113;20020226;748000;C;3;SHOP;;CC;;;8395477;
C;208;2027714;28;20020402 12:46;4//502999;
D;208;2027714;28;20020402 12:46;P;;;;;;
D;208;2027714;28;20020402 12:46;V;;;;;;
B;208;2027715;29;20020402 12:46;;;773;GEORGE ST;SYDNEY;2000;98.08;M;20011113;20020226;990000;C;3;SHOP;;CC;;;8395478;
C;208;2027715;29;20020402 12:46;1//80995;
D;208;2027715;29;20020402 12:46;P;;;;;;
D;208;2027715;29;20020402 12:46;V;;;;;;
B;208;2027851;30;20020402 12:46;;31;254;GEORGE ST;SYDNEY;2000;;;20011221;20020205;415250;;R;RESIDENCE;31;;;;8410775;
C;208;2027851;30;20020402 12:46;31//SP 57556;
D;208;2027851;30;20020402 12:46;P;;;;;;
D;208;2027851;30;20020402 12:46;P;;;;;;
D;208;2027851;30;20020402 12:46;V;;;;;;
B;208;2027851;31;20020402 12:46;;33;254;GEORGE ST;SYDNEY;2000;;;20011219;20020208;270000;;3;;33;;;;8384282;
C;208;2027851;31;20020402 12:46;33//SP 57556;
D;208;2027851;31;20020402 12:46;P;;;;;;
D;208;2027851;31;20020402 12:46;V;;;;;;
D;208;2027851;31;20020402 12:46;V;;;;;;
B;208;2027851;32;20020402 12:46;;276;254;GEORGE ST;SYDNEY;2000;;;20011220;20011221;518000;;3;;276;;;;8387002;
C;208;2027851;32;20020402 12:46;276//SP 57556;
D;208;2027851;32;20020402 12:46;P;;;;;;
D;208;2027851;32;20020402 12:46;V;;;;;;
B;208;2027851;33;20020402 12:46;;355;254;GEORGE ST;SYDNEY;2000;;;20011220;20011221;518000;;3;;355;;;;8387002;
C;208;2027851;33;20020402 12:46;355//SP 57556;
D;208;2027851;33;20020402 12:46;P;;;;;;
D;208;2027851;33;20020402 12:46;V;;;;;;
B;208;2027851;34;20020402 12:46;;382;254;GEORGE ST;SYDNEY;2000;;;20011221;20020205;415250;;R;RESIDENCE;382;;;;8410775;
C;208;2027851;34;20020402 12:46;382//SP 57556;
D;208;2027851;34;20020402 12:46;P;;;;;;
D;208;2027851;34;20020402 12:46;P;;;;;;
D;208;2027851;34;20020402 12:46;V;;;;;;
B;208;2028259;35;20020402 12:46;;8;234;GEORGE ST;SYDNEY;2000;;;20011220;20011221;1800000;;3;OFFICE;8;;;;8375419;
C;208;2028259;35;20020402 12:46;8//SP 62988;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;P;;;;;;
D;208;2028259;35;20020402 12:46;V;;;;;;
B;208;2028383;36;20020402 12:46;;17;131;GOULBURN ST;SYDNEY;2000;;;20011220;20020208;330000;;R;RESIDENCE;17;;;;8414313;
C;208;2028383;36;20020402 12:46;17//SP 61162;
D;208;2028383;36;20020402 12:46;P;;;;;;
D;208;2028383;36;20020402 12:46;V;;;;;;
B;208;2028383;37;20020402 12:46;;58;131;GOULBURN ST;SYDNEY;2000;;;20011221;20020220;285000;;R;RESIDENCE;58;;;;8390597;
C;208;2028383;37;20020402 12:46;58//SP 61162;
D;208;2028383;37;20020402 12:46;P;;;;;;
D;208;2028383;37;20020402 12:46;V;;;;;;
B;208;2028383;38;20020402 12:46;;92;131;GOULBURN ST;SYDNEY;2000;;;20020116;20020204;890000;;R;RESIDENCE;92;;;;8380164;
C;208;2028383;38;20020402 12:46;92//SP 61162;
D;208;2028383;38;20020402 12:46;P;;;;;;
D;208;2028383;38;20020402 12:46;P;;;;;;
D;208;2028383;38;20020402 12:46;V;;;;;;
B;208;2028383;39;20020402 12:46;;98;131;GOULBURN ST;SYDNEY;2000;;;20011029;20020211;1000000;;R;RESIDENCE;98;;;;8436638;
C;208;2028383;39;20020402 12:46;98//SP 61162;
D;208;2028383;39;20020402 12:46;P;;;;;;
D;208;2028383;39;20020402 12:46;V;;;;;;
B;208;2028499;40;20020402 12:46;;104;194;GOULBURN ST;SURRY HILLS;2010;;;20011105;20011217;158000;;R;RESIDENCE;104;;;;8395655;
C;208;2028499;40;20020402 12:46;104//SP 43251;
D;208;2028499;40;20020402 12:46;P;;;;;;
D;208;2028499;40;20020402 12:46;V;;;;;;
B;208;2029098;41;20020402 12:46;;152;28;HARBOUR ST;DARLING HARBOUR;2000;;;20020109;20020211;580000;;R;RESIDENCE;152;;;;8390376;
C;208;2029098;41;20020402 12:46;152//SP 61667;
D;208;2029098;41;20020402 12:46;P;;;;;;
D;208;2029098;41;20020402 12:46;P;;;;;;
D;208;2029098;41;20020402 12:46;V;;;;;;
D;208;2029098;41;20020402 12:46;V;;;;;;
B;208;2029098;42;20020402 12:46;;329;28;HARBOUR ST;DARLING HARBOUR;2000;;;20020109;20020211;580000;;R;RESIDENCE;329;;;;8390376;
C;208;2029098;42;20020402 12:46;329//SP 61667;
D;208;2029098;42;20020402 12:46;P;;;;;;
D;208;2029098;42;20020402 12:46;P;;;;;;
D;208;2029098;42;20020402 12:46;V;;;;;;
D;208;2029098;42;20020402 12:46;V;;;;;;
B;208;2029705;43;20020402 12:46;;;65;HARRIS ST;PYRMONT;2009;50.6;M;20011201;20020125;336000;A;R;RESIDENCE;;AB;;;8406949;
C;208;2029705;43;20020402 12:46;2//502738;
D;208;2029705;43;20020402 12:46;P;;;;;;
D;208;2029705;43;20020402 12:46;V;;;;;;
D;208;2029705;43;20020402 12:46;V;;;;;;
B;208;2029706;44;20020402 12:46;;42;55;HARRIS ST;PYRMONT;2009;;;20020129;20020312;475000;;R;RESIDENCE;42;;;;8454152;
C;208;2029706;44;20020402 12:46;42//SP 60040;
D;208;2029706;44;20020402 12:46;P;;;;;;
D;208;2029706;44;20020402 12:46;P;;;;;;
D;208;2029706;44;20020402 12:46;V;;;;;;
B;208;2030633;45;20020402 12:46;;2;5;HOSKING PL;SYDNEY;2000;;;20020116;20020215;292500;;R;RESIDENCE;2;;;;8397681;
C;208;2030633;45;20020402 12:46;2//SP 57348;
D;208;2030633;45;20020402 12:46;P;;;;;;
D;208;2030633;45;20020402 12:46;P;;;;;;
D;208;2030633;45;20020402 12:46;V;;;;;;
B;208;2031398;46;20020402 12:46;HIGHGATE;75;127;KENT ST;MILLERS POINT;2000;;;20020104;20020301;750000;;R;RESIDENCE;75;;;;8425195;
C;208;2031398;46;20020402 12:46;75//SP 49822;
D;208;2031398;46;20020402 12:46;P;;;;;;
D;208;2031398;46;20020402 12:46;V;;;;;;
D;208;2031398;46;20020402 12:46;V;;;;;;
B;208;2031398;47;20020402 12:46;HIGHGATE;147;127;KENT ST;MILLERS POINT;2000;;;20010205;20020322;625000;;R;RESIDENCE;147;;;;8454991;
C;208;2031398;47;20020402 12:46;147//SP 49822;
D;208;2031398;47;20020402 12:46;P;;;;;;
D;208;2031398;47;20020402 12:46;V;;;;;;
B;208;2031398;48;20020402 12:46;HIGHGATE;283;127;KENT ST;MILLERS POINT;2000;;;20020104;20020301;750000;;R;RESIDENCE;283;;;;8425195;
C;208;2031398;48;20020402 12:46;283//SP 49822;
D;208;2031398;48;20020402 12:46;P;;;;;;
D;208;2031398;48;20020402 12:46;V;;;;;;
D;208;2031398;48;20020402 12:46;V;;;;;;
B;208;2031398;49;20020402 12:46;HIGHGATE;302;127;KENT ST;MILLERS POINT;2000;;;20010205;20020322;625000;;R;RESIDENCE;302;;;;8454991;
C;208;2031398;49;20020402 12:46;302//SP 49822;
D;208;2031398;49;20020402 12:46;P;;;;;;
D;208;2031398;49;20020402 12:46;V;;;;;;
B;208;2031866;50;20020402 12:46;STAMFORD ON KENT;77;183;KENT ST;MILLERS POINT;2000;;;20011221;20020211;1025000;;R;RESIDENCE;77;;;;8414046;
C;208;2031866;50;20020402 12:46;77//SP 61643;
D;208;2031866;50;20020402 12:46;P;;;;;;
D;208;2031866;50;20020402 12:46;P;;;;;;
D;208;2031866;50;20020402 12:46;V;;;;;;
B;208;2031866;51;20020402 12:46;STAMFORD ON KENT;141;183;KENT ST;MILLERS POINT;2000;;;20020301;20020320;813888;;R;RESIDENCE;141;;;;8445126;
C;208;2031866;51;20020402 12:46;141//SP 61643;
D;208;2031866;51;20020402 12:46;P;;;;;;
D;208;2031866;51;20020402 12:46;V;;;;;;
B;208;2032520;52;20020402 12:46;FLETCHER BUILDING;71;483;KENT ST;SYDNEY;2000;;;20020221;20020314;320000;;3;STRATA TITLE;71;;;;8438718;
C;208;2032520;52;20020402 12:46;71//SP 55116;
D;208;2032520;52;20020402 12:46;P;;;;;;
D;208;2032520;52;20020402 12:46;V;;;;;;
D;208;2032520;52;20020402 12:46;V;;;;;;
B;208;2032586;53;20020402 12:46;DANCHEN HOUSE;;507;KENT ST;SYDNEY;2000;646;M;20020125;20020308;8650000;C;3;COMM.BLDG;;CE;;;8458037;
C;208;2032586;53;20020402 12:46;2//179789;
D;208;2032586;53;20020402 12:46;P;;;;;;
D;208;2032586;53;20020402 12:46;V;;;;;;
B;208;2032740;54;20020402 12:46;OBSERVATORY TOWER;40;168;KENT ST;MILLERS POINT;2000;;;20010705;20010726;482000;;R;RESIDENCE;40;;;;8410816;
C;208;2032740;54;20020402 12:46;40//53158;
D;208;2032740;54;20020402 12:46;P;;;;;;
D;208;2032740;54;20020402 12:46;V;;;;;;
D;208;2032740;54;20020402 12:46;V;;;;;;
B;208;2032740;55;20020402 12:46;OBSERVATORY TOWER;122;168;KENT ST;MILLERS POINT;2000;;;20020220;20020311;980000;;R;RESIDENCE;122;;;;8431035;
C;208;2032740;55;20020402 12:46;122//53158;
D;208;2032740;55;20020402 12:46;P;;;;;;
D;208;2032740;55;20020402 12:46;V;;;;;;
B;208;2032740;56;20020402 12:46;OBSERVATORY TOWER;239;168;KENT ST;MILLERS POINT;2000;;;20010705;20010726;482000;;R;RESIDENCE;239;;;;8410816;
C;208;2032740;56;20020402 12:46;239//53158;
D;208;2032740;56;20020402 12:46;P;;;;;;
D;208;2032740;56;20020402 12:46;V;;;;;;
D;208;2032740;56;20020402 12:46;V;;;;;;
B;208;2032740;57;20020402 12:46;OBSERVATORY TOWER;388;168;KENT ST;MILLERS POINT;2000;;;20020220;20020311;980000;;R;RESIDENCE;388;;;;8431035;
C;208;2032740;57;20020402 12:46;388//53158;
D;208;2032740;57;20020402 12:46;P;;;;;;
D;208;2032740;57;20020402 12:46;V;;;;;;
B;208;2033841;58;20020402 12:46;CONNAUGHT;222;185;LIVERPOOL ST;SYDNEY;2000;;;20020218;20020318;980000;;R;RESIDENCE;222;;;;8441655;
C;208;2033841;58;20020402 12:46;222//21702;
D;208;2033841;58;20020402 12:46;P;;;;;;
D;208;2033841;58;20020402 12:46;P;;;;;;
D;208;2033841;58;20020402 12:46;V;;;;;;
D;208;2033841;58;20020402 12:46;V;;;;;;
B;208;2033841;59;20020402 12:46;CONNAUGHT;282;185;LIVERPOOL ST;SYDNEY;2000;;;20020218;20020318;980000;;R;RESIDENCE;282;;;;8441655;
C;208;2033841;59;20020402 12:46;282//21702;
D;208;2033841;59;20020402 12:46;P;;;;;;
D;208;2033841;59;20020402 12:46;P;;;;;;
D;208;2033841;59;20020402 12:46;V;;;;;;
B;208;2034334;60;20020402 12:46;WALDORF;170;57;LIVERPOOL ST;SYDNEY;2000;;;20020124;20020228;316000;;R;RESIDENCE;170;;;;8413130;
C;208;2034334;60;20020402 12:46;170//20656;
D;208;2034334;60;20020402 12:46;P;;;;;;
D;208;2034334;60;20020402 12:46;V;;;;;;
D;208;2034334;60;20020402 12:46;V;;;;;;
