A;068;20020603 09:56;PTHIRLWELL;
B;068;543629;1;20020603 09:56;;;;PH BENARCA;MOAMA;2731;118.7;M;20020207;20020418;65000;R;3;MARINA BERTH;;RX;;;8553677;
C;068;543629;1;20020603 09:56;6//285249;
D;068;543629;1;20020603 09:56;P;;;;;;
D;068;543629;1;20020603 09:56;V;;;;;;
D;068;543629;1;20020603 09:56;V;;;;;;
B;068;544258;2;20020603 09:56;;;11;FROME ST;MATHOURA;2710;3781;M;20010913;20011130;34000;Z;R;RESIDENCE;;ZF;;;8620131;
C;068;544258;2;20020603 09:56;15, 16/66/758656;
D;068;544258;2;20020603 09:56;P;;;;;;
D;068;544258;2;20020603 09:56;V;;;;;;
D;068;544258;2;20020603 09:56;V;;;;;;
B;068;544293;3;20020603 09:56;;;20;LAWRENCE ST;MATHOURA;2710;1012;M;20020109;20020125;51000;Z;R;RESIDENCE;;ZF;;;8367126;
C;068;544293;3;20020603 09:56;1//504595;
D;068;544293;3;20020603 09:56;P;;;;;;
D;068;544293;3;20020603 09:56;V;;;;;;
D;068;544293;3;20020603 09:56;V;;;;;;
B;068;544314;4;20020603 09:56;;;19;LIVINGSTONE ST;MATHOURA;2710;1050;M;20020201;20020201;210000;Z;R;RESIDENCE;;ZF;;;8557976;
C;068;544314;4;20020603 09:56;B//32853;
D;068;544314;4;20020603 09:56;P;;;;;;
D;068;544314;4;20020603 09:56;P;;;;;;
D;068;544314;4;20020603 09:56;V;;;;;;
D;068;544314;4;20020603 09:56;V;;;;;;
B;068;544343;5;20020603 09:56;;;52;LIVINGSTONE ST;MATHOURA;2710;1012;M;20020521;20020521;12001;Z;V;VACANT LAND;;ZF;;;8630236;
C;068;544343;5;20020603 09:56;17//873115;
D;068;544343;5;20020603 09:56;P;;;;;;
D;068;544343;5;20020603 09:56;V;;;;;;
B;068;544372;6;20020603 09:56;;;20;LIVINGSTONE ST;MATHOURA;2710;;;20020315;20020515;95000;Z;R;RESIDENCE;;ZF;;;8617108;
C;068;544372;6;20020603 09:56;1//312113;
D;068;544372;6;20020603 09:56;P;;;;;;
D;068;544372;6;20020603 09:56;P;;;;;;
D;068;544372;6;20020603 09:56;V;;;;;;
B;068;544651;7;20020603 09:56;;;7;ALERT CT;MOAMA;2731;781;M;20020225;20020419;280000;Z;R;RESIDENCE;;ZC;;;8586129;
C;068;544651;7;20020603 09:56;134//789131;
D;068;544651;7;20020603 09:56;P;;;;;;
D;068;544651;7;20020603 09:56;V;;;;;;
B;068;544663;8;20020603 09:56;;;16;ANNIE CT;MOAMA;2731;743;M;20020218;20020308;147000;Z;R;RESIDENCE;;ZC;;;8635788;
C;068;544663;8;20020603 09:56;5//851589;
D;068;544663;8;20020603 09:56;P;;;;;;
D;068;544663;8;20020603 09:56;V;;;;;;
B;068;544676;9;20020603 09:56;;;4;ARGYLE CT;MOAMA;2731;708;M;20020418;20020430;155000;Z;R;RESIDENCE;;ZC;;;8606649;
C;068;544676;9;20020603 09:56;29//877708;
D;068;544676;9;20020603 09:56;P;;;;;;
D;068;544676;9;20020603 09:56;P;;;;;;
D;068;544676;9;20020603 09:56;V;;;;;;
D;068;544676;9;20020603 09:56;V;;;;;;
B;068;544724;10;20020603 09:56;;2;18;BLAIR ST;MOAMA;2731;;;20020404;20020516;65000;;R;RESIDENCE;2;;;;8630000;
C;068;544724;10;20020603 09:56;2//SP 62060;
D;068;544724;10;20020603 09:56;P;;;;;;
D;068;544724;10;20020603 09:56;V;;;;;;
B;068;544805;11;20020603 09:56;;;2;CARLYON CL;MOAMA;2731;654.3;M;20020129;20020328;160000;Z;R;RESIDENCE;;ZC;;;8582056;
C;068;544805;11;20020603 09:56;52//261046;
D;068;544805;11;20020603 09:56;P;;;;;;
D;068;544805;11;20020603 09:56;P;;;;;;
D;068;544805;11;20020603 09:56;V;;;;;;
B;068;544970;12;20020603 09:56;;;6;DORWARD PL;MOAMA;2731;662.5;M;20011010;20011108;136000;Z;R;RESIDENCE;;ZB;;;8132028;
C;068;544970;12;20020603 09:56;8//248198;
D;068;544970;12;20020603 09:56;P;;;;;;
D;068;544970;12;20020603 09:56;P;;;;;;
D;068;544970;12;20020603 09:56;V;;;;;;
B;068;545009;13;20020603 09:56;;;13;ECHUCA ST;MOAMA;2731;834.8;M;20011219;20020111;134500;Z;R;RESIDENCE;;ZA;;;8556296;
C;068;545009;13;20020603 09:56;72//623922;
D;068;545009;13;20020603 09:56;P;;;;;;
D;068;545009;13;20020603 09:56;V;;;;;;
B;068;545036;14;20020603 09:56;;;53;ECHUCA ST;MOAMA;2731;704.1;M;20020109;20020206;140000;Z;R;RESIDENCE;;ZA;;;8353842;
C;068;545036;14;20020603 09:56;23//253916;
D;068;545036;14;20020603 09:56;P;;;;;;
D;068;545036;14;20020603 09:56;V;;;;;;
D;068;545036;14;20020603 09:56;V;;;;;;
B;068;545069;15;20020603 09:56;;5;57;FRANCIS ST;MOAMA;2731;;;20020226;20020328;108000;;R;RESIDENCE;5;;;;8605575;
C;068;545069;15;20020603 09:56;5//SP 49526;
D;068;545069;15;20020603 09:56;P;;;;;;
D;068;545069;15;20020603 09:56;V;;;;;;
B;068;545139;16;20020603 09:56;;;6;GLENCOE BVD;MOAMA;2731;700;M;20011221;20020125;185000;Z;R;RESIDENCE;;ZC;;;8596691;
C;068;545139;16;20020603 09:56;25//877708;
D;068;545139;16;20020603 09:56;P;;;;;;
D;068;545139;16;20020603 09:56;P;;;;;;
D;068;545139;16;20020603 09:56;V;;;;;;
D;068;545139;16;20020603 09:56;V;;;;;;
B;068;545142;17;20020603 09:56;;;12;GLENCOE BVD;MOAMA;2731;700;M;20020125;20020226;160000;Z;R;RESIDENCE;;ZC;;;8564585;
C;068;545142;17;20020603 09:56;22//877708;
D;068;545142;17;20020603 09:56;P;;;;;;
D;068;545142;17;20020603 09:56;P;;;;;;
D;068;545142;17;20020603 09:56;V;;;;;;
D;068;545142;17;20020603 09:56;V;;;;;;
B;068;545159;18;20020603 09:56;;;;GRAHAM ST;MOAMA;2731;3830;M;20011109;20020509;67000;Z;V;VACANT LAND;;ZE;;;8594722;
C;068;545159;18;20020603 09:56;3//872999;
D;068;545159;18;20020603 09:56;P;;;;;;
D;068;545159;18;20020603 09:56;P;;;;;;
D;068;545159;18;20020603 09:56;V;;;;;;
B;068;545160;19;20020603 09:56;;;;GRAHAM ST;MOAMA;2731;3400;M;20011109;20020509;67000;Z;V;VACANT LAND;;ZE;;;8594722;
C;068;545160;19;20020603 09:56;4//872999;
D;068;545160;19;20020603 09:56;P;;;;;;
D;068;545160;19;20020603 09:56;P;;;;;;
D;068;545160;19;20020603 09:56;V;;;;;;
B;068;545175;20;20020603 09:56;;;1;HARRIS CT;MOAMA;2731;600;M;20020315;20020405;41000;Z;V;VACANT LAND;;ZC;;;8620125;
C;068;545175;20;20020603 09:56;8//1009556;
