A;211;20030619 14:38;PDANN;
B;211;2106726;1;20030619 14:38;;;133;ARTHUR ST;SURRY HILLS;2010;105.3;M;20030310;20030602;885000;A;R;RESIDENCE;;BD;;0;9676398;
C;211;2106726;1;20030619 14:38;5//260464;
D;211;2106726;1;20030619 14:38;P;;;;;;
D;211;2106726;1;20030619 14:38;P;;;;;;
D;211;2106726;1;20030619 14:38;V;;;;;;
B;211;2107068;2;20030619 14:38;;;81;BAPTIST ST;REDFERN;2016;;;20030412;20030523;888000;A;R;RESIDENCE;;BH;;0;9674098;
C;211;2107068;2;20030619 14:38;5//32959;
D;211;2107068;2;20030619 14:38;P;;;;;;
D;211;2107068;2;20030619 14:38;P;;;;;;
D;211;2107068;2;20030619 14:38;V;;;;;;
D;211;2107068;2;20030619 14:38;V;;;;;;
B;211;2107180;3;20030619 14:38;;;45 A;BARCOM AVE;DARLINGHURST;2010;;;20030329;20030527;376000;;R;RESIDENCE;15;;;0;9677824;
C;211;2107180;3;20030619 14:38;15//SP 38559;
D;211;2107180;3;20030619 14:38;P;;;;;;
D;211;2107180;3;20030619 14:38;P;;;;;;
D;211;2107180;3;20030619 14:38;V;;;;;;
D;211;2107180;3;20030619 14:38;V;;;;;;
B;211;2107592;4;20030619 14:38;PALM COURT;12;42;BAYSWATER AVE;KINGS CROSS;2011;;;20030401;20030516;185000;;R;RESIDENCE;12;;;0;9647037;
C;211;2107592;4;20030619 14:38;12//SP 14711;
D;211;2107592;4;20030619 14:38;P;;;;;;
D;211;2107592;4;20030619 14:38;V;;;;;;
D;211;2107592;4;20030619 14:38;V;;;;;;
D;211;2107592;4;20030619 14:38;V;;;;;;
B;211;2107928;5;20030619 14:38;;3;68;BAYSWATER RD;DARLINGHURST;2010;;;20030402;20030520;205000;;R;RESIDENCE;3;;;0;9677387;
C;211;2107928;5;20030619 14:38;3//SP 10946;
D;211;2107928;5;20030619 14:38;P;;;;;;
D;211;2107928;5;20030619 14:38;V;;;;;;
B;211;2108150;6;20030619 14:38;;401;28;BELLEVUE ST;SURRY HILLS;2010;;;20030328;20030602;542500;;R;RESIDENCE;37;;;0;9669959;
C;211;2108150;6;20030619 14:38;37//SP 63737;
